"","geneid","M_1029_T1_Negative","M_1029_T2_Negative","M_1029_T1_Positive","M_1029_T2_Positive"
"736","Chi3l1","23","18","1","3"
"737","Mybph","17","16","0","33"
"738","Adora1","11","20","1","24"
"739","Myog","0","8","0","11"
"740","Ppfia4","4073","4868","3130","6756"
"741","Tmem183a","661","740","669","1345"
"742","4933406M09Rik","0","0","8","0"
"743","Cyb5r1","629","965","778","1487"
"744","Adipor1","2185","2312","2021","3889"
"745","Klhl12","39","29","22","40"
"746","Rabif","348","321","239","603"
"747","4931440L10Rik","0","1","0","0"
"748","Kdm5b","444","451","278","624"
"749","Syt2","0","10","13","8"
"750","Ppp1r12b","130","141","96","214"
"751","9530009M10Rik","169","138","68","249"
"752","Ube2t","41","48","40","40"
"753","Lgr6","0","0","0","0"
"754","Ptprv","330","346","349","535"
"755","Ptpn7","1389","1384","840","1673"
"756","Arl8a","1452","1863","1509","2420"
"757","Gpr37l1","0","2","1","0"
"758","Elf3","18","14","0","0"
"759","Rnpep","1950","2405","1703","3202"
"760","Timm17a","317","403","259","411"
"761","Lmod1","0","4","0","0"
"762","Shisa4","0","6","1","0"
"763","Ipo9","1574","1940","1562","2965"
"764","Nav1","2424","2737","1836","3705"
"765","Csrp1","619","871","322","916"
"766","Phlda3","30","22","13","39"
"767","Tnni1","0","0","0","0"
"768","Lad1","279","144","181","94"
"769","Tnnt2","0","0","0","0"
"770","Pkp1","0","0","0","0"
"771","Igfn1","0","0","0","6"
"772","Tmem9","207","290","193","307"
"773","Cacna1s","1","6","0","3"
"774","Kif21b","4248","4851","3581","7314"
"775","5730559C18Rik","9","12","14","9"
"776","Gpr25","0","6","0","0"
"777","Camsap1l1","973","1028","659","1357"
"778","9230116N13Rik","5","30","15","68"
"779","Ddx59","69","116","99","193"
"780","Kif14","41","64","33","61"
"781","Zfp281","797","885","551","1114"
"782","LOC100503474","0","3","0","0"
"783","Nr5a2","0","0","0","0"
"784","Mir181a-1","0","0","0","0"
"785","Mir181b-1","0","0","0","0"
"786","Ptprc","26747","31039","20376","42872"
"787","Atp6v1g3","0","54","8","287"
"788","Nek7","1228","1533","1022","2321"
"789","Lhx9","0","1","0","0"
"790","2310009B15Rik","59","47","40","29"
"791","Dennd1b","1364","1755","1292","2455"
"792","Crb1","6","1","0","0"
"793","Zbtb41","385","473","305","722"
"794","Aspm","128","150","72","26"
"795","F13b","283","83","202","28"
"796","Cfhr1","4","7","0","13"
"797","Gm4788","16","23","16","26"
"798","Cfhr2","10","5","4","2"
"799","Cfh","2523","3061","3439","6773"
"800","Kcnt2","0","0","0","0"
"801","Cdc73","588","624","354","772"
"802","B3galt2","22","10","8","42"
"803","Glrx2","321","441","299","478"
"804","Trove2","562","490","355","798"
"805","Uchl5","375","292","224","418"
"806","Rgs2","5726","6925","4538","9102"
"807","Rgs13","0","0","0","0"
"808","Rgs1","2001","2165","1693","2667"
"809","Rgs18","46","67","36","77"
"810","Fam5c","17","0","0","0"
"811","Pla2g4a","963","1197","721","1515"
"812","7530420F21Rik","0","0","0","0"
"813","Ptgs2","228","179","113","166"
"814","Pdc","0","0","0","0"
"815","BC003331","532","595","415","830"
"816","Tpr","4049","4601","3180","5796"
"817","Prg4","51","30","39","70"
"818","Hmcn1","10","3","0","10"
"819","C730036E19Rik","18","2","0","6"
"820","Ivns1abp","10878","11343","8183","16395"
"821","1200016B10Rik","273","347","241","571"
"822","1190005F20Rik","847","869","642","1484"
"823","Rnf2","759","856","729","1142"
"824","Fam129a","11271","13922","9874","20111"
"825","Edem3","543","674","577","999"
"826","1700025G04Rik","1177","1299","703","1679"
"827","Tsen15","107","88","163","248"
"828","Glt25d2","0","11","8","22"
"829","Rgl1","1266","1426","953","2002"
"830","Apobec4","0","0","0","5"
"831","Arpc5","3775","4980","3160","6455"
"832","Ncf2","5081","6080","3925","7976"
"833","Smg7","1630","1757","1493","2436"
"834","Nmnat2","4","4","1","5"
"835","Lamc2","1","6","8","61"
"836","Lamc1","576","799","975","1892"
"837","E330020D12Rik","228","371","207","522"
"838","1700012A16Rik","32","80","54","132"
"839","Dhx9","2476","3069","1892","3935"
"840","Npl","71","131","85","125"
"841","Rgs8","0","0","0","0"
"842","Rgs16","0","0","0","0"
"843","Rnasel","548","648","584","865"
"844","5830403L16Rik","0","0","0","1"
"845","Gm5531","14","19","16","51"
"846","Teddm1","0","3","2","0"
"847","Glul","3394","3166","3064","4807"
"848","Zfp648","0","0","9","0"
"849","Cacna1e","0","12","0","42"
"850","Ier5","10705","11890","9719","17998"
"851","Mr1","147","139","125","189"
"852","Stx6","694","728","427","956"
"853","Xpr1","1290","1728","1307","2192"
"854","Acbd6","289","369","210","297"
"855","Lhx4","0","0","0","0"
"856","Qsox1","541","743","667","1166"
"857","Cep350","2805","3228","2174","4317"
"858","Tor1aip1","4042","5126","3745","6766"
"859","Tor1aip2","1863","2159","1538","2726"
"860","Fam163a","12","5","6","0"
"861","Tdrd5","0","0","0","0"
"862","Nphs2","0","2","5","0"
"863","9430070O13Rik","0","12","8","3"
"864","Soat1","1516","2011","1190","2339"
"865","Abl2","1448","1781","1214","2559"
"866","Tor3a","2416","3111","2134","4048"
"867","Fam20b","1320","1729","1142","2364"
"868","Ralgps2","240","288","188","560"
"869","Angptl1","12","3","5","0"
"870","1700057K13Rik","0","0","0","0"
"871","Rasal2","94","92","143","147"
"872","2810025M15Rik","165","176","228","318"
"873","BC026585","439","345","407","511"
"874","Sec16b","13","39","41","71"
"875","Fam5b","0","0","10","9"
"876","Astn1","0","0","4","0"
"877","Mir488","0","0","0","0"
"878","Pappa2","2","0","0","0"
"879","Rfwd2","955","979","683","1346"
"880","Scarna3a","0","4","4","1"
"881","Tnr","0","0","1","0"
"882","4930523C07Rik","160","189","91","205"
"883","4930562F07Rik","44","44","22","42"
"884","Tnn","0","3","15","0"
"885","Mrps14","310","375","268","364"
"886","Cacybp","387","470","338","634"
"887","Rabgap1l","320","388","311","583"
"888","Gpr52","4","0","0","7"
"889","Rc3h1","1891","2184","1488","3061"
"890","Serpinc1","4","17","0","2"
"891","Zbtb37","232","327","277","350"
"892","Gas5","1586","2100","1312","2585"
"893","Snord47","4","9","2","20"
"894","Dars2","222","245","168","341"
"895","Cenpl","176","189","110","349"
"896","Klhl20","925","1016","845","1458"
"897","Ankrd45","3","0","0","5"
"898","4930469G21Rik","0","0","0","0"
"899","Prdx6","563","620","428","577"
"900","Tnfsf4","0","0","0","0"
"901","Tnfsf18","0","0","0","1"
"902","Fasl","0","1","0","0"
"903","AI848100","665","811","548","1179"
"904","4930558K02Rik","0","0","0","0"
"905","Pigc","246","274","272","494"
"906","Dnm3","11","3","1","0"
"907","Dnm3os","4","0","0","0"
"908","Mir199a-2","0","0","0","0"
"909","Mir214","0","0","0","0"
"910","Mettl13","267","288","169","402"
"911","Vamp4","311","444","261","593"
"912","Myoc","0","1","0","0"
"913","7420461P10Rik","0","0","0","0"
"914","Prrc2c","5405","6697","4700","9401"
"915","Fmo4","87","9","40","25"
"916","Fmo1","1021","351","785","241"
"917","Fmo2","549","191","500","127"
"918","Fmo6","0","0","0","0"
"919","Fmo3","0","0","0","0"
"920","4921528O07Rik","0","0","0","0"
"921","Prrx1","1","10","10","17"
"922","Gorab","123","108","95","195"
"923","Mettl11b","0","0","0","0"
"924","Kifap3","221","252","204","398"
"925","Scyl3","838","832","549","1262"
"926","BC055324","124","129","135","231"
"927","2810422O20Rik","42","75","45","120"
"928","Sele","0","0","0","6"
"929","Sell","52","84","26","73"
"930","Selp","0","7","0","3"
"931","LOC100503816","0","0","0","0"
"932","F5","13","70","0","0"
"933","Slc19a2","152","146","187","201"
"934","4930455F23Rik","165","202","158","214"
"935","Blzf1","175","253","171","313"
"936","Nme7","185","133","168","156"
"937","Atp1b1","1685","850","1772","940"
"938","Dpt","22","6","0","0"
"939","Xcl1","0","5","0","0"
"940","Tbx19","0","0","0","11"
"941","Sft2d2","4551","5356","4382","8786"
"942","Tiprl","404","487","362","647"
"943","Gpr161","2","0","5","5"
"944","Dcaf6","245","311","279","390"
"945","Brp44","439","385","312","483"
"946","Adcy10","0","0","0","0"
"947","Mpzl1","17","22","13","13"
"948","Rcsd1","1625","1843","1553","2838"
"949","Creg1","2001","2603","1808","3875"
"950","Cd247","268","381","308","579"
"951","Pou2f1","243","248","240","345"
"952","Dusp27","3","5","5","25"
"953","Gpa33","0","0","0","0"
"954","Mael","0","0","0","0"
"955","Ildr2","130","72","122","16"
"956","Tada1","399","524","325","741"
"957","Pogk","694","966","776","1706"
"958","Gm4846","0","0","0","0"
"959","Gm4847","0","4","0","6"
"960","Fmo9","0","1","0","0"
"961","LOC100503962","0","3","0","0"
"962","Fam78b","31","59","13","90"
"963","Uck2","78","107","23","63"
"964","Tmco1","751","1056","795","1344"
"965","Aldh9a1","2490","2826","2143","3498"
"966","Mgst3","86","98","137","95"
"967","Lrrc52","0","0","0","0"
"968","Rxrg","16","17","3","1"
"969","Lmx1a","1","1","0","6"
"970","Pbx1","436","534","402","783"
"971","Nuf2","93","115","85","142"
"972","Rgs5","6","3","2","0"
"973","Rgs4","0","0","0","0"
"974","1700084C01Rik","0","0","0","0"
"975","Hsd17b7","126","146","91","348"
"976","Ddr2","0","10","5","24"
"977","Uap1","570","631","487","1079"
"978","Uhmk1","557","531","350","651"
"979","Sh2d1b2","0","0","0","0"
"980","Sh2d1b1","1009","1233","751","1452"
"981","Gm7694","243","150","194","263"
"982","1700015E13Rik","0","10","0","11"
"983","Nos1ap","80","109","105","188"
"984","Olfml2b","15","6","32","14"
"985","Atf6","6421","7657","4888","9636"
"986","Dusp12","310","434","426","564"
"987","Fcrlb","55","65","28","81"
"988","Fcrla","48","29","34","83"
"989","Fcgr2b","5957","7041","5536","11479"
"990","Fcgr4","4490","6024","4454","8706"
"991","Fcgr3","4770","6291","4765","10139"
"992","1700009P17Rik","24","44","16","4"
"993","Sdhc","743","722","646","952"
"994","Mpz","0","1","7","0"
"995","Pcp4l1","5","2","19","25"
"996","Nr1i3","16","23","33","40"
"997","Tomm40l","537","590","492","701"
"998","Apoa2","44","35","11","24"
"999","Fcer1g","7186","9391","6355","13052"
"1000","Ndufs2","1778","1912","1355","2425"
"1001","Adamts4","1","10","0","0"
"1002","B4galt3","859","930","546","1162"
"1003","Ppox","901","912","700","1290"
"1004","Usp21","673","936","559","1105"
"1005","Ufc1","520","642","519","742"
"1006","Dedd","585","622","503","907"
"1007","Nit1","502","386","451","519"
"1008","Pfdn2","309","416","313","553"
"1009","Klhdc9","56","34","40","89"
"1010","Pvrl4","666","764","711","1085"
"1011","Arhgap30","9566","11000","7451","15384"
"1012","Usf1","1793","2123","1668","2611"
"1013","Tstd1","105","68","74","83"
"1014","F11r","3092","3633","2372","4607"
"1015","Refbp2","126","108","105","175"
"1016","Itln1","0","0","13","0"
"1017","Cd244","607","770","332","755"
"1018","Ly9","1546","1635","1076","2223"
"1019","Slamf7","5009","5371","3580","7666"
"1020","Cd48","1837","2500","2090","3480"
"1021","Slamf1","0","0","0","0"
"1022","Cd84","1253","1415","1198","2496"
"1023","Slamf6","107","94","95","144"
"1024","Vangl2","3","18","12","7"
"1025","Nhlh1","0","0","0","0"
"1026","Ncstn","2915","3396","2565","4934"
"1027","Copa","4284","4815","3160","6969"
"1028","Pex19","734","811","646","929"
"1029","Dcaf8","1742","2134","1682","2971"
"1030","Pea15a","8486","10987","8967","17594"
"1031","Casq1","4","16","0","0"
"1032","Atp1a4","0","0","0","0"
"1033","Atp1a2","12","28","9","2"
"1034","Igsf8","1851","2394","1802","2942"
"1035","Kcnj9","130","145","278","597"
"1036","Kcnj10","823","1155","1056","1911"
"1037","Pigm","785","893","737","1460"
"1038","Slamf9","7363","9381","6502","13003"
"1039","Igsf9","5825","6907","5356","8847"
"1040","Tagln2","2545","2953","1623","3603"
"1041","Ccdc19","24","11","21","30"
"1042","Vsig8","0","8","0","10"
"1043","Slamf8","2453","2700","1681","2927"
"1044","Fcrl6","14","14","9","22"
"1045","Dusp23","36","52","78","106"
"1046","Crp","0","8","1","13"
"1047","Apcs","0","0","0","0"
"1048","Olfr16","0","0","0","0"
"1049","Olfr1408","0","0","0","0"
"1050","Olfr1406","0","0","0","0"
"1051","Olfr218","0","0","0","0"
"1052","Olfr1404","0","0","0","0"
"1053","Fcer1a","0","0","0","0"
"1054","Olfr418-ps1","0","0","0","0"
"1055","LOC100504232","0","0","0","0"
"1056","Darc","17","16","38","33"
"1057","Cadm3","304","250","291","258"
"1058","Aim2","1392","1553","1124","2326"
"1059","BC094916","10","6","0","27"
"1060","Pydc4","418","566","414","825"
"1061","Pyhin1","1929","2372","1606","3443"
"1062","Pydc3","1369","1679","1631","3099"
"1063","AI607873","4848","6266","4575","9084"
"1064","Ifi204","1775","2241","1544","3195"
"1065","Mndal","2145","2475","1754","3643"
"1066","Mnda","383","428","344","650"
"1067","Ifi203","2413","2753","2131","4050"
"1068","Ifi202b","0","0","0","0"
"1069","Ifi205","164","106","69","84"
"1070","Olfr433","1","0","0","3"
"1071","Olfr432","0","0","0","0"
"1072","Olfr430","0","0","0","0"
"1073","Olfr429","0","0","0","0"
"1074","Olfr427","0","0","0","0"
"1075","Olfr426","0","0","0","0"
"1076","Olfr231","0","0","0","0"
"1077","Olfr230-ps1","0","0","0","0"
"1078","Olfr424","0","0","0","0"
"1079","Olfr421","0","0","0","0"
"1080","Olfr420","0","0","0","0"
"1081","Spna1","0","2","0","0"
"1082","Olfr419","0","0","0","0"
"1083","1810030J14Rik","0","0","0","0"
"1084","Olfr417","0","0","0","0"
"1085","Olfr248","0","1","0","0"
"1086","Olfr414","0","0","0","0"
"1087","Olfr220","0","0","0","0"
"1088","Fmn2","0","0","0","0"
"1089","Grem2","0","0","0","0"
"1090","Rgs7","0","0","0","0"
"1091","Fh1","724","783","608","884"
"1092","Kmo","607","482","334","562"
"1093","Opn3","90","81","45","102"
"1094","Chml","512","430","405","666"
"1095","Wdr64","0","0","0","0"
"1096","Exo1","62","46","7","92"
"1097","Pld5","0","4","1","1"
"1098","B020018G12Rik","8","7","2","9"
"1099","Cep170","3405","3850","2427","5291"
"1100","Mir350","0","1","0","0"
"1101","Sdccag8","744","778","498","1089"
"1102","Akt3","1072","1010","573","989"
"1103","Zfp238","518","540","302","474"
"1104","2310043L19Rik","0","0","0","0"
"1105","1700016C15Rik","3","5","0","0"
"1106","Adss","646","741","545","1046"
"1107","Gm16432","0","12","6","0"
"1108","Pppde1","455","532","366","661"
"1109","Fam36a","177","255","198","420"
"1110","Hnrnpu","7324","9120","6109","11614"
"1111","Efcab2","45","36","38","74"
"1112","Kif26b","7","2","0","0"
"1113","Smyd3","176","220","156","331"
"1114","Tfb2m","354","423","241","491"
"1115","Cnst","338","385","248","399"
"1116","Sccpdh","68","41","81","86"
"1117","Ahctf1","1212","1282","1070","1928"
"1118","Cdc42bpa","70","60","96","111"
"1119","Adck3","726","497","456","561"
"1120","Psen2","1237","1417","1206","1861"
"1121","Gm5069","27","53","16","23"
"1122","Itpkb","2285","2557","1931","3627"
"1123","6330403A02Rik","1","5","0","7"
"1124","Parp1","2861","3506","2341","4594"
"1125","Lin9","280","338","215","433"
"1126","Mixl1","0","4","0","0"
"1127","Acbd3","1115","1175","838","1722"
"1128","H3f3a","2353","3229","1773","3785"
"1129","BC031781","526","604","336","914"
"1130","Lefty2","2","3","2","0"
"1131","Pycr2","453","422","304","777"
"1132","Lefty1","23","30","50","43"
"1133","Tmem63a","1476","1841","1377","2517"
"1134","Ephx1","450","519","576","990"
"1135","9130409I23Rik","0","0","0","0"
"1136","Nvl","666","813","582","1121"
"1137","Cnih4","568","733","522","876"
"1138","Wdr26","4520","5844","3499","7789"
"1139","Cnih3","1","0","0","4"
"1140","Ccdc121","0","0","0","0"
"1141","Lbr","2776","3297","2172","4550"
"1142","Enah","30","46","34","57"
"1143","Srp9","658","763","520","884"
"1144","Vmn1r1","0","0","0","0"
"1145","Degs1","856","1031","721","1460"
"1146","1700047M11Rik","0","0","0","0"
"1147","Fbxo28","642","784","505","1114"
"1148","Trp53bp2","672","690","556","967"
"1149","Capn2","1102","1456","974","1972"
"1150","Capn8","5","0","0","0"
"1151","4922505E12Rik","0","0","4","0"
"1152","Susd4","0","5","0","0"
"1153","Tlr5","100","116","161","292"
"1154","1700056E22Rik","44","31","25","82"
"1155","Dusp10","157","229","135","291"
"1156","Hlx","925","1199","928","1899"
"1157","Mosc1","0","4","0","0"
"1158","Mosc2","1009","1150","894","1384"
"1159","Mir1981","12","7","1","8"
"1160","C130074G19Rik","282","136","254","152"
"1161","Mark1","0","0","0","10"
"1162","Rab3gap2","1163","1538","1128","1967"
"1163","Snora36b","0","0","0","0"
"1164","Mir664","0","0","0","0"
"1165","Iars2","540","750","532","857"
"1166","Mir194-1","0","0","0","5"
"1167","Mir215","0","0","2","0"
"1168","Bpnt1","510","448","306","466"
"1169","Eprs","1258","1605","900","1857"
"1170","9630028B13Rik","11","7","3","3"
"1171","Slc30a10","0","0","0","4"
"1172","5033404E19Rik","0","0","0","0"
"1173","Lyplal1","117","39","95","0"
"1174","Tgfb2","0","5","0","6"
"1175","Rrp15","187","211","149","197"
"1176","D1Pas1","0","0","0","1"
"1177","Spata17","0","3","0","3"
"1178","Gpatch2","312","322","248","492"
"1179","Esrrg","87","30","114","46"
"1180","9330162B11Rik","0","0","0","0"
"1181","Ush2a","0","3","0","0"
"1182","Kctd3","341","425","381","733"
"1183","Kcnk2","0","10","0","0"
"1184","Cenpf","157","181","127","75"
"1185","Ptpn14","0","16","0","5"
"1186","Smyd2","219","193","79","187"
"1187","Prox1","10","2","0","21"
"1188","Rps6kc1","505","789","532","1144"
"1189","Angel2","961","1037","757","1393"
"1190","Vash2","0","3","3","7"
"1191","Mfsd7b","648","739","578","1159"
"1192","A230020J21Rik","137","230","204","303"
"1193","1700022P22Rik","0","3","3","5"
"1194","Tatdn3","161","279","123","334"
"1195","Nsl1","169","189","76","216"
"1196","Batf3","616","825","540","1111"
"1197","Fam71a","25","42","33","41"
"1198","Atf3","5443","5040","4423","7018"
"1199","Nenf","186","390","279","304"
"1200","Tmem206","1437","1882","1174","2207"
"1201","Ppp2r5a","2097","2391","1458","2794"
