"","geneid","M_1029_T1_Negative","M_1029_T2_Negative","M_1029_T1_Positive","M_1029_T2_Positive"
"19226","Gm5607","1.7321164224749","1.66028773247826","1.02073109906176","1.42990390376873"
"19227","Sox1","0","0","0","0"
"19228","Spaca7","0","0","0","0"
"19229","Tubgcp3","15.1453457574428","14.882238028893","13.1271824791849","14.1892352214483"
"19230","Gm15348","0","0","0","0"
"19231","Atp11a","7.73836625714961","7.35851596343817","6.27536479116419","5.99434863139756"
"19232","Mcf2l","0.870776790819493","0.210516939604308","0.981631753288839","0.00768692133738631"
"19233","F7","0","0.0312095043329464","0","0"
"19234","F10","0.942070456882344","3.10236148232916","2.24556759918817","0.613606426310902"
"19235","Proz","2.74498558570068","1.71781120408727","1.92454340013387","2.40298674561617"
"19236","Pcid2","7.97295958637383","9.87855984531911","7.9305563183429","10.135090862593"
"19237","Cul4a","16.2958764835143","16.5721349387718","14.5669764544553","16.4364562308311"
"19238","Lamp1","239.058674547854","238.71190742918","237.898167334495","233.572207861424"
"19239","Grtp1","5.23415667502404","1.59440066257871","2.18665415434004","1.16437494261087"
"19240","Mir1968","0","0","0","0"
"19241","Adprhl1","0","0","0","0"
"19242","Dcun1d2","7.05110255839099","8.28015718005676","11.1198562906196","6.66138367381944"
"19243","Tmco3","8.3194570579193","6.18198109685409","7.88151155134734","6.87945035583313"
"19244","Tfdp1","13.6731566930084","15.6308579989211","12.4035455829926","9.24669715454753"
"19245","Atp4b","0","0","0","0"
"19246","Grk1","0.147675223998525","0.187433469554279","0.43913938854341","0.216727930494493"
"19247","Fam70b","0","0","0","0"
"19248","Gas6","28.6645269757082","16.1995261217824","63.8584624918363","34.5433228732269"
"19249","1700029H14Rik","0.292190848477904","0.0412062986895933","0","0.812498850223849"
"19250","Rasa3","55.9129444640535","57.314018961031","47.6685236655571","54.0998281069884"
"19251","4932443I19Rik","0","0","0","0"
"19252","Cdc16","13.0004627446485","14.0950291155453","15.7285219819685","12.5154794089165"
"19253","Upf3a","14.2910036497516","13.4175473317651","15.9594190806986","14.3351371414227"
"19254","AF366264","0.839405678733306","0.101466366832717","0.306145178617621","0.311219488858041"
"19255","Zfp828","9.26079223124986","8.76132368410119","7.27688981492138","7.64418259109182"
"19256","2410022L05Rik","5.47171690316727","3.0383736649723","1.38900101103479","1.42643189665234"
"19257","Fbxo25","6.76113325880346","7.25230856936842","5.66658259645474","7.78617756071089"
"19258","2610019F03Rik","0.139194990748711","0.518232362244759","0.35536705873641","1.22139343858254"
"19259","Erich1","8.77177035683889","8.96548849107483","7.65967516733849","9.06976878983254"
"19260","Dlgap2","0","0","0","0.0281904926225371"
"19261","Cln8","23.2432042179034","22.8248678967527","18.4603192770292","18.467420320933"
"19262","Arhgef10","1.71606521459","1.93960170726258","1.94782035406188","1.96603194091433"
"19263","Kbtbd11","19.7775597909496","20.629343595484","18.7397877982904","19.7873968302364"
"19264","BB014433","0","0","0","0"
"19265","Myom2","0","0.117138034635468","0","0"
"19266","Csmd1","0.0672324088947618","0.0203174354093526","0.0557290342209743","0.023740193535046"
"19267","Mir3106","0","0","0","0"
"19268","Mcph1","1.51415461120743","1.65802941096624","1.22309243760775","2.98124071959165"
"19269","Angpt2","0.332448254268193","0.0468836109534928","0.0642989212611774","0.205431808056598"
"19270","Agpat5","4.33359192769945","4.81845729967962","4.36398071630935","3.99469366900341"
"19271","Xkr5","0.0863569930010263","0.219213357260506","0.200427997634023","0"
"19272","Defb40","0","0","0","0"
"19273","Defb37","0","0","0","0"
