"","geneid_symbol","PVN_naive1","PVN_naive2","PVN_naive3","PVN_3L1_b1","PVN_3L2_b1","PVN_3L3","logFC","logCPM","PValue","FDR"
"ENSMUSG00000033961.16","Zfp446",18,38,10,46,157,18,-0.183802435628159,4.96744684431378,0.563406774833811,1
"ENSMUSG00000033963.16","Fancd2os",6,4,0,0,10,0,0.132052128513199,6.39879141402963,0.563427587503349,1
"ENSMUSG00000033964.12","Zbtb41",89,107,60,272,443,121,0.269065258428484,4.02081030855388,0.563431509328208,1
"ENSMUSG00000033965.10","Slc16a2",0,53,0,0,3,91,0.171755753242138,9.21431439296326,0.563444102526909,1
"ENSMUSG00000033966.8","Cdkl4",37,19,11,0,44,0,-0.163317060017165,5.92437705208742,0.563453527277042,1
"ENSMUSG00000033967.4","Rnf225",0,17,14,17,64,8,0.3222091601121,3.54843971986393,0.563498379928515,1
"ENSMUSG00000033970.15","Rfc3",12,30,16,63,145,28,1.28151452165264,0.835952334702685,0.563671273464814,1
"ENSMUSG00000033972.9","Zfp944",46,53,42,140,187,56.596,-0.331181339086297,3.44570823580397,0.563678030964624,1
"ENSMUSG00000033981.14","Gria2",17,3,0,0,0,23,-0.307075873368533,3.78938453807179,0.563704453160193,1
"ENSMUSG00000033983.14","Coil",32,35,16,83,172,70,-0.14034040780351,6.66276393885714,0.563718079665993,1
"ENSMUSG00000033985.17","Tesk2",58,45,31,130,159,76,0.131583736401699,7.75087352763789,0.563772106693446,1
"ENSMUSG00000033987.16","Dnah17",0,13,0,15,81,5,0.131796323840519,9.58808505372688,0.563848010301946,1
"ENSMUSG00000033991.9","Ttc37",34,96,73,227.999,490,97,-1.92705543978423,-0.556986930107227,0.564043190664152,1
"ENSMUSG00000033998.9","Kcnk1",0,12,0,15,0,26,-1.43422935872589,0.706558956649687,0.564129745784237,1
"ENSMUSG00000034006.17","Slc66a2",46,51,28,48,154,26,-0.130394367855671,7.10261817689123,0.564164062224855,1
"ENSMUSG00000034007.10","Scaper",60,76,36,221,416,109,-1.47477071829431,0.716597312412035,0.564166515515317,1
"ENSMUSG00000034009.14","Rxfp1",75,21.999,0,40,36,27,0.837081429935059,1.74004291583258,0.564235167318985,1
"ENSMUSG00000034021.15","Pds5b",115,242,85,494,1049,200,-1.44059881297922,0.608197592296637,0.564308961543626,1
"ENSMUSG00000034022.8","Cpsf1",306,363.999,212,823.998,2065,551,-1.53294571951054,0.625686646215985,0.564420796646132,1
"ENSMUSG00000034023.16","Fancd2",28,26,13,60,84,35,-0.496509644878803,2.745647252588,0.564437957350658,1
"ENSMUSG00000034024.8","Cct2",150,509,230,999.001,1776,465.999,-0.128838866027456,7.207060621718,0.564472439221878,1
"ENSMUSG00000034032.15","Rpap1",103,143,38,236,511.001,159,-1.94431697044478,-0.637037854800292,0.564617730376473,1
"ENSMUSG00000034035.18","Ccdc17",0,10,1,17,36,16,-1.20932653074193,1.05488829028106,0.564626431847693,1
"ENSMUSG00000034037.14","Fgd5",7,4,4,0,0,9,0.134593105835558,10.2457786623026,0.564661249248976,1
"ENSMUSG00000034040.16","Galnt17",33,15,2,17,13,31,-0.809011601770614,1.81906989445846,0.564749227871934,1
"ENSMUSG00000034041.5","Lyl1",391,489.001,229.999,1538.999,3196.001,876,-1.38697581201594,0.903492273136246,0.564764501438009,1
"ENSMUSG00000034042.16","Gpbp1l1",191,323,166,833.447,1296,332,-0.346993546190746,3.42622572726113,0.565007731816973,1
"ENSMUSG00000034055.16","Phka1",96,86,42,184,383,110,-1.01241096088054,1.62502205705518,0.565212694173081,1
