"","geneid_symbol","PVN_naive1","PVN_naive2","PVN_naive3","PVN_3L1_b1","PVN_3L2_b1","PVN_3L3","logFC","logCPM","PValue","FDR"
"ENSMUSG00000090963.2","Gm17655",8,5,0,36,0,0,0.00849608749520654,7.8125657496207,0.980691761727231,1
"ENSMUSG00000090966.2","Vmn2r116",0,4,2,0,0,13,0.0062480619364471,9.02171205946562,0.980702386789808,1
"ENSMUSG00000090981.6","Olfr718-ps1",16,1,0,0,0,0,0.101704896672112,1.16671079636586,0.980732902456816,1
"ENSMUSG00000091006.3","Vmn2r69",5,11,0,30,0,7,0.0262283860452712,4.20814589106964,0.980755375171386,1
"ENSMUSG00000091012.2","Vmn1r34",0,1,1,0,0,0,-0.171430398662767,0.862462423406938,0.980820249562612,1
"ENSMUSG00000091013.3","Vmn1r1",6,0,1,0,0,10,0.0661154503032334,2.20658781246925,0.98082449453514,1
"ENSMUSG00000091014.3","Gm5244",0,3,8,10,9,4,-0.0235898587715229,4.35366320438434,0.980851207982158,1
"ENSMUSG00000091017.1","Fam71a",46,37,43,168,147,79,-0.0398690707694908,2.1789166588493,0.980868938811366,1
"ENSMUSG00000091028.1","Gm10722",0,11.518,10.97,20.019,1.056,20.653,-0.00985021062585951,7.22857598180296,0.980902218960608,1
"ENSMUSG00000091059.2","Vmn2r14",6,3.384,0,15,0,0,-0.0198240291661325,3.99318845027003,0.980905269068363,1
"ENSMUSG00000091076.2","Vmn2r115",1,8.349,0,1,0,9,-0.0112847220990716,4.60849841219832,0.980935251858893,1
"ENSMUSG00000091119.2","Ccdc152",318,893,642,1401,3362,436,-0.0842231189769865,1.83392976368854,0.980978564917828,1
"ENSMUSG00000091144.2","Phf11c",0,2.107,0,31,53.593,6,-0.0584866274350229,1.64935930677897,0.981056347024571,1
"ENSMUSG00000091151.2","Vmn1r224",0,4,9,0,0,9,-0.0152614600610155,5.41920909269386,0.98109206187885,1
"ENSMUSG00000091183.5","Gm5141",29,3,7,29,21,15,0.0877703501694288,1.75315301311669,0.981151320290835,1
"ENSMUSG00000091205.3","Vmn2r71",10,3,0,0,0,4,0.0758432318072256,1.57459188698207,0.98116191347013,1
"ENSMUSG00000091215.3","Pate1",0,5,4,9,0,0,-0.0174675236439656,4.65279609259784,0.981216349086977,1
"ENSMUSG00000091228.1","Gm20390",0,0,21.321,121.526,127.699,51.81,-0.0721179454826261,1.91781471836205,0.981258616142076,1
"ENSMUSG00000091239.2","Vmn2r76",2,14,11,3,0,12,-0.0405332545354108,1.99462083196336,0.981313602012639,1
"ENSMUSG00000091243.2","Vgll3",5,6,0,0,0,6,0.0423115284938027,2.2939393670938,0.981521037353402,1
"ENSMUSG00000091259.2","Vmn2r110",2,0,0,13,0,5,-0.0456294115296092,2.22588971699243,0.981535541262009,1
"ENSMUSG00000091264.3","Smim13",69,55,44,161,266,77,0.00744304588234229,6.56322891977688,0.981661506878101,1
"ENSMUSG00000091275.1","Gm3248",10,17,4,50.483,70.156,10,-0.159625230925712,0.916277146831707,0.98168010605301,1
"ENSMUSG00000091311.3","Spata31d1b",14.639,2,0,11,0,1,0.0635604912184075,2.40208476734497,0.981743451772308,1
"ENSMUSG00000091318.2","Gm5415",0,1,11,14,10,0,0.00520534905300986,7.34727681408115,0.981829328609559,1
"ENSMUSG00000091337.3","Eid1",28,68,27,84,377,37,-0.0436334039219368,2.32628665794017,0.981868228414772,1
"ENSMUSG00000091345.9","Col6a5",23,4,0,0,1,13,0.0138036005053586,4.87999619279301,0.981898006301715,1
"ENSMUSG00000091381.3","Vmn2r83",0,8,8,0,0,0,-0.00352110120881507,6.42262274124254,0.982045362552243,1
"ENSMUSG00000091382.2","Vmn1r18",0,10,2,0,0,0,0.0102180558136777,4.36338249876007,0.982127673010426,1
"ENSMUSG00000091387.2","Gcnt4",8,1,4,12,0,30,0.0729470101028617,1.87211297745204,0.98212931206755,1
"ENSMUSG00000091405.2","H4c14",0,5,3,0,30,4,0.0581619024559087,2.3699223944552,0.982173183587853,1
"ENSMUSG00000091407.2","Vmn2r117",0,5.482,5,21,0,5,-0.010977991478933,5.5548604270235,0.982224930781311,1
"ENSMUSG00000091418.2","Gm3164",49.289,22.833,4.378,53.408,131.402,21.939,-0.0420679625775209,2.12689548320563,0.982264808712352,1
"ENSMUSG00000091468.3","Vmn2r82",7,3,7,0,0,22,0.067134610520848,1.45249390388511,0.982293517127166,1
"ENSMUSG00000091472.2","Gm3739",87.729,91.621,100.459,189.857,354.437,141.437,-0.00575967739297164,8.15165871578385,0.982294074220842,1
"ENSMUSG00000091474.2","2610021A01Rik",40,69.955,27,150.999,214.502,55.591,-0.024042694183168,2.47035764449401,0.982328790293485,1
"ENSMUSG00000091476.8","Catspere2",0,9,4,0,26,10,-0.0471995999649504,2.43082752971768,0.982347643148062,1
"ENSMUSG00000091490.3","Triml2",0,3,0,14,0,3,0.0163116730753676,4.26322633009867,0.982377268206122,1
"ENSMUSG00000091491.2","Vmn2r97",0,12,22,7,18,21,0.0392848390251452,2.56650290069348,0.98242050675725,1
"ENSMUSG00000091512.5","Lamtor3",98,89,81.999,234,421.944,96.999,0.00894238195722399,5.77667151326376,0.982429401582403,1
"ENSMUSG00000091537.2","Tma7",74,93,62,250,493,117.907,0.00842696097659873,6.27328853062788,0.982610521432973,1
"ENSMUSG00000091539.2","Vmn1r238",3,2,0,0,0,0,0.00578208505583582,8.38727609522131,0.982628838002073,1
"ENSMUSG00000091541.2","Vmn1r9",5,2,0,0,0,12,0.0051738307471145,8.63153653864337,0.982629733174977,1
"ENSMUSG00000091556.8","Gm14569",5,5,0,0,0,3,0.00769891648770494,7.6885462588214,0.982733284648341,1
"ENSMUSG00000091568.8","Gm8206",8.577,0,0,31.938,0,3.074,-0.0900914498693209,2.02441284367787,0.982767398672243,1
"ENSMUSG00000091572.9","Vmn2r3",0,14,1,47,0,23.999,0.00567359509321825,7.88992714870055,0.982820605086983,1
"ENSMUSG00000091586.2","Cyp4f17",3,2,0,0,2,2,0.0333165077062376,2.43999836315383,0.98294025883788,1
"ENSMUSG00000091601.3","Olfr93",5,5,6,0,0,0,-0.000147516859016006,4.80361702741079,0.98309448898648,1
"ENSMUSG00000091604.2","Gm17349",6,1,0,22,8,6,-0.0105971305166281,5.00837187586345,0.983194941016145,1
"ENSMUSG00000091617.8","Gm3752",0,0,0,0,35.459,4.893,-0.059096216881188,2.1671415309054,0.983230608222852,1
"ENSMUSG00000091624.2","Vmn2r9",4,11,10,10,0,3.919,-0.0814382934389557,1.99667790338186,0.983233461259964,1
"ENSMUSG00000091625.8","Lsm5",0,14,8,36,55,13,0.00518260913970292,8.35953773177346,0.983411404275967,1
"ENSMUSG00000091631.2","Vmn2r95",0,13,7,15,11,13,0.0065912798214857,7.72982200881402,0.983413856178384,1
"ENSMUSG00000091635.2","Vmn2r13",0,1,4,0,0,0,-0.00588679800289745,8.52741543943274,0.983442432170974,1
"ENSMUSG00000091649.3","Phf11b",7,32.813,14,39,224.198,13.996,0.0120701085437536,4.65744850719791,0.983443694588673,1
"ENSMUSG00000091650.2","Apol11a",0,4,0,5,0,5,-0.00523720972380965,8.38750081378258,0.983570204171343,1
"ENSMUSG00000091670.3","Vmn2r105",0,4,1,6,0,20,0.0447291131640595,2.18705713101001,0.983570882996687,1
"ENSMUSG00000091680.3","Klhdc7b",11,4,0,0,0,0,-0.0166409642571051,4.8327665950087,0.983572583652014,1
"ENSMUSG00000091685.6","Gm17359",7,1,6,0,0,0,0.00817569009978324,6.46553477740311,0.983577881002294,1
"ENSMUSG00000091712.2","Sec14l5",1,0,0,0,1,3,-0.112674332321714,1.61363556640834,0.983613993315219,1
"ENSMUSG00000091734.2","Vmn1r29",8,1,0,4,0,0,-0.0743470568115047,1.82501650115793,0.983639961141531,1
"ENSMUSG00000091735.2","Gpr62",24,3,0,0,0,0,-0.0117886292418365,5.75063642904789,0.983690152700539,1
"ENSMUSG00000091736.3","Yy2",0,34,16,42.961,172,0,0.00420432601298836,7.39596244652871,0.983785720128958,1
"ENSMUSG00000091754.8","Gm3636",95.26,67.879,37.181,261.46,327.634,95.042,0.0455068273046603,2.81896202687488,0.983920500594556,1
"ENSMUSG00000091756.1","Gm3095",0,0,18.283,31.097,42.368,4.437,-0.0358543848508199,2.90277177557507,0.983950984180199,1
"ENSMUSG00000091764.3","Zfp964",43,39,25,100,230,64,0.00605707345632368,6.27405177092789,0.98397362918907,1
"ENSMUSG00000091780.3","Sco2",37.192,50.114,41,143.52,290.626,91.551,-0.00573189802970065,4.96725083247779,0.984019779550499,1
"ENSMUSG00000091794.3","Vmn2r18",0,0,0,0,7,4,0.0340784975277935,2.65902741318102,0.984050526574301,1
"ENSMUSG00000091803.7","Cox16",28.667,30.213,44,45,317,17,0.00333902992564796,5.9139145143131,0.984066274580265,1
"ENSMUSG00000091805.2","Vmn2r108",16,4,3,0,0,0,-0.0208755012890787,2.72764944080395,0.984134819755033,1
"ENSMUSG00000091811.2","Inafm1",45,78,22,110,345,57,0.00479072791383435,6.50069510733861,0.984161346923244,1
"ENSMUSG00000091831.5","Gm4707",0,4,0,7,12,0,-0.00443146199388216,8.58073023596572,0.984180704827514,1
"ENSMUSG00000091844.2","Gm8251",17,15,16,29,24,31,-0.00752252669890119,6.41195367800517,0.984200782747221,1
"ENSMUSG00000091873.2","Olfr732",1,7,0,18,0,0,-0.00775695426645792,6.69618685513965,0.984207108487465,1
"ENSMUSG00000091879.2","Vmn2r17",7,8,0,0,0,27,0.00278953182096468,5.99508186143025,0.984254626759025,1
"ENSMUSG00000091896.8","Ube2d2a",302,650.614,345,1315.289,2694,488.999,0.0386987688872471,2.83485732452205,0.984260721777676,1
"ENSMUSG00000091924.2","Vmn1r185",0,5,8,1,0,6,0.00669776283493071,5.90148134807208,0.984265624357241,1
"ENSMUSG00000091930.2","Vmn2r52",0,9,4,9,0,9,-0.0439081749635602,2.8639612915851,0.984271360623742,1
"ENSMUSG00000091931.5","Gon7",11,19.734,5,58.463,134.302,25.413,0.0046244799327541,5.0427034961039,0.984401050636023,1
"ENSMUSG00000091945.2","Vmn2r114",40,7.169,15,27,0,26,0.0223582996163013,2.89501626498996,0.984418993959065,1
"ENSMUSG00000091955.2","Gm9844",0,1.132,2.012,1.358,6.185,0,0.00613854938028666,8.7494947680769,0.984458443675663,1
"ENSMUSG00000091962.3","Vmn2r78",7,4,0,18,0,0,0.0187336962620531,2.47744579602118,0.984533367957375,1
"ENSMUSG00000091971.3","Hspa1a",4473.122,6244.235,4168.993,11104.43,20932.559,8664.565,0.0108523953859604,6.06503214920917,0.984576231996294,1
"ENSMUSG00000091983.3","Olfr457",0,3,5,0,0,4,-0.0450378692936035,2.48588385741843,0.984642672431841,1
"ENSMUSG00000091996.8","BC049352",17,25,6,77,149,48,0.0276615831372508,2.96694631282899,0.9847197823383,1
"ENSMUSG00000092019.4","Gm4027",5,0,12,0,4,0,-0.0437517807883297,2.65470883268138,0.984777600143361,1
"ENSMUSG00000092032.2","Vmn2r59",15,8,3,13,0,26,-0.0241742112512067,2.97307759577375,0.984854025169002,1
"ENSMUSG00000092035.8","Peg10",235,649,366,1751,2213,501,0.00842130065627463,5.13217551789806,0.984868214371391,1
"ENSMUSG00000092036.2","Gm2244",0,0,0,0,1,8,0.0588016438341544,2.84518658799072,0.984871920776803,1
"ENSMUSG00000092049.9","Vmn2r4",6,6,0,38,0,30,0.00365138452402633,7.35327734679378,0.98487769060553,1
"ENSMUSG00000092060.4","Bend4",37,11,0,16,0,24,-0.00616157087344809,6.13477872775134,0.984905697393963,1
"ENSMUSG00000092074.2","Dynlt1a",1.244,16.742,0,1.581,45.279,22.158,-0.0295583054677765,3.12233241439004,0.984908694769562,1
"ENSMUSG00000092077.2","Olfr101",0,1,1,1,6,1,0.030739890415639,2.42511066365132,0.98492223233412,1
"ENSMUSG00000092080.2","Vmn2r16",0,5.616,1,11,0,12,0.000312727686335402,5.07768649980157,0.984953604500834,1
"ENSMUSG00000092083.4","Kcnb2",14,7,0,26,11,12,-0.0522236187514633,2.78744926060114,0.98497755700046,1
"ENSMUSG00000092094.5","Zfp804b",6,4,0,0,0,0,0.0193276290337729,3.25303062490015,0.985014371139067,1
"ENSMUSG00000092111.2","Vmn2r113",21,20,18.943,11,0,8,0.00698876116050479,6.6049542807854,0.985056221728631,1
"ENSMUSG00000092118.1","Fancf",1,11,0,13,10,0,-0.00982821630697042,2.89063218797161,0.985058563849518,1
"ENSMUSG00000092120.2","Vmn2r90",0,1,0,13,0,4,0.0274069536508693,3.29667914597162,0.985071218258571,1
"ENSMUSG00000092124.1","B930094E09Rik",22,6,6,22,63,12,-0.0299077691879844,3.00400578297716,0.985117605437057,1
"ENSMUSG00000092166.2","Gm7942",13,11,0,10,0,8,-0.00721954649703322,3.22916131856179,0.985338443073855,1
"ENSMUSG00000092260.7","Zfp963",22,33,11,47,188.518,35,-0.0121370492095402,5.92794934333621,0.985425711918064,1
"ENSMUSG00000092305.1","Prps1l1",9,13,5,70,36,11,-0.0228549504197679,3.41709061744303,0.985507375765352,1
"ENSMUSG00000092310.2","Gm20509",0,2.073,0,28.823,21.416,0,0.0221548392732007,3.31888725801688,0.985513521064971,1
"ENSMUSG00000092329.1","Galnt2l",0,158.847,156,94.012,603.389,0,-0.0108837224566974,5.26852074359201,0.985556901939183,1
"ENSMUSG00000092335.1","Zfp977",0,1,1,9,0,6,0.00561806902858225,6.38375049257167,0.985670030491011,1
"ENSMUSG00000092416.2","Zfp141",57,62.044,53,101,184.498,129.409,0.0304385461426395,3.30405496941266,0.985719953814397,1
"ENSMUSG00000092417.3","Gpank1",38,33,40,44,131.654,80,0.00836004490738718,4.29847199053102,0.98576986186733,1
"ENSMUSG00000092473.4","Vmn1r180",29,1,0,0,0,9,0.0506789879976354,2.28961887778226,0.985801384461478,1
"ENSMUSG00000092518.9","Fam71e2",13,4,6,0,0,3,-0.0262137167172375,2.58910464073691,0.98586738512093,1
"ENSMUSG00000092558.3","Med20",114,108.859,51,302.129,438.302,139.709,0.00558173705232044,7.73538966027758,0.985951343552206,1
"ENSMUSG00000092592.1","Gm20449",0,2,4,22.38,13.138,5,0.00722991739602716,5.99922544019648,0.986044270497602,1
"ENSMUSG00000092607.9","Scnm1",76.001,73.001,34,198,293.999,103,-0.0199894278463057,3.09969479894092,0.986165332869415,1
"ENSMUSG00000092609.1","Gm20481",375,476,296,956,1913,816,0.0438395058053044,3.22618102360679,0.986407086457842,1
"ENSMUSG00000092622.8","Khdc3",0,5,11,32.334,39.584,10,0.0270487221333972,3.09016299028194,0.986432230469547,1
"ENSMUSG00000093445.7","Lrch4",551.918,437,281.454,1683.244,2366.1,877.017,-0.0289010709378562,3.14754684353472,0.986480273614802,1
"ENSMUSG00000093456.7","Gm20662",0,2.762,0,1.719,0,5.966,-0.0161767890179374,3.5743454318494,0.986571614677818,1
"ENSMUSG00000093485.1","Gm20708",0,0,0,0,62.603,40.153,0.0229327188504912,3.41830117570094,0.986593798865264,1
"ENSMUSG00000093536.7","Smim17",3,2.901,0,0,0,0,0.00333961281673181,7.28162985570791,0.986627109289114,1
"ENSMUSG00000093575.1","Gm20695",14.429,10.187,0,0,0,0,-0.0308705125062884,3.3423992921013,0.986773978508317,1
"ENSMUSG00000093593.1","Gm20683",1.211,10.788,0,40.359,137.46,1.52,-0.019841814771511,3.5570413035589,0.986801799217678,1
"ENSMUSG00000093661.1","Eif4e3",39,111.853,39.4,254.565,449,97.835,-0.00547599070422882,3.44277113671272,0.986867550650792,1
"ENSMUSG00000093668.3","Pou5f2",26,5,6,15,23,8,0.0229356076881113,3.71854645084319,0.986890767549086,1
"ENSMUSG00000093674.7","Rpl41",306.767,550.418,297.781,1132.796,2122.882,428.147,0.0167290484553166,3.74440226957512,0.986902925063031,1
"ENSMUSG00000093752.1","Gm20716",142.298,359.188,0,908.765,1520.235,195.625,-0.00278275187468233,6.79657472400838,0.986961467027256,1
"ENSMUSG00000093803.3","Ppp2r3d",137,215,97,512,1155,403,-0.0037853401014783,10.1439269375944,0.986971643989855,1
"ENSMUSG00000093804.3","Olfr1303",0,3,0,17,0,1,0.00826735911453006,5.42821920871832,0.986980761677349,1
"ENSMUSG00000093805.7","Gal3st2b",0,1,0,10,0,4,0.00133578582827896,4.75656071789018,0.987135312512759,1
"ENSMUSG00000093839.2","Olfr462",18,7,0,9,0,15,0.00664410604169323,6.34176151648948,0.987199589901204,1
"ENSMUSG00000093865.7","Lrit3",0,5,0,11,0,6,0.0341500859035901,3.54918342500511,0.98722942259537,1
"ENSMUSG00000093866.3","Olfr802",0,2,3,0,0,0,0.00388642705090363,6.90133105780802,0.987297443006028,1
"ENSMUSG00000093884.2","Olfr239",5,3.738,0,0,0,2,0.00472952725615098,6.8938081668871,0.98749422348241,1
"ENSMUSG00000093898.2","Gm3629",21.195,4.495,0,48.818,0,28.427,0.0036700239303983,3.68764428734631,0.987499478763298,1
"ENSMUSG00000093904.2","Tomm20",164,308.946,132,702,1269,288,-0.0206318174207725,3.69604387238075,0.987612635814755,1
"ENSMUSG00000093920.2","Olfr463",9,18,0,0,0,9,-0.00549985918940849,6.53146940934979,0.987630018436669,1
"ENSMUSG00000093927.2","Gm20918",0,2,1,0,0,0,0.0228077572959308,3.89768280237285,0.987800596035108,1
"ENSMUSG00000093930.2","Hmgcs1",76,88,64,210,384,117,-0.0129553277996868,3.6626687961769,0.987817011162039,1
"ENSMUSG00000093938.2","Evi2b",85.527,198.98,105.679,493.172,838.364,245.449,-0.00351863784321216,8.64300535129821,0.987863380097311,1
"ENSMUSG00000093942.3","Olfr46",1,3,4,1,2,12,-0.0382751245451873,3.1938302249474,0.987946362712273,1
"ENSMUSG00000093954.8","Gm16867",22.388,83.366,0,243.402,154.821,118.246,0.00556239999499833,5.62593506129227,0.988054186458814,1
"ENSMUSG00000093962.7","Gm11756",1,2,0,0,0,4,0.0120030672757672,5.53361050679384,0.98811570128609,1
"ENSMUSG00000093973.1","Mrgpra2a",7,1.992,5,1.426,0,0,0.00400226830479776,8.38852644167404,0.988163112906662,1
"ENSMUSG00000093979.8","Gm2237",108.471,47.788,35.03,122.389,391.819,37.353,0.0133670432760006,3.94194083484027,0.988227048744315,1
"ENSMUSG00000093989.1","Rnasek",56.209,138.835,124.872,264.296,632.376,157.752,0.00196287430348625,5.56507119448689,0.988246291623829,1
"ENSMUSG00000094018.2","S100a2",7,2,1,7,0,10,0.0216318348312998,3.97748979962607,0.98825022399726,1
"ENSMUSG00000094052.2","Gm21118",6,5,0,0,0,0,0.00709992546521851,5.29519001114278,0.988264717960927,1
"ENSMUSG00000094063.4","Olfr638",7,0,6,0,0,0,0.0218883706104572,4.01720967124313,0.988294547485965,1
"ENSMUSG00000094066.1","Fam205a2",0,8.398,3,10,0,0,-0.0237408879966044,3.9127814526877,0.988298731514521,1
"ENSMUSG00000094076.7","Gm4767",39,16,0,15.49,38,9.837,-0.0122575235534517,4.14579466898857,0.988305704317528,1
"ENSMUSG00000094080.3","Olfr8",6,2,4,0,0,4,-0.0118733475220387,4.00431182583378,0.988312861536826,1
"ENSMUSG00000094081.2","Gm20826",0,11,13,19,0,0,-0.0125868483593148,5.34532135657511,0.988402534238853,1
"ENSMUSG00000094084.2","Tdpoz1",0,2,3,0,0,8,-0.0155752779403777,4.02189778316755,0.988465604893456,1
"ENSMUSG00000094091.3","Gm21885",9,1,0,0,0,0,-0.00318093709987521,5.93443708115049,0.988616049699409,1
"ENSMUSG00000094098.3","Vmn2r44",4,1,0,0,0,0,0.00355382240149458,6.5189632617684,0.988667710349489,1
"ENSMUSG00000094103.2","Fam177a2",53,0,53,0,0,52,-0.0214684654572512,3.98101249772367,0.988700409692208,1
"ENSMUSG00000094112.2","9330182O14Rik",0,0,0,10,0,2,-0.00862513016031579,2.83026066125157,0.988770917729282,1
"ENSMUSG00000094127.1","G530012D18Rik",0,20,5,43,38,40,-0.00487967519074942,6.5401551809175,0.988804917511651,1
"ENSMUSG00000094132.7","Gm3264",0,6.587,0,88.648,45.329,3.622,-0.00808318431659753,4.16769333155792,0.988850750469007,1
"ENSMUSG00000094145.2","Vmn2r20",15,21,5,0,0,15,0.0105874691557876,4.2576912821792,0.988993102034909,1
"ENSMUSG00000094200.2","Olfr237",0,2,9,0,0,0,0.00324269857721833,3.98212289087339,0.988994986367359,1
"ENSMUSG00000094258.7","Gm8159",16.619,16.044,2.64,17.122,156.623,19.084,0.0110003115092385,4.21293464070921,0.989145257153521,1
"ENSMUSG00000094295.3","Olfr819",13,1.635,7,0,0,0,-0.00425218792046668,6.63875835228399,0.989175334467703,1
"ENSMUSG00000094311.1","Rfpl4b",6,0,0,15,0,4,0.00362910172739058,8.1194062015138,0.989193116002912,1
"ENSMUSG00000094347.2","Olfr784",4,11,13,10,1,12,-0.00364477021450688,4.28033195736202,0.989260152783971,1
"ENSMUSG00000094391.1","Btbd35f29",9,0,5,8,0,0,0.0196331154116408,3.82719326156299,0.989359324067777,1
"ENSMUSG00000094396.3","Vmn2r124",3,9,4,14,8,24,0.0175510364621119,4.30941941207648,0.989426886329175,1
"ENSMUSG00000094410.8","Gm38394",408.132,702.668,338.12,1689.976,2692.97,727.734,-0.00381251070665889,3.91274110709618,0.989441454355425,1
"ENSMUSG00000094441.2","Zfp955a",17.9,23.883,7,53.344,252.433,57.683,-0.0012837810212954,6.03259975463236,0.98950361743303,1
"ENSMUSG00000094464.2","Olfr339",0,4,3,0,0,4,0.00438517001797319,6.02783491429978,0.989574009683186,1
"ENSMUSG00000094483.2","Purb",447,967,395,2046,4556,872,0.01184075570868,4.3656033015144,0.989576371809437,1
"ENSMUSG00000094488.2","Olfr393",0,3,0,17,0,4,-0.0212845807867402,2.84348234616764,0.989741711288112,1
"ENSMUSG00000094545.1","Vmn1r101",1,0,0,0.5,0,3,-0.000789315273617081,4.47911544325717,0.989774893073309,1
"ENSMUSG00000094559.2","Cyp2d34",7,2,0,12,0,11,0.019245553663218,4.37790468070857,0.989780579730404,1
"ENSMUSG00000094590.2","Gm10251",14,6.729,0,12.132,10.143,0,0.0168249918025088,4.44831224186852,0.989810423014379,1
"ENSMUSG00000094602.2","Vmn1r169",0,2,7,0,0,0,-0.00301246788344884,10.7176532086582,0.98982445456879,1
"ENSMUSG00000094622.2","Gm3055",0,3.971,18.51,28.681,177.998,26.877,0.00947759842316392,6.22416471795628,0.989875263215951,1
"ENSMUSG00000094626.1","Tmem121b",10,4,0,3,0,6,0.00402900102556639,7.94853034630028,0.989940864745944,1
"ENSMUSG00000094628.7","Gm3252",66.035,24.016,21.955,66.414,258.422,50.772,-0.00628484218538711,7.45284960153101,0.990061777667498,1
"ENSMUSG00000094632.3","Gm10310",5,4.365,0,0,0,12,0.00529711083837317,4.40387488502405,0.990296932751926,1
"ENSMUSG00000094634.8","Gm3468",13.041,35.902,35.49,161.516,126.674,29.448,-0.00282275711211702,11.4839854871467,0.990315635569935,1
"ENSMUSG00000094637.2","Vmn1r204",17,3,6,11,0,3,0.00360627665841942,4.29637495124942,0.990334175248955,1
"ENSMUSG00000094649.1","Gm7102",0,4,0,0,1,4,-0.00824635285505317,4.48612744124089,0.990410606070141,1
"ENSMUSG00000094651.2","Gal3st2",0,2,2,0,0,0,-0.00304472120047761,7.38933189101539,0.990416145416925,1
"ENSMUSG00000094669.3","Olfr441",8,1,0,0,0,0,-0.00660795130865959,4.76907700063236,0.990602204440546,1
"ENSMUSG00000094672.2","Vmn2r25",6,5,6,0,0,10,0.00267338066554294,6.72371009598159,0.990649699783909,1
"ENSMUSG00000094721.3","Olfr1462",4,2,3,0,0,0,0.00261730907051253,7.50502118077437,0.990759085477877,1
"ENSMUSG00000094724.8","Rnaset2b",658.002,758.87,567.37,2070.9,4010.167,931.702,-0.00314247987026503,8.08051224699048,0.99084309274998,1
"ENSMUSG00000094739.2","Gm20806",0,2,0,0,13,4,0.0048294159230335,7.82312465002725,0.991023339489908,1
"ENSMUSG00000094747.3","Olfr1307",10,10,0,35,0,4,0.0120060709054929,4.82387582128547,0.991105505407664,1
"ENSMUSG00000094762.1","Gm10670",1,1,0,0,0,0,-0.00689051355728611,4.60053232069941,0.991131279366465,1
"ENSMUSG00000094773.2","Gm21812",0,1,1,0,0,3,0.00781171029321203,4.89642586042267,0.991208160990554,1
"ENSMUSG00000094777.2","Hist1h2ap",0,19.888,68.538,0,219.857,47,0.00397077254151338,6.85686347933943,0.991358149102059,1
"ENSMUSG00000094786.1","Gm14403",10.759,1,0,13,22,20,-0.00251115965920633,9.26437292103942,0.991415904392151,1
"ENSMUSG00000094796.2","BC147527",8,4,1,21,3,0,0.0159065956049112,4.59083758440717,0.991474797865837,1
"ENSMUSG00000094805.2","Olfr311",0,5,0,2,0,3,-0.00266332355384322,8.56595503266858,0.991483509244665,1
"ENSMUSG00000094845.2","Tmem95",0,6,0,1,0,6,0.00435783440439462,7.39353177882153,0.991546039051841,1
"ENSMUSG00000094846.4","Olfr1487",4,3,0,0,0,0,-0.00876057142096529,4.90526058878773,0.991629021567917,1
"ENSMUSG00000094858.3","Olfr1297",11,3,0,0,0,6,0.00282424661288533,8.1470507273743,0.991637859335587,1
"ENSMUSG00000094860.1","Btbd35f27",0,4.416,4,0,0,1,0.00617144261295837,6.5197796010694,0.991690199449496,1
"ENSMUSG00000094870.8","Zfp131",64,322,91,474,820.999,190,0.0165925442075728,4.95566724951044,0.991772777052753,1
"ENSMUSG00000094878.2","Olfr130",0,3,2,0,1,0,-0.0054742033690432,6.461863527696,0.991848433583696,1
"ENSMUSG00000094884.3","Olfr105-ps",0,3,4,0,0,4,-0.00267066095335823,6.92629942423502,0.992074145985748,1
"ENSMUSG00000094892.2","Vmn2r101",15,4,13,0,0,0,0.00160461355002671,6.98707678191445,0.99210529726865,1
"ENSMUSG00000094898.2","Vmn1r201",6,5,5,0,0,26,0.0082609678896539,5.18002008797264,0.992131385839841,1
"ENSMUSG00000094910.1","D430019H16Rik",0,2,0,0,14,8,0.0045402420954114,4.98975620330606,0.992168540027381,1
"ENSMUSG00000094918.3","Gm8765",1,2.217,16,8,0,6,0.0105379896687601,4.75322005695758,0.992231315606147,1
"ENSMUSG00000094921.2","Vmn2r112",11,2.403,1,8,0,8,0.0028068744332693,7.76296124190604,0.992232642778012,1
"ENSMUSG00000094929.1","Gm3526",0,1.064,0,1.328,0,5.188,-0.0122320413526498,4.98519709254101,0.992338913233609,1
"ENSMUSG00000094936.8","Rbm4",76.745,40.284,39.853,119.862,268.087,88.576,0.00263184055181579,4.82535021633183,0.992392017332863,1
"ENSMUSG00000094942.7","Gm3604",34,12,2,14,50,9,-7.05648892294215e-05,6.06687524344055,0.992453371020588,1
"ENSMUSG00000094950.2","Vmn2r66",7,4,3,12,0,0,0.000445357101657886,5.16929067458207,0.992516338516085,1
"ENSMUSG00000094958.1","3110021N24Rik",0,3,0,2,48,5,-0.00457880555528813,6.48355223023116,0.992560622209159,1
"ENSMUSG00000094986.3","Olfr1454",0,1,4,1,0,9,-0.00280059587988931,5.35292918208007,0.992560650445424,1
"ENSMUSG00000095022.8","Gm20765",0,11,22,0,0,9.57,-0.00654161430063048,5.09795909536147,0.992592204213251,1
"ENSMUSG00000095024.8","Gm5458",1.381,1,0,0,3.235,0,-0.00250543907032459,6.9375214928236,0.992685563003046,1
"ENSMUSG00000095026.2","Gm3336",0,7,5,51,16,14,0.00298012112269961,6.59375884842973,0.992705305030237,1
"ENSMUSG00000095028.6","Sirpb1b",8,1,2.117,0,0,1,-0.00218034684183257,9.49288894359738,0.992733550289996,1
"ENSMUSG00000095030.2","Olfr1513",0,5,0,0,19,18,0.00484601724493137,5.01254918162967,0.992901053470005,1
"ENSMUSG00000095071.2","AF067061",0,1,5,6,0,0,0.00155882717933504,7.74706812773536,0.993217288301109,1
