"","geneid_symbol","CTX_14A2","CTX_14A4","CTX_14A5","CTX_14L1","CTX_14L2","CTX_14L3","CTX_3A2","CTX_3A3","CTX_3A4","CTX_3L2","CTX_3L3","CTX_Naive1","CTX_Naive2","CTX_Naive3"
"ENSMUSG00000004035.12","Gstm7",0.63685,0.229832,3.738893,0.378612,17.093665,1.129299,2.07021,0.997891,1.228877,0.14733,2.37203,0,3.342484,2.223432
"ENSMUSG00000004038.9","Gstm3",0,0.486659,0.791489,0.200751,0,0.796458,0,0.207872,1.138544,0,0,0,0,0.783959
"ENSMUSG00000004040.16","Stat3",325.140557,863.79679,518.539365,95.633908,663.208397,746.031225,894.360476,597.693003,471.566337,710.056602,488.370123,474.756973,168.733963,565.672367
"ENSMUSG00000004043.14","Stat5a",18.56263,59.748135,46.40178,14.751261,35.10891,50.025318,66.073787,31.373192,29.416373,39.63523,38.021123,24.562312,20.536841,25.834909
"ENSMUSG00000004044.9","Cavin1",0.637174,1.986512,1.980459,0,1.658281,1.640777,1.669132,0.426983,1.381316,1.283816,1.664499,0.169107,0,1.887038
"ENSMUSG00000004054.9","Map3k11",146.589715,152.371098,141.664176,109.632593,84.77723,152.49949,104.836852,107.342226,102.851147,134.512688,116.701292,141.387786,106.927121,94.222762
"ENSMUSG00000004056.15","Akt2",66.189306,63.486767,64.968619,61.438948,54.493838,64.544964,49.502114,60.534783,80.146005,66.732992,59.701353,68.252653,81.915664,57.188415
"ENSMUSG00000004069.17","Dnaja3",28.834659,17.128744,18.238555,25.703817,12.780887,21.571423,17.526083,24.042642,25.718928,22.868876,21.794437,23.927293,30.605517,18.952532
"ENSMUSG00000004070.15","Hmox2",135.708584,116.834334,89.907196,140.955927,85.652146,84.932708,82.165821,87.849911,151.702761,118.663931,143.428305,127.227587,146.308697,113.796665
"ENSMUSG00000004071.13","Cdip1",42.740138,40.286395,32.656807,55.51551,35.164745,45.234043,48.430356,48.923076,47.393443,55.389542,35.676977,42.340223,48.11341,37.773516
"ENSMUSG00000004085.14","Map3k20",2.528577,5.284389,3.753927,2.801253,3.867277,4.131084,5.126141,3.986786,5.873843,4.349977,4.194754,3.615743,6.801025,6.990778
"ENSMUSG00000004096.9","Cwc15",70.218773,55.79908,58.457206,67.910149,65.462776,51.677775,52.4879,62.858929,84.689223,65.669326,74.426626,66.637343,72.466806,63.873567
"ENSMUSG00000004098.7","Col5a3",0,0,0,0,0,0.152636,0,0,0,0,0,0,0,0.238305
"ENSMUSG00000004099.16","Dnmt1",20.919053,12.938187,18.389481,16.109597,17.481811,16.479116,14.156043,18.211816,24.419095,17.777236,18.926041,18.138595,26.638778,13.762244
"ENSMUSG00000004100.12","Ppan",46.922355,43.32889,47.92713,48.87306,23.316578,33.682878,23.733265,41.517766,41.857921,36.949584,30.942587,32.824443,44.249868,22.916127
"ENSMUSG00000004105.8","Angptl2",0.734119,3.004053,4.058688,1.349844,3.582367,4.047713,11.013364,7.472646,3.616197,1.753826,3.852751,3.541009,3.712398,2.775447
"ENSMUSG00000004110.17","Cacna1e",0.026094,0.152028,1.336532,0.161474,1.210328,1.050006,0.074005,0.539808,2.242003,0.138526,1.138171,0.421774,0.151752,1.565267
"ENSMUSG00000004113.18","Cacna1b",0,0.5502,0.094337,0,0,0.095727,0,0.024886,0.09636,0,0,0,0,0.374463
"ENSMUSG00000004127.12","Trmt10a",11.010688,4.76444,18.350947,7.908969,3.183793,9.647759,6.876961,6.470129,13.30322,6.860201,8.288002,7.634921,17.868782,8.735901
"ENSMUSG00000004151.17","Etv1",21.705131,18.187481,19.877457,9.856831,13.365802,23.82619,26.641686,26.087947,18.28507,24.332587,23.413264,28.633095,24.685908,14.248196
"ENSMUSG00000004187.11","Kifc2",5.617812,3.467097,4.362655,9.990238,6.789898,6.284401,3.912734,4.031973,5.29337,5.290545,4.344085,10.166427,6.860668,4.539246
"ENSMUSG00000004207.14","Psap",3183.608263,2654.01182,2481.947282,3238.778577,2408.717966,2564.965305,2046.168926,2544.035005,3026.553782,2548.748809,2484.943407,2644.56855,3214.264504,2263.337573
"ENSMUSG00000004221.16","Ikbkg",32.668144,26.804459,32.535661,22.643058,20.984646,23.790124,27.748664,19.963399,28.079258,22.589605,13.84954,44.27738,36.708596,22.994029
"ENSMUSG00000004231.15","Pax2",0,0,0,0,0,0.15525,0,0,0.525216,0,0.165107,0,0,0
"ENSMUSG00000004233.14","Wars2",5.546582,5.885547,9.567751,4.738344,3.365829,8.89268,7.155608,5.685046,6.727373,10.12344,7.844946,5.954035,9.413002,4.916493
"ENSMUSG00000004263.15","Atn1",67.377376,56.382272,54.727096,58.944331,38.751536,60.487028,44.722127,57.794497,52.358692,62.421596,48.023086,54.348846,84.522744,36.965095
"ENSMUSG00000004264.17","Phb2",104.466401,81.199058,75.450268,124.824443,77.442784,95.213645,55.600944,83.355122,91.217503,90.152795,87.456585,72.585116,99.087408,62.142915
"ENSMUSG00000004266.15","Ptpn6",316.901734,206.617584,260.095544,385.653408,233.188806,263.725852,201.231703,200.929574,295.783922,282.838144,292.202458,284.489058,339.186996,244.391105
"ENSMUSG00000004267.16","Eno2",2.771201,9.315173,3.949288,6.459074,6.979461,5.265225,1.916583,1.509133,6.629743,1.405711,3.082062,1.253448,0.919196,3.073309
"ENSMUSG00000004268.11","Emg1",93.332774,83.813155,74.985724,98.091223,71.047439,60.774906,71.57896,69.664735,78.03568,91.090892,84.981847,74.243516,114.811231,75.179104
"ENSMUSG00000004270.13","Lpcat3",168.991541,106.816368,103.501329,202.61693,118.69188,163.182555,143.55893,146.225866,124.690165,150.936045,137.921286,152.999161,192.329324,111.743198
"ENSMUSG00000004285.12","Atp6v1f",167.758848,158.560222,111.951783,109.990666,142.378263,127.613108,117.141249,116.415317,128.540947,126.938761,136.233097,129.77551,136.797973,137.028443
"ENSMUSG00000004296.14","Il12b",0.341086,0,0.35482,0,0,0,0.383754,0.560052,0.218264,0,0,0.667417,0,0
"ENSMUSG00000004317.14","Clcn5",12.916608,13.577478,11.138024,11.352619,12.263295,11.106257,21.540849,22.25402,19.53823,17.438103,13.505302,22.272845,17.019541,26.427632
"ENSMUSG00000004319.15","Clcn3",27.226568,24.022309,25.766168,29.000873,35.999602,31.731058,33.656561,33.623008,35.394213,36.099064,27.574067,32.465142,34.451281,26.361963
"ENSMUSG00000004328.15","Hif3a",1.592094,0.902034,1.197278,0.319029,0.676417,0.775192,0.559614,3.599527,0.763439,0.455969,0.111054,0.089908,0.160674,0.287372
"ENSMUSG00000004341.8","Gpx6",0,0.118604,0.257223,0,0,1.553396,0,0,0,0,0,0,0,0.764552
"ENSMUSG00000004344.12","Gpx5",0,0,0,0,0,0,0,0,0,0,0,0,0,1.784799
"ENSMUSG00000004347.17","Pde1c",0.044774,0.257699,2.460969,0.102572,0,0.709113,0,0.478767,1.072431,0.026702,0.553361,0.233308,0,1.982966
