"","geneid_symbol","CTX_14A2","CTX_14A4","CTX_14A5","CTX_14L1","CTX_14L2","CTX_14L3","CTX_3A2","CTX_3A3","CTX_3A4","CTX_3L2","CTX_3L3","CTX_Naive1","CTX_Naive2","CTX_Naive3"
"ENSMUSG00000061111.8","Mcrip1",95.816425,54.49691,63.489055,88.872857,57.25769,52.686984,68.306578,73.262157,53.320564,60.915323,51.017021,68.577332,125.695152,56.168621
"ENSMUSG00000061118.8","Dnajc30",14.439733,9.648333,8.660162,24.018413,8.315255,19.194679,10.575767,14.457392,12.272435,17.169309,10.61395,9.853179,14.763133,7.201378
"ENSMUSG00000061119.7","Prcp",102.820317,100.249712,86.782326,107.252396,91.788775,97.64293,132.136637,119.00699,103.371902,110.520205,108.402091,119.113062,142.607821,95.03243
"ENSMUSG00000061126.5","Cyp4f39",0,0,0,0,0,0,0,0,0,0,0.361694,0.600496,0,0
"ENSMUSG00000061130.13","Ppm1b",39.395278,35.579935,29.462336,44.12567,59.698738,43.805231,36.30283,42.15416,51.158083,40.438036,44.65235,62.737637,53.450178,27.25309
"ENSMUSG00000061132.13","Blnk",185.314069,188.046284,174.790553,210.704739,165.194283,169.507442,216.802113,198.224392,207.906199,212.541174,188.37685,216.301578,201.041926,187.493468
"ENSMUSG00000061136.16","Prpf40a",43.479749,89.415691,53.794882,47.242756,65.09952,63.682176,38.612549,64.7401,46.388483,50.252695,53.263429,42.742908,51.539113,28.71844
"ENSMUSG00000061143.15","Maml3",24.961224,30.321384,19.087709,21.169823,23.737148,32.777902,39.231045,37.832767,21.157979,28.63867,30.383963,29.963011,28.348899,30.116806
"ENSMUSG00000061144.6","Spink12",0,0.194255,0,0,0,1.086122,0,0,0.446258,0,0,0,0,0
"ENSMUSG00000061165.9","Olfr160",0,0,0.179987,0,0,0.303455,0,0.158233,0.96755,0,2.246748,0,0,0.538991
"ENSMUSG00000061171.15","Slc38a11",0,0,1.795259,0,1.269822,0,0,0.106364,0.173476,0,0.155081,0,0,0.412656
"ENSMUSG00000061175.12","Fnip2",27.988322,31.143476,27.938476,29.785053,32.87147,38.414367,41.895083,45.967466,41.29107,40.992075,32.922833,53.524333,41.703477,29.819725
"ENSMUSG00000061184.8","Tmprss11c",0,0,0,0,0,0,0,0,0.512629,0,0.315598,0,0,0.619199
"ENSMUSG00000061186.15","Sfmbt2",1.872028,1.514988,0.701912,1.326214,1.224506,2.000415,1.354559,0.709706,1.195166,1.539485,1.382268,1.818401,1.39359,0.93634
"ENSMUSG00000061195.8","Olfr1289",0,0.330734,0.611641,0,0,0,0,0,0.663704,0,0,0,0,0
"ENSMUSG00000061207.11","Stk19",46.08044,51.206942,40.026305,47.558373,47.770283,43.894152,28.624021,43.063508,48.317503,39.88139,49.497555,44.285969,53.166855,34.907705
"ENSMUSG00000061208.6","Vmn1r8",0,0,0,0,0,0.2971,0,0,0.89111,0,0,0,0,0
"ENSMUSG00000061210.4","Olfr47",0,0.470494,1.915747,0,0,0,0,0.801632,0,0,1.154971,0,0,1.005811
"ENSMUSG00000061232.16","H2-K1",3635.060595,4128.2323,3510.362017,1871.447323,3909.071205,3615.945781,2735.623376,3135.04995,4082.932563,3236.511871,3082.150631,3327.767867,1742.038776,3043.061496
"ENSMUSG00000061244.14","Exoc5",43.317232,54.292009,46.123206,41.732702,58.425739,55.202231,63.137852,64.534623,51.28607,59.384153,62.165329,54.447499,74.692855,49.599366
"ENSMUSG00000061259.11","Tmprss11d",0,0,0,0,0,0.217726,0,0.226843,0,0,0.330569,0.270018,0,0.858127
"ENSMUSG00000061273.3","Mmgt1",10.698822,8.717113,8.160102,20.580405,13.211176,14.301007,16.226451,14.649635,9.967652,15.691166,14.971507,10.216818,8.996671,9.91393
"ENSMUSG00000061286.7","Exosc5",59.845034,40.361313,41.065578,74.689222,39.910351,54.91971,36.59789,56.093454,48.925289,53.776318,41.806231,46.596651,41.427973,44.690385
"ENSMUSG00000061288.13","Taok3",38.281836,48.43879,54.814809,33.178546,48.281739,38.105592,46.120781,48.197856,61.941228,48.072902,29.150619,60.833569,30.931815,33.083208
"ENSMUSG00000061292.10","Cyp3a59",0,0,0,0,0,0,0,0,0.211678,0,0,0,0,0
"ENSMUSG00000061295.5","Olfr1261",0,0.250899,1.467172,0,0,0,0,0.258675,0.268012,0,0.689347,0.760678,0,0.979409
"ENSMUSG00000061296.2","Vmn1r210",0,0.12382,0.806064,0,0,1.210652,0,0,0.741975,0,0.454653,1.521357,0,0
"ENSMUSG00000061298.14","Agbl4",0.169114,0.502345,2.420912,0.173356,0.716659,2.613984,0,0.538525,0.901993,0.046235,0.089966,0.374675,0,0
"ENSMUSG00000061306.16","Slc38a10",198.864914,130.300124,171.298465,202.533296,150.793633,158.48791,99.251176,129.053661,173.312593,146.842618,142.079541,169.021063,187.569737,118.733992
"ENSMUSG00000061311.6","Rag1",0,0.106475,0.278135,0.034305,0.427612,0.634684,0,0.073352,0.369468,0,0.268768,0,0.051829,0.13909
"ENSMUSG00000061313.8","Ddhd2",24.798625,13.173392,16.006804,39.033877,16.651425,22.556842,27.412334,28.776174,23.363991,27.564398,17.15321,18.610219,21.114068,24.776848
"ENSMUSG00000061315.14","Naca",284.756868,320.455534,270.768501,318.244056,263.728118,285.119182,239.20115,269.169432,290.67924,307.92459,349.762697,260.468309,311.705769,303.284805
"ENSMUSG00000061322.15","Dnaic1",0,0.434165,0,2.296394,0,0,0,0,0,0,0.42985,0,0.89659,0.38252
"ENSMUSG00000061336.3","Olfr116",0.08934,0,1.519625,0,0,0.210843,0.050544,0.164547,0.924875,0.082482,0,0.130246,0,1.123075
"ENSMUSG00000061342.5","Olfr1168",0,0,1.180351,0,0,0,0,0.618483,0,0,0,0,0,2.324858
"ENSMUSG00000061353.11","Cxcl12",0.259763,0.751786,1.682631,0.162111,1.310935,2.716941,0.55321,0.277229,0.922464,0.255652,1.29079,1.321419,0,1.652342
"ENSMUSG00000061356.13","Nuggc",0,0,0.249791,0,0,0,0,0.197335,0.306903,0,0,0,0,0
"ENSMUSG00000061360.8","Phf5a",42.431506,26.874277,25.245248,20.645437,25.713925,17.746866,19.90984,26.20031,32.819771,27.129909,20.517394,31.201297,35.955959,20.348308
"ENSMUSG00000061361.2","Olfr168",0,0,1.911864,0,0,0,0,0,0.486711,0,0.169403,0,0,0.879617
"ENSMUSG00000061367.3","Olfr771",0,0.071556,1.157432,0,0,0.471158,0,0.122746,0.09558,0,0.435793,0,0,0
"ENSMUSG00000061371.7","Zfp873",3.191496,2.733348,2.602911,6.111703,3.997015,4.539931,3.782992,4.457863,4.521766,4.490801,3.751461,2.678206,9.896665,3.328518
"ENSMUSG00000061374.14","Fiz1",46.280084,54.224977,35.034931,57.67022,40.875062,42.72235,48.966017,47.74878,50.982526,56.995317,51.521634,54.587818,41.066572,36.194015
"ENSMUSG00000061376.2","Vmn1r219",0,0.105709,1.490371,0,0.176964,0.291847,0,0.568943,1.692325,0,0.311546,0.102489,0,2.359469
"ENSMUSG00000061387.3","Olfr1490",0,0,0.179339,0,0,0.545386,0,0.141854,0,0,1.594216,0.785729,0,4.612153
"ENSMUSG00000061388.11","Csn1s2b",0,0,0.400901,0,0,0.783128,0,0.28315,0.389462,0,0,0,0,0
"ENSMUSG00000061392.2","Mageb5",0,0.233761,1.014008,0,0,0.382782,0,0,0.624964,0.149817,0.57853,0,0,0
"ENSMUSG00000061393.14","Acvr2b",22.920317,13.864042,16.222856,11.973923,6.282226,16.379046,21.487566,25.286607,15.183472,11.969684,10.599745,12.341183,42.563303,6.256129
"ENSMUSG00000061397.8","Krt79",0,0.181194,0.525122,0,0,0,0,0,2.175011,0,0,0.246768,0,0.784815
"ENSMUSG00000061410.6","Zcchc14",34.376274,29.653064,22.384929,31.898505,23.842743,36.055101,36.615594,36.373044,33.119713,41.55916,26.681632,39.441948,35.591092,18.096786
"ENSMUSG00000061411.12","Nol4l",19.627673,21.146575,20.817647,13.782505,25.042027,21.616679,29.953561,26.31822,19.854999,23.666904,29.496727,24.75551,19.07314,18.008003
"ENSMUSG00000061414.8","Cracr2a",2.70569,3.842098,6.083337,6.034546,4.061924,4.323808,3.685726,6.943875,3.950168,5.002568,5.153944,6.085222,4.347453,2.762738
"ENSMUSG00000061436.15","Hipk2",19.873898,24.569972,24.133589,13.491273,30.69396,26.61975,36.986019,33.688938,34.170733,31.298904,24.748901,35.008821,20.944786,25.797431
"ENSMUSG00000061451.13","Tmem151a",3.493323,0.214827,0.077898,0.231507,0.35889,0.118369,0,0.061594,0.286781,0,0.180213,0.146306,0.350074,0.700197
"ENSMUSG00000061455.13","Stx17",11.809622,8.10054,7.782893,14.292098,7.374275,11.310454,7.976679,9.277537,14.783469,18.287766,9.129464,16.449094,12.171629,7.515201
"ENSMUSG00000061457.3","Olfr871",0,0,0,0,0,0.465153,0,0,0,0,1.753585,0,0,0.915354
"ENSMUSG00000061458.9","Nol10",8.568373,10.807911,8.603724,9.856295,8.210154,9.87543,8.229116,10.282217,11.209746,9.534454,11.626781,6.900121,10.53552,9.419834
"ENSMUSG00000061461.11","Smim20",19.09516,11.665329,15.188482,34.227121,5.50084,14.752272,18.126402,14.269736,16.266534,21.382235,21.130083,24.537487,26.374294,14.483857
"ENSMUSG00000061462.18","Obscn",0.00842,0.01796,0.28661,1.337107,0.134947,0.066768,0,0.178772,0.113376,0.066345,0.176292,0.445843,0.065036,1.330913
"ENSMUSG00000061469.3","Gm12569",0,0,0,0,0,0,0,0,0.716747,0,0,0,0,0.692441
"ENSMUSG00000061474.11","Mrps36",21.464262,17.417039,15.910031,19.276407,5.196932,9.06858,22.511046,20.675033,20.301866,21.812167,7.905275,16.539448,8.367876,31.955178
"ENSMUSG00000061477.4","Rps7",523.394509,449.94731,478.3797,434.070213,423.26797,492.250816,452.994854,376.427062,339.876899,419.272399,476.559747,337.63385,446.180511,465.45374
"ENSMUSG00000061479.15","Snrpa",84.358505,87.983173,81.674435,85.636182,43.266883,91.621881,80.321246,72.801498,81.278002,85.14336,76.257032,55.327984,85.547331,75.011754
"ENSMUSG00000061482.7","H4c4",0.793769,0.575204,7.16608,1.431319,0,2.347415,3.104201,0.735788,1.923137,0.735114,4.247275,0.587245,0,0
"ENSMUSG00000061489.3","Olfr525",0,0.030413,0,1.055295,0.305035,0.201216,0,1.064236,0.446554,0,0.278545,0.647083,0,3.290255
"ENSMUSG00000061517.8","Sox21",0,0.037857,0,0,0,0,0,0,0.202152,0.04895,0,0,0,0
"ENSMUSG00000061518.11","Cox5b",113.136223,79.144975,93.111405,126.705111,71.555879,44.721017,76.360994,75.84197,87.73952,84.006702,62.718484,68.686643,59.05901,34.418052
"ENSMUSG00000061520.4","Olfr153",0,0,0,0.210994,1.266618,0,0,0,0,0,0.630621,0,0,0
"ENSMUSG00000061524.8","Zic2",0,0.182079,0.52768,0,0,0.200069,0.477726,0.801238,0,0,0,0,0,0.394308
"ENSMUSG00000061525.2","4921509C19Rik",0,0,0,0,0,0.718913,0,0,0.073127,0,0,0.447494,0,0
"ENSMUSG00000061527.7","Krt5",0,0,0.147828,0,0,0.224067,0,0,0,0,0,0.277941,0.6716,0.441543
"ENSMUSG00000061531.8","Tmem236",0.165412,0.630129,0.171343,0,0,0.130146,0.311667,0.203193,0.262886,0.203661,0.495192,0.482778,0,0
"ENSMUSG00000061533.16","Cep128",1.797486,2.062714,5.197621,0.812119,2.078124,2.228282,4.780228,4.157231,7.361026,1.559865,3.08345,2.786143,2.206998,4.790329
"ENSMUSG00000061535.11","C1qtnf7",0.172635,0.124773,0.547118,0.206035,1.238129,0.979389,0,0.063707,0.337534,0.143681,0.372728,0,0.313274,1.206938
"ENSMUSG00000061536.13","Sec22c",4.902712,2.332646,4.089012,0.957442,3.725063,3.544717,1.808236,3.310288,6.726779,4.096596,1.373129,4.431235,1.923009,2.073552
"ENSMUSG00000061540.3","Orm2",0,1.395419,0,0,2.280112,1.503316,2.38018,4.460795,2.802546,0.883153,1.686961,3.797238,0,2.953465
"ENSMUSG00000061544.13","Zfp229",1.855481,2.581258,7.627551,9.197794,2.657008,1.042591,4.058993,7.012189,5.778976,2.32481,1.984908,12.848413,2.693231,1.944053
"ENSMUSG00000061549.6","Olfr301",0,0,0,0,0,0.514115,0,0,0.313157,0,0.779722,0,0,0
"ENSMUSG00000061559.15","Wdr61",28.902427,28.465001,34.325905,28.316283,22.587246,28.424951,27.653531,28.292874,28.135488,32.189323,28.111224,21.113648,20.987464,30.808605
"ENSMUSG00000061561.5","Olfr373",0,0,0.794707,0,0,0,0,0,0,0,0.184186,0,0,0.477117
"ENSMUSG00000061576.15","Dpp6",0.089051,0.240436,1.049595,0.410445,0,1.353767,0.050381,0.59884,0.537214,0.164429,0.846246,0.219012,0.856214,2.04086
"ENSMUSG00000061577.12","Adgrg5",0,0,3.623478,0,0,0.51762,0.329971,0.172135,0.200641,0.104005,0,0.330159,0.128446,0
"ENSMUSG00000061578.8","Ksr2",0,0.021137,0.460303,0.016982,0.106238,0.420505,0.01685,0.14574,0.253839,0,0.080211,0.266541,0,0.414773
"ENSMUSG00000061584.6","Lyg2",0.080336,0.057527,0.625264,0,0,0.379402,0,0.395165,0.384113,0,0.288243,0.705119,0,0.747794
"ENSMUSG00000061589.14","Dot1l",31.229139,99.037881,45.413631,19.601231,55.694793,97.034803,105.836532,57.146979,42.630896,71.777569,51.33668,43.95826,28.419478,65.283079
"ENSMUSG00000061601.15","Pclo",0.034623,0.146865,0.935836,0.013181,0.165062,0.3676,0.026189,0.358455,0.723025,0.010648,0.388279,0.23481,0,0.537051
"ENSMUSG00000061602.3","Vmn1r78",0,0.035314,0.422857,0,0.709407,0.576629,0,0.594896,0.377019,0.022882,0.744751,0.288631,0,0.57692
"ENSMUSG00000061603.8","Akap6",0.078677,0.250421,0.771881,0,0.093773,0.309304,0.044627,0.209029,0.414653,0.081748,0.283229,0.114354,0,0.671209
"ENSMUSG00000061607.15","Mdc1",29.556905,29.88489,40.340205,19.085653,26.182281,27.040526,27.269257,32.70268,51.217675,31.51802,17.246037,40.289945,25.136508,24.403194
"ENSMUSG00000061613.13","U2af1",109.529646,126.503284,102.644094,108.681485,98.926512,118.631126,105.802261,103.399995,105.093854,109.870944,97.351873,111.898172,104.386993,107.877425
"ENSMUSG00000061614.5","Olfr845",0,0,0.091262,0,0,0,0,0,0.112032,0.054228,0,0,0,0.273278
"ENSMUSG00000061615.2","H2ac4",0,0,7.57019,0,0,2.021057,1.533615,0,0,2.273012,0,0,0,0
"ENSMUSG00000061616.5","Olfr12",0,0.034434,2.537671,0,0.345206,0.955771,0,0.118486,0.36773,0,0,0.844243,0,0.673519
"ENSMUSG00000061626.6","Olfr68",0,0,0.205209,0,0,0.115743,0,0.611271,0.233658,0,0.176228,0,0,0.228225
"ENSMUSG00000061633.3","1700029P11Rik",0.224871,0,1.768741,0,0,0,0.250721,0,0.218584,0,0,0,0,0
"ENSMUSG00000061637.5","Olfr1457",0,0,1.544633,0,0,0,0,0.142724,0,0,2.459147,0,0,0
"ENSMUSG00000061650.6","Med9",15.491181,6.391397,10.968816,20.231818,2.361176,6.488904,10.38651,12.039541,9.381591,11.47693,4.52667,10.959942,20.123827,6.136483
"ENSMUSG00000061653.4","Vmn1r46",0.505218,0.07278,0.611348,0.083089,0.389534,0.214141,0,0.322607,0.138737,0,0.184134,0.127475,0.031368,0.84485
"ENSMUSG00000061665.7","Cd2ap",65.470345,65.403889,52.272479,58.642579,70.620478,69.761035,81.083793,79.405018,88.764676,82.753422,72.530628,83.92427,70.14008,60.107576
"ENSMUSG00000061666.6","Gdpd1",2.841114,3.308784,1.936048,4.969879,3.178955,3.564562,6.60629,6.662435,3.909197,4.184135,1.910543,5.199382,6.273281,2.892591
"ENSMUSG00000061689.15","Dlgap4",107.403738,134.513711,131.263518,120.064355,93.809188,114.826666,135.68336,110.683434,113.289486,132.082018,94.523647,126.708949,103.422329,108.823192
"ENSMUSG00000061701.11","Fbxw20",0,0,0.288918,0,0,0.437973,0,0.228159,0,0,0,0.543186,0,0
"ENSMUSG00000061702.10","Tmem91",1.5911,7.764572,3.476158,2.375538,7.771969,7.728804,3.644659,3.371338,7.434021,5.082908,8.161964,3.748863,1.766056,12.119153
"ENSMUSG00000061707.5","Gm4871",0,0,0,0,0,0.478894,0,0,0,0.374931,0,0,0,0
"ENSMUSG00000061718.12","Ppp1r1b",1.260138,1.055354,1.476021,3.0105,1.504424,0.7442,3.951188,0.393929,1.217675,0.388272,0.878051,1.231849,0.840607,11.44773
"ENSMUSG00000061723.18","Tnnt3",0,0.305073,3.078887,0,0,0,1.136737,0.50635,0,1.182856,3.325278,0,0,0
"ENSMUSG00000061731.9","Ext1",13.157545,13.872522,13.842836,12.183164,6.980462,12.382926,13.965513,13.612192,12.219788,15.384373,17.832577,11.076538,20.511548,23.878566
"ENSMUSG00000061740.8","Cyp2d22",0.996558,1.28347,2.546592,0.859558,0,4.551055,2.251772,0.545882,0.511687,0.820361,1.39031,1.731063,5.097212,0.688844
"ENSMUSG00000061742.12","Slc22a12",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061751.16","Kalrn",1.624304,10.762096,7.600866,1.460986,4.96876,10.429516,5.274534,2.024996,8.38106,6.859659,5.378676,8.653159,2.803168,3.227002
"ENSMUSG00000061755.10","Bod1l",21.057105,23.665237,22.589299,14.965657,21.368746,22.906701,23.048034,22.078827,25.977566,27.297886,30.40315,26.768208,22.129515,19.517028
"ENSMUSG00000061758.13","Akr1b10",110.628245,83.187667,95.795019,136.780102,81.336789,91.557137,83.343204,97.312177,103.09279,100.885383,89.867761,96.752025,134.29424,97.137602
"ENSMUSG00000061759.15","Armt1",7.857045,5.525189,8.357285,9.579186,5.486388,9.154902,10.662258,6.947858,9.064067,10.905942,10.179797,7.546827,10.254973,3.160242
"ENSMUSG00000061762.12","Tac1",0,0.152957,0.332261,0,0.763056,0.503285,0,0,1.100875,0,1.376264,0.624878,0,0.991609
"ENSMUSG00000061769.2","Klra6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061778.10","Mospd2",15.520187,24.311463,14.108804,26.080364,15.332923,22.807574,23.482479,24.926195,22.797081,26.307409,29.864748,24.554324,24.43673,16.676339
"ENSMUSG00000061780.6","Cfd",0,0,0,1.247378,0,0.64857,0,0,0,0,0,0,0,0
"ENSMUSG00000061787.15","Rps17",740.68342,628.988953,586.93778,632.764699,620.417076,578.854785,533.852684,548.725974,450.467399,624.448854,673.989513,550.191173,620.112341,660.898873
"ENSMUSG00000061798.2","Olfr1204",0,0,1.194409,0,3.628549,0.268445,0,0.244312,0.715306,0,0.358118,0,0,0.264736
"ENSMUSG00000061802.6","Armc4",0,0,0.523411,0,0,0.782758,0,0.553307,1.354085,0,0,0,0,1.537563
"ENSMUSG00000061808.4","Ttr",0.37817,1.232015,9.493576,1.586959,4.069539,0.447278,514.208262,0.467209,0.366101,7.353342,3.036647,0.559046,0,687.490008
"ENSMUSG00000061809.8","Tbpl2",0,0,0.635772,0,0,0.478894,0,0,0.392489,0,1.082823,0,0,1.884638
"ENSMUSG00000061815.11","Rufy4",0.270092,0.330701,1.402423,2.567709,0.644727,1.488386,0.101489,0.38213,0.689497,0.083195,0,0.675484,0,0.838054
"ENSMUSG00000061816.15","Myl1",0,0,0,0.625655,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061825.10","Ces2c",0,0,0.166595,0,0,0,0,0,0.3514,0,0.630878,0,0,3.320089
"ENSMUSG00000061829.4","Vmn1r214",0,0,1.737111,0,0.369887,0,0,0,0.098537,0,0.648917,0,0,0.48109
"ENSMUSG00000061838.7","Suclg2",31.138817,32.985706,21.753239,39.309667,41.829767,34.060786,32.740645,35.691083,27.677814,36.499962,37.259177,30.277517,30.849791,36.323396
"ENSMUSG00000061845.3","Defa35",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061847.2","Defb39",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061859.17","Patj",3.718123,5.114396,4.941964,4.261104,3.11594,6.48787,5.520081,1.648325,5.78188,7.154717,5.647125,3.44035,4.434204,8.272276
"ENSMUSG00000061875.2","Olfr1148",0,0,0.102258,0,0,0,0,0,0.972441,0,0,0,0,1.153447
"ENSMUSG00000061877.13","BC048679",0,0,0,0,0,1.29248,0,0,0,0,0,0,0,0
"ENSMUSG00000061878.16","Sphk1",0.098837,16.979369,0.997795,0.500861,4.800697,2.443933,0.726625,0.411997,1.061791,1.879831,1.000531,1.009254,0,12.182115
"ENSMUSG00000061882.12","Ccdc62",12.19026,8.305887,10.322491,14.287014,6.006238,8.016875,5.685829,5.749501,12.714898,9.831196,7.148093,8.910124,15.904978,8.681095
"ENSMUSG00000061887.14","Ssbp3",34.498245,30.120174,41.826185,32.834204,25.101769,33.283229,31.894834,30.789896,29.67883,27.092818,33.147044,41.318108,25.710803,26.073193
"ENSMUSG00000061894.15","Zscan20",6.40562,3.519284,8.024994,4.890626,2.284852,4.702104,4.043783,5.430849,12.585042,6.178594,2.630637,4.10917,6.695252,2.930682
"ENSMUSG00000061898.10","Rbak",12.000801,5.004329,5.263558,15.092783,6.282839,8.426112,10.217669,12.694946,15.917452,10.422567,11.039054,22.54303,14.03988,5.596763
"ENSMUSG00000061904.12","Slc25a3",332.998188,443.153812,328.484797,305.747044,397.704764,394.451709,451.429173,447.904093,370.808496,467.05517,367.784601,345.111673,283.228133,343.686382
"ENSMUSG00000061906.5","Ugt2b38",0,0,0.522888,0,0,0,0,0,0,0,0,0,0,0.519983
"ENSMUSG00000061911.15","Myt1l",0.109459,0.240479,0.887236,0,0.915156,2.909376,0.050023,0.354985,1.721597,0.11978,0.653336,0,0,1.486432
"ENSMUSG00000061923.4","Odf1",0,0.297943,0.645414,0,0,0,0,0,0.398491,0,0,0,0,0.956406
"ENSMUSG00000061928.6","Dsg1b",0,0.108579,1.181126,0.175531,0.725538,0.478594,0,0.498087,0.24158,0,0.091077,0,0,0.471839
"ENSMUSG00000061937.7","Csn1s2a",0,0,0,0,0,0,0,0,0.69353,0,0,0,0,0
"ENSMUSG00000061947.10","Serpina10",0,0,0.359323,0,0,0,0,0.071014,0,0,0.519066,0,0,0.26901
"ENSMUSG00000061950.17","Ppp4r1",62.196076,56.623182,73.648035,64.140407,48.272454,57.488285,75.748019,75.74105,60.386865,72.520151,60.753895,66.855394,67.929982,36.585333
"ENSMUSG00000061952.6","Olfr1377",0,0.151685,1.01427,0,0,1.526889,0,0.798016,1.256781,0,0.766576,0,0,3.322772
"ENSMUSG00000061958.5","Defa38",0,0,0,0,0,2.47094,0,0,0,0,0,0,0,0
"ENSMUSG00000061959.13","Ces1e",0,0,1.268761,0,0,0,0.126292,0.276416,0.344811,0,0.201034,0,0,0.522409
"ENSMUSG00000061961.3","Olfr815",0,0,0,0,0,0.16751,0,0,0.677748,0,0.859714,0,0,0
"ENSMUSG00000061972.3","Olfr99",0.239114,1.743422,4.665893,0,1.133123,1.412466,0.570825,0.317995,5.199939,2.149815,2.996959,0.763797,0,2.389996
"ENSMUSG00000061974.2","Cldn24",0.777531,0.83259,1.857172,0,0,5.543296,3.269937,2.715361,0.768832,0.447184,0,3.113451,0,0
"ENSMUSG00000061977.2","Tas2r104",0,0,0.409684,0,0,0,0,0.643799,0,0,0,0,0,0
"ENSMUSG00000061979.8","Rcc1l",9.853375,5.446609,7.102202,9.593586,8.963189,8.706011,8.109855,11.826012,11.303631,9.113451,9.939609,5.75951,15.402401,8.738244
"ENSMUSG00000061981.14","Flot2",11.184424,9.683745,16.731875,15.801556,12.921767,9.820239,11.864432,8.587434,10.953184,10.562535,10.277331,9.870081,16.026399,5.478102
"ENSMUSG00000061983.7","Rps12",1212.198043,1344.605427,1385.872645,1072.932349,946.386902,1226.821541,1068.687368,1159.046588,953.162016,1188.454142,1511.723697,1088.157207,1093.333617,1186.495367
"ENSMUSG00000061984.6","Olfr392",0,0.079131,0,0,0,0.130745,0,0,0.211283,0,0.099493,0,0,0.773351
"ENSMUSG00000061991.2","H2ac10",0,0,3.530523,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062006.12","Rpl34",755.745909,673.987239,668.50365,723.422153,634.045963,677.217865,729.033512,650.657403,661.362974,618.58889,747.942775,510.28243,682.508604,702.085743
"ENSMUSG00000062007.13","Hsh2d",0.116236,0.668272,0.362815,0,0.832782,0.823894,0.522996,0,0.111602,0.214935,0,0,0,0
"ENSMUSG00000062012.14","Zfp13",1.974039,0.071332,1.624458,0.930275,0,0.234848,0.447971,0.367093,2.869723,0.183786,0.356396,0.291421,0,0.925518
"ENSMUSG00000062014.13","Gmfb",34.98648,50.562832,35.860597,38.004984,52.265595,38.56785,53.857636,51.052248,50.461994,58.799828,50.888859,39.851589,35.357317,89.705561
"ENSMUSG00000062017.15","Abca14",0,0,0,0,0,0,0.321988,0.344932,0,0,0,0.226375,0,0
"ENSMUSG00000062028.8","Irgc1",0.245362,1.676239,6.173071,0,6.378683,1.159559,0.843313,1.059221,0.707257,1.134415,1.976658,1.081183,0,0
"ENSMUSG00000062031.13","Pgghg",2.479955,4.076443,4.46976,4.920168,20.058938,3.069423,2.84088,3.764619,3.642043,3.390251,2.456574,3.040472,4.126694,5.595411
"ENSMUSG00000062037.3","Olfr285",0.24304,0.159521,0.173591,0,0.266776,1.731374,0,0.595022,0.354863,0.068842,0.402224,1.444676,0.451352,2.00141
"ENSMUSG00000062040.14","Zfp27",3.425057,3.180295,5.766507,7.939851,4.120815,5.695877,3.208338,4.914765,7.374653,3.701234,11.870468,2.746876,8.342492,3.943778
"ENSMUSG00000062042.1","Olfr294",0,0,0.3606,0,0,0.542412,0,0,0,0,0,0,0,0
"ENSMUSG00000062044.16","Lmtk3",0.124478,0.26637,0.064407,0.095543,0,0.293751,0,0.10188,0,0.153219,0.14916,0,0.288845,1.466228
"ENSMUSG00000062054.7","Iah1",16.995776,14.61483,13.820587,29.170484,11.35582,13.950118,17.299146,10.975103,17.634651,11.330124,25.836242,17.759526,14.478587,16.577424
"ENSMUSG00000062061.3","Obp2a",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062064.6","Slc2a7",0.136516,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062070.12","Pgk1",67.335549,72.190994,68.645283,91.841489,66.582304,66.681199,55.288695,50.786955,84.301981,69.427668,66.527143,55.930515,75.552056,73.492375
"ENSMUSG00000062074.7","Ccn6",0,0,0.240797,0,0,0.727527,0,0,0.445088,0,0.82511,0,0.27752,0
"ENSMUSG00000062075.13","Lmnb2",10.014468,10.796225,6.493036,10.588944,6.884056,5.534233,5.139115,7.976877,8.140747,8.26599,8.528112,9.47886,9.365512,9.512024
"ENSMUSG00000062077.14","Trim54",0,0,0.242957,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062078.15","Qk",278.114864,366.073042,273.581035,307.843862,366.324864,320.599783,479.277505,365.391242,404.642647,455.580352,395.460297,351.34489,349.011056,360.123023
"ENSMUSG00000062082.16","Cd200r4",0.585848,0.594914,0.588675,0,0,1.73268,0.589883,0.928838,1.607616,1.394259,2.024103,0.738408,0.44913,0
"ENSMUSG00000062098.11","Btbd3",8.494307,4.660908,9.585447,9.064872,8.897279,7.083387,7.404677,9.205169,9.350544,9.241131,7.783724,12.440215,17.313553,5.986421
"ENSMUSG00000062101.12","Zfp119b",1.789529,4.871826,1.868528,8.743298,0,5.81328,5.761177,7.968204,3.492306,3.099258,6.010123,2.953983,5.174572,4.1647
"ENSMUSG00000062103.5","Olfr924",0,0,0,0,0,0,0,0.144951,0.337652,0,0.902208,0.754516,0,0
