"","geneid_symbol","PVN_14A1","PVN_14A2","PVN_14A3","PVN_14L1","PVN_14L2_b1","PVN_14L3_b1","PVN_14L4","PVN_14L5","PVN_14L6","PVN_3A1_b1","PVN_3A2","PVN_3A3_b1","PVN_3L1_b1","PVN_3L2_b1","PVN_3L3","PVN_naive1","PVN_naive2","PVN_naive3"
"ENSMUSG00000022494.15","Shisa9",0.3643,0,2.021916,1.405441,11.218125,1.348468,0.703293,0,0.276994,0,2.276113,0,0.491205,0,2.032159,8.779783,0.772872,0
"ENSMUSG00000022496.5","Tnfrsf17",8.485085,23.663579,14.224614,10.513664,0,22.961559,26.742906,12.054291,1.453419,30.403414,14.745372,3.11295,30.855801,28.053374,5.161394,26.281474,25.314329,0
"ENSMUSG00000022498.16","Txndc11",46.009825,71.84837,37.585893,50.640365,46.843809,33.618698,37.782537,24.795389,36.998092,74.215362,50.500481,64.279907,78.057973,50.558665,41.792837,55.288364,51.707611,41.452901
"ENSMUSG00000022500.15","Litaf",366.397808,326.904363,232.620136,260.094823,311.405781,155.35546,170.754872,226.696383,278.479699,278.457124,180.662093,264.279889,407.10779,374.755314,195.672116,102.008472,282.703207,305.538947
"ENSMUSG00000022501.6","Prm1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022503.10","Nubp1",19.886792,16.477149,16.537398,45.792779,34.787845,39.972631,21.334766,23.609221,14.046004,47.939121,42.305373,38.126769,32.829895,26.19574,27.924847,63.223832,41.216852,11.224611
"ENSMUSG00000022504.10","Ciita",1.885197,0,1.199188,3.413467,0.296831,0,6.51685,0.834887,0.35657,1.909415,3.169999,0.784452,0,0.912504,0.695911,1.879345,1.316771,0.145828
"ENSMUSG00000022505.9","Emp2",1.04834,0,3.197276,7.744772,10.721724,1.015874,2.420911,0,0.501131,0.59526,3.813555,3.145047,0.488349,1.055663,4.751302,5.780954,1.623446,0.261007
"ENSMUSG00000022507.6","1810013L24Rik",135.01132,202.565725,86.85546,106.724968,24.057659,51.195321,118.189127,126.851109,59.337022,109.776275,64.959795,146.836552,123.234,128.815161,132.881323,92.231469,150.502015,114.058715
"ENSMUSG00000022508.5","Bcl6",111.160292,113.27914,63.46381,84.352411,78.159623,26.110629,71.6138,103.27683,39.956019,59.031307,26.640758,96.16508,103.203093,116.921453,87.137258,28.401955,123.153671,88.88607
"ENSMUSG00000022510.14","Trp63",2.005069,2.429046,2.532582,3.425198,12.475517,5.485093,4.781797,2.255903,0.564252,0,1.318199,1.488518,1.987092,0,0.208643,4.158223,2.519927,1.598469
"ENSMUSG00000022512.3","Cldn1",1.238217,0,0.352354,2.150075,0,2.418728,1.150087,4.978264,26.157412,0,6.141144,0.040315,0,0.832315,4.908142,1.421998,1.633502,0
"ENSMUSG00000022514.14","Il1rap",6.706884,6.072826,6.242682,7.781256,6.900729,3.584989,8.660763,5.288095,11.59652,5.117767,10.318174,6.617225,5.214694,6.731582,6.257305,7.512556,7.904207,2.350882
"ENSMUSG00000022515.6","Anks3",34.354637,85.585182,63.852145,102.22658,75.754178,148.964856,83.909743,57.028865,46.103132,34.069534,96.181226,74.121671,134.669792,86.240645,133.3827,140.131313,51.969616,138.028208
"ENSMUSG00000022516.10","Nudt16l1",46.325877,49.101918,80.359989,46.727832,84.722193,51.640556,54.598751,72.90813,40.553628,36.914151,55.523266,69.807294,76.82411,43.903963,84.753034,102.750619,53.238512,44.75672
"ENSMUSG00000022517.17","Mgrn1",85.818112,57.016,76.533434,94.39601,135.619219,90.049428,78.186574,62.086255,61.515453,69.960475,86.265982,100.693618,101.982005,83.900731,95.710094,96.697363,94.951315,63.573592
"ENSMUSG00000022518.16","4930562C15Rik",6.844462,0,8.391487,9.462966,0,0,9.965214,4.963243,0,0.138677,0.674518,3.979833,5.934588,3.038135,2.752187,0,6.532448,1.167135
"ENSMUSG00000022519.14","Srl",18.517354,4.280636,3.832008,9.774842,3.936395,39.655306,6.156,2.169816,0.892675,15.325371,4.120575,6.523396,4.935668,6.543202,20.306372,10.316317,6.422929,3.143545
"ENSMUSG00000022521.10","Crebbp",32.276128,117.069793,41.559112,36.295821,53.777231,28.750525,29.212544,41.489803,32.912918,23.308539,58.98419,39.883699,53.985873,37.543911,52.673084,121.044834,42.111709,101.961159
"ENSMUSG00000022523.10","Fgf12",0.483932,0,5.937077,1.542561,0,0,1.909907,0,0,0,0.76988,0,0.724659,0,0,0,0,1.088916
"ENSMUSG00000022525.13","Plaat1",0.691279,0,0,0.555319,0,0,0.832856,0,0.821318,0,0.449682,0,0,0.043349,1.031462,3.724352,0.732512,0.933531
"ENSMUSG00000022526.8","Zfp251",6.788421,0,7.370676,10.758261,11.655519,6.999457,11.130614,7.611245,9.338684,3.68541,7.185597,6.633479,3.595353,5.295895,7.745077,12.225401,15.686597,2.546397
"ENSMUSG00000022528.8","Hes1",34.859804,37.968331,35.723096,54.533966,61.938439,22.202703,22.067102,39.556442,7.745674,91.173066,20.243333,15.023923,79.761605,31.357929,59.395087,9.741627,34.1162,20.57559
"ENSMUSG00000022529.11","Zfp263",27.177421,49.82516,22.962366,17.458948,44.828902,37.225123,21.482354,17.880299,23.442195,34.922453,40.191635,29.433787,47.513202,35.33968,44.299058,44.553999,29.727451,6.882226
"ENSMUSG00000022533.14","Atp13a3",36.187734,101.837285,49.863712,35.903019,40.993564,48.183888,28.302687,64.30368,42.924392,33.749121,54.961623,66.45615,75.619296,69.472605,43.824779,46.332252,58.106106,34.753521
"ENSMUSG00000022534.14","Mefv",6.391844,3.131454,4.994676,2.677875,8.765136,0.094991,2.671033,5.29381,8.626704,8.865953,2.109041,0.103329,0.945262,0,1.774432,0,0.343631,4.991766
"ENSMUSG00000022536.14","Glyr1",77.926663,78.630594,53.063073,65.375777,97.264409,55.322192,61.043146,102.081,101.713782,66.281966,85.918959,69.302444,76.171012,73.328333,81.592569,88.888672,79.894606,78.584389
"ENSMUSG00000022537.18","Tmem44",23.817793,34.560651,27.933516,23.091418,18.466643,32.802119,24.219613,11.143362,9.702996,30.288032,29.827985,21.39766,29.833167,35.99173,37.979216,35.484658,25.438065,13.092176
"ENSMUSG00000022538.20","Lsg1",21.029481,32.569117,31.158503,33.261903,67.450399,19.701145,35.962136,80.436862,16.179819,41.052992,36.696287,23.584808,26.558502,48.809147,67.306062,36.302634,35.560952,21.593616
"ENSMUSG00000022540.16","Rogdi",168.496878,181.944578,244.394599,171.220075,246.729623,296.479845,147.55628,219.831985,218.580321,288.77409,308.846372,243.242228,294.066193,234.046723,317.325178,408.563186,207.576815,224.230479
"ENSMUSG00000022542.7","Septin12",0.78996,0,0,0.692992,0,0,1.901564,0,0,0,0.513816,0,0,0,0,0,0.627415,0
"ENSMUSG00000022544.14","Eef2kmt",24.769874,34.041468,22.744549,25.558506,44.02116,8.686556,12.586748,8.955021,26.43023,20.684246,21.36531,21.172013,36.876037,27.072736,28.112171,35.727389,20.699835,6.854634
"ENSMUSG00000022545.13","Ercc4",14.62036,5.704097,10.511229,10.704138,12.328686,11.647571,14.352343,10.795205,6.063736,11.186544,14.447478,8.879783,15.214559,8.961444,16.223796,18.488012,15.20377,11.086843
"ENSMUSG00000022546.5","Gpt",4.307815,0,3.491678,0.965213,4.62104,2.871386,2.170833,3.179556,2.741883,2.841817,4.168745,7.174166,10.803479,4.15229,6.318049,2.775258,5.537579,0.649019
"ENSMUSG00000022548.14","Apod",1.000921,0,11.785078,6.789137,0,0,19.668452,0,0,0,4.149475,2.169893,0,0,3.722814,0,1.852437,0
"ENSMUSG00000022550.18","Adck5",21.389195,16.389051,41.960812,44.070982,73.421406,35.073896,58.19569,39.373906,19.60174,20.516667,60.092891,69.609205,35.264806,67.466919,66.644276,113.28614,39.669257,28.052935
"ENSMUSG00000022551.8","Cyc1",71.619994,65.272269,52.169675,38.071891,108.049049,85.513689,30.280174,92.475697,45.787925,74.475729,71.839797,54.748344,68.125393,80.53742,92.823897,83.253219,62.62485,56.196957
"ENSMUSG00000022552.16","Sharpin",33.856463,63.859643,52.726011,72.140723,74.020774,98.641819,68.215664,117.699578,47.275321,61.949299,72.033794,65.84163,70.415397,66.645355,68.592477,67.559958,64.67058,49.248607
"ENSMUSG00000022553.16","Maf1",182.980181,33.250134,119.90225,211.147626,162.512865,207.120137,34.286793,120.790867,173.766981,82.353151,192.040261,115.35966,101.030609,155.695413,187.170118,98.362323,100.552025,111.343292
"ENSMUSG00000022554.7","Hgh1",5.857562,10.378298,4.618013,7.278772,26.785272,26.265054,9.626718,0,3.484553,9.822027,11.052423,11.656388,20.030086,14.822693,20.968477,6.059905,8.789862,16.563637
"ENSMUSG00000022555.12","Dgat1",148.184814,81.573989,38.910735,80.317744,85.19259,89.46702,120.39076,588.970059,844.334067,249.680148,200.495768,91.204024,101.926795,79.770455,95.969304,36.746403,48.145073,46.767811
"ENSMUSG00000022556.11","Hsf1",69.086498,49.38439,52.102715,53.228548,99.558468,79.371927,68.314226,103.95706,42.095652,62.562891,78.766771,66.282486,84.448502,73.238453,62.564215,99.621327,77.466825,73.724614
"ENSMUSG00000022557.11","Bop1",31.523097,45.492935,39.929496,29.04475,17.996055,37.19242,30.27977,30.839551,30.30019,37.695778,31.262585,40.65853,37.049631,21.972303,22.833209,54.19689,21.634432,62.411049
"ENSMUSG00000022558.16","Mroh1",106.988835,112.785642,85.903826,76.751166,106.87764,48.54638,63.625338,90.020094,56.136897,55.512333,151.680921,119.894338,73.675686,95.181479,86.120291,50.537659,62.690633,114.889479
"ENSMUSG00000022559.8","Fbxl6",26.9616,80.300434,40.551451,32.625971,38.00204,82.874464,23.441122,49.981117,41.310824,34.121277,69.412941,51.557177,43.775354,38.42765,30.747997,107.969146,34.964493,52.256858
"ENSMUSG00000022560.9","Slc52a2",6.210527,4.168656,7.725252,10.752958,0.338605,4.24348,6.41212,4.697272,6.768934,8.999148,11.432114,7.545497,5.91311,11.505087,10.59091,14.824267,7.444701,1.497256
"ENSMUSG00000022561.13","Gpaa1",79.743628,56.636115,113.526834,70.869385,98.444923,161.726454,81.150536,38.313764,97.895915,179.630417,144.058365,119.335165,120.402946,75.72215,118.650699,86.390694,49.464356,83.379282
"ENSMUSG00000022562.15","Oplah",21.062306,10.492639,24.707005,33.464371,41.545363,57.81653,5.735762,2.94456,10.900364,37.001017,26.654353,53.470722,20.768208,29.138055,41.668267,38.644832,40.242992,77.578625
"ENSMUSG00000022564.7","Grina",184.404216,285.448969,189.370161,193.907578,141.953793,230.202348,180.59659,251.850858,388.566306,282.671337,294.522731,293.520426,241.883746,262.176197,199.436445,247.749513,201.193818,213.149935
"ENSMUSG00000022565.15","Plec",11.988126,4.855598,2.29066,4.395396,3.95303,7.534227,4.337518,9.731551,38.322221,12.801157,8.579384,2.508853,6.170803,2.444467,3.851021,2.017171,4.386307,5.220525
"ENSMUSG00000022568.17","Scrib",33.492695,126.104032,37.16672,22.347042,137.97236,66.522789,47.900551,88.45528,33.33723,33.069212,56.946991,36.297168,38.683878,31.842754,44.24448,83.849311,45.111585,41.38515
"ENSMUSG00000022570.7","Tsta3",13.813247,0,22.565108,20.944263,21.68025,33.063703,16.087377,24.266419,52.042452,11.70785,48.382503,23.745519,26.66015,20.883426,43.948276,70.018638,18.036929,0.821137
"ENSMUSG00000022571.9","Pycrl",30.241501,22.716801,19.840927,8.350984,1.499762,10.557427,6.863402,28.579317,2.744041,12.828597,22.694607,16.002511,12.50548,15.071316,11.747434,8.941868,16.445391,4.429453
"ENSMUSG00000022574.7","Naprt",2.429496,2.190328,11.36982,5.615237,24.802206,5.954695,14.452377,1.774882,6.59055,29.407553,30.119514,12.761296,5.284109,10.966343,11.457978,10.669374,14.923194,17.382304
"ENSMUSG00000022575.5","Gsdmd",123.988985,88.699992,122.101506,127.237377,200.56669,125.586326,132.575584,151.855136,89.329912,97.691953,168.938917,231.285797,140.002493,188.246761,266.579776,199.24391,133.545067,143.270217
"ENSMUSG00000022577.17","Ly6h",6.287051,0,0.799137,4.112703,0,0,1.303988,0,0,0,2.966943,0,0,0,0.897213,12.005003,1.265151,0
"ENSMUSG00000022579.10","Gpihbp1",0,2.555967,2.41866,7.734959,0,0,13.882889,0,0,0,2.637251,0,0,0,0,0,3.618416,0
"ENSMUSG00000022580.13","Rhpn1",1.783799,0,3.226053,1.273333,0,0,0,2.906616,0,0,3.185864,0,3.2488,0,0.47823,0.744024,1.046019,1.460833
"ENSMUSG00000022582.4","Ly6g",17.131686,0,0,44.306305,42.389486,13.591616,6.822311,236.961408,1031.730864,174.405778,139.204539,38.952075,19.572112,16.521186,11.702013,0,2.638988,5.64697
"ENSMUSG00000022583.12","Ly6f",0,0,1.089088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78734,0
"ENSMUSG00000022584.14","Ly6c2",200.870968,46.812482,31.393104,56.652663,152.972036,61.17916,76.358887,158.969661,1091.985168,319.918757,182.269915,33.724491,39.633604,10.346417,58.268446,4.955109,8.865855,170.743223
"ENSMUSG00000022586.11","Ly6i",0.391257,0,0.713512,2.614651,0,4.021114,5.126393,11.592888,0,0,2.54147,0,0,0,2.403765,0,0,0
"ENSMUSG00000022587.14","Ly6e",1975.488021,1305.626635,1116.330126,990.659698,928.330553,1172.830791,824.16309,682.411925,507.627391,945.508443,1064.02971,1193.462161,1178.333719,1246.75597,989.149443,1269.417265,1219.745478,1285.970218
"ENSMUSG00000022589.8","Cyp11b2",0,0,0.48257,0,0,0,0,0,0,1.413268,0,0,0,0,0,0,0.346987,0
"ENSMUSG00000022591.5","Gm9747",1.00241,0,1.05706,1.725494,0,1.195882,4.312145,0,0,0,1.280825,0,0,0,0,1.929276,0.948245,0
"ENSMUSG00000022594.14","Lynx1",0.098282,0,0.181764,5.103158,0,0.063136,2.373095,0,0.116679,19.005915,1.510695,1.186578,0,0,2.203879,2.264699,1.564162,0
"ENSMUSG00000022595.7","Lypd2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022596.3","Slurp1",0.282426,5.620411,0.260621,0.945311,5.495755,0,0.850541,0.949984,0.335574,1.134517,0.34447,0,0,0,0,0,0,0
"ENSMUSG00000022598.6","Psca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022601.11","Zbtb11",57.94393,44.484226,34.275071,34.821752,22.475391,34.116094,41.627689,25.225617,24.028,28.121052,27.595531,36.278175,52.111397,52.585197,41.845617,20.401124,51.835753,37.272732
"ENSMUSG00000022602.14","Arc",40.909276,43.209081,19.673104,21.842398,10.545174,3.210958,22.596712,23.907816,7.188482,13.734698,1.497994,14.514382,30.209176,27.357157,17.178996,9.364762,33.110815,38.490429
"ENSMUSG00000022603.9","Mroh4",0,0,4.903943,0.173157,0,0,0,0,0,0,1.066833,0,0,0,0,0,0,1.455508
"ENSMUSG00000022604.18","Cep97",8.336065,0,4.146664,4.721211,9.368745,4.984176,1.180452,1.645026,5.330019,3.565719,5.30618,4.348419,18.209227,6.123066,17.408894,9.421736,11.357381,8.801389
"ENSMUSG00000022607.18","Ptk2",6.325126,0.888628,2.854964,16.605585,4.063996,3.342685,24.201374,0,1.057739,1.351435,13.333263,9.847755,12.228516,6.125703,4.775668,10.168902,6.168359,2.902819
"ENSMUSG00000022610.10","Mapk12",3.675224,0,3.751262,7.272926,8.402009,3.542244,11.60197,0,0.642607,4.942518,4.62436,1.74569,0.182275,9.649802,0,19.83819,4.320124,12.909886
"ENSMUSG00000022613.8","Miox",0,0,4.751353,0,0,0,2.581917,0,0,0,0.549639,1.637865,0,0,0,0,0.88314,0
"ENSMUSG00000022614.8","Lmf2",23.627629,5.344395,47.002629,28.853507,20.236988,79.946232,20.876563,48.54671,45.201793,22.346667,53.914571,58.903247,35.333002,59.549563,74.762066,40.292548,40.29662,33.47082
"ENSMUSG00000022615.7","Tymp",0.946861,0,1.045839,0.328813,0,3.385361,0.702199,0,1.974339,0,2.680156,0.086323,4.21541,1.235269,2.644954,5.049323,0.778904,0
"ENSMUSG00000022617.15","Chkb",75.522213,156.08468,132.994112,115.203884,36.872425,170.441293,70.974869,126.019544,76.023924,163.650647,138.834308,172.308297,145.073906,99.32827,119.648332,106.249557,96.218673,91.89016
"ENSMUSG00000022619.5","Mapk8ip2",1.262809,0,1.429154,0.751791,5.628808,0,1.908475,0.946032,0,0,7.597696,0.022832,0,0,0,1.748798,0.558767,0
"ENSMUSG00000022620.14","Arsa",18.167889,14.942931,26.689022,24.566936,32.886918,37.752838,28.356568,16.166093,12.526787,25.923438,39.668051,33.998116,38.278908,44.462244,43.40477,40.494864,27.667347,26.807024
"ENSMUSG00000022621.16","Rabl2",9.60607,21.038405,15.646006,10.635662,3.220051,6.410132,1.558139,14.391134,3.719724,17.270165,15.535838,52.440668,5.902341,5.672114,3.539571,14.277514,5.707625,1.755001
"ENSMUSG00000022622.5","Acr",0,0,0,0,0,0,1.885953,0,0,2.57698,0.518617,0,0,0,0,0,0,0
"ENSMUSG00000022623.17","Shank3",3.053378,0,0.452489,4.523536,0,12.000562,1.989396,3.189567,0,1.395527,1.836008,0,2.348804,0,0,0.304565,2.513814,0
"ENSMUSG00000022629.17","Kif21a",0,1.944996,0,1.653048,0,1.460327,0.589103,0,0,0,0.87494,0.22985,0,0,0.48624,1.709022,0.517383,0
"ENSMUSG00000022634.9","Yaf2",34.050915,25.150071,25.919258,14.072389,3.480883,6.421047,12.120675,18.726354,35.131356,35.526774,19.278,23.732584,19.050166,19.22998,15.702737,17.578707,21.746786,28.623749
"ENSMUSG00000022635.9","Zcrb1",50.605645,43.127454,48.631132,40.41719,67.444097,62.682598,54.367964,62.218428,47.043603,81.471869,62.678877,35.316785,74.187915,67.862173,54.393943,35.966055,54.691044,45.536464
"ENSMUSG00000022636.13","Alcam",4.996031,0,0.835277,7.346034,0.14768,0.285935,9.052303,4.909029,16.665769,0.172153,8.484886,4.122933,0.505411,0.121752,3.355838,0.864357,0.427617,0.145104
"ENSMUSG00000022637.11","Cblb",10.932026,10.421477,13.097668,13.849813,17.780892,4.764408,12.272796,7.696681,4.755745,8.681772,12.042022,6.350018,16.623668,9.37089,9.061776,5.810246,10.164618,8.112976
"ENSMUSG00000022641.15","Bbx",11.396753,5.717166,12.722169,11.819385,26.462001,15.983039,6.018571,28.184502,6.39145,6.407916,12.613863,11.806341,9.567727,8.305794,15.959885,9.524978,16.703093,10.810575
"ENSMUSG00000022650.7","Retnlb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022651.6","Retnlg",183.522843,0,1.676199,45.095293,4.242489,47.572121,0,827.065351,2826.968202,476.484207,333.627081,16.297736,46.492152,5.060404,1.12812,0,0,12.605297
"ENSMUSG00000022652.7","Morc1",1.57705,0,0.729141,3.302268,0,0,2.082411,0,0,0.395491,1.686171,0,0.872926,0,1.600407,0.189271,0.653606,2.219453
"ENSMUSG00000022656.15","Nectin3",0.759201,2.402704,4.737535,3.835962,11.064174,10.583846,3.816806,1.452271,0.100036,0,2.141676,0.099587,0.509783,0,2.212726,1.50352,2.373407,0
"ENSMUSG00000022657.9","Cd96",0,0,0,0.50623,0,0,0,0,0,0,0,0.995754,0,0,0,0,0,0
"ENSMUSG00000022658.10","Tagln3",4.67779,0,1.971547,2.886185,0,0.231135,9.644473,0,0,0,2.922189,0.240676,0,0,9.298525,4.90205,0.473276,0
"ENSMUSG00000022659.13","Gcsam",3.288987,0,1.336563,4.888669,0,0,1.408212,0,0,0,3.252132,0.630831,0,0,4.071013,0,0.479414,0
