"","geneid_symbol","PVN_14A1","PVN_14A2","PVN_14A3","PVN_14L1","PVN_14L2_b1","PVN_14L3_b1","PVN_14L4","PVN_14L5","PVN_14L6","PVN_3A1_b1","PVN_3A2","PVN_3A3_b1","PVN_3L1_b1","PVN_3L2_b1","PVN_3L3","PVN_naive1","PVN_naive2","PVN_naive3"
"ENSMUSG00000053334.6","Ficd",3.201175,3.8244,10.168261,4.286256,9.382748,5.01763,2.701168,1.723534,3.49839,8.398417,6.455772,3.351822,13.474682,4.740534,7.327491,13.29768,7.125761,6.341131
"ENSMUSG00000053338.9","Tarm1",3.235449,0,0,0,1.225268,0,0.869904,3.898036,16.91175,8.027628,6.665052,0,0,0,1.437368,0,1.480287,0
"ENSMUSG00000053347.15","Zfp943",13.889064,11.758421,18.157903,11.262863,0.338217,13.106257,9.804194,12.919341,9.250294,23.118045,18.17715,19.616102,18.015985,18.126215,19.259596,30.489111,20.740758,24.356349
"ENSMUSG00000053367.15","Epp13",2.466531,0,0,0,0,0,0,0,0,0,1.243935,0,0,0,0,0,0,0
"ENSMUSG00000053368.13","Rxfp2",0.495835,0,2.645017,3.287367,0,0,4.036352,2.874653,0,0,2.724398,0,0,0,2.501504,0,0.188648,0
"ENSMUSG00000053375.8","Atp6v1e2",0,0,4.217373,0,0,0,1.374923,0,0,0,1.883463,0,3.285303,0,0,0,0,0
"ENSMUSG00000053388.10","Trim50",0,0,0,4.387388,0,0,1.402158,0,0,0,0.950461,0,0,0,0,0,0,0
"ENSMUSG00000053389.4","Tas2r107",0,0,2.45061,2.400363,0,0,0,0,0,0,1.822918,0,0,0,0,0,0,0
"ENSMUSG00000053390.16","Zfp952",2.694905,17.475512,13.410146,8.407234,8.753693,15.212792,9.997332,10.106231,5.461348,8.044059,13.120346,6.432907,12.060024,11.624105,11.089483,12.085123,6.015319,5.839534
"ENSMUSG00000053391.5","Olfr211",1.022802,0,2.790334,1.967116,3.128985,2.955961,0.727825,0,0,0,3.342157,0,0,0,0.600779,1.232537,0.63941,1.808694
"ENSMUSG00000053395.15","Cacng8",3.29363,0,1.742299,0.848723,10.137494,3.261576,0.947132,2.123148,2.270204,1.707759,4.382266,2.008345,9.722938,0.393529,0,0,0,0
"ENSMUSG00000053398.11","Phgdh",90.589661,46.131011,116.692823,82.993704,74.435178,100.822137,53.181054,63.916977,50.341988,74.608955,98.144217,85.588274,106.864537,190.818775,118.367236,109.143177,107.219885,50.782297
"ENSMUSG00000053399.9","Adamts18",2.418044,1.170238,2.844396,2.255797,3.726596,0.871171,10.919137,0,0,0,1.640595,0,0.748173,0.516422,0,3.135678,0.616995,0
"ENSMUSG00000053411.16","Cbx7",11.360604,6.407221,30.043066,19.94677,36.947316,28.431723,30.655601,35.445343,9.381277,20.023895,41.597408,31.110744,28.746388,25.328268,30.497581,36.530486,31.214964,17.605186
"ENSMUSG00000053414.8","Hunk",0,5.213902,1.685116,4.007642,16.963148,0,2.140667,2.825351,0.54972,0.929085,3.452496,0.188495,0.087332,0,1.947895,5.61229,1.860898,0
"ENSMUSG00000053420.6","Gm4792",0,0,1.175108,0,0,0,0,0,0,0,0,0,0,0,5.542888,0,0,0
"ENSMUSG00000053436.15","Mapk14",157.852035,151.23938,167.243971,156.538836,124.777026,275.493673,98.853058,178.390738,171.135052,270.965427,205.806808,183.385807,212.522591,268.717012,181.947595,267.773195,164.520785,169.187418
"ENSMUSG00000053441.5","Adamts19",3.023666,6.260275,3.21958,1.222609,9.436997,0,1.095268,1.208641,0.415991,1.152572,2.149777,0,0.05405,0,0.89419,0,1.178842,0
"ENSMUSG00000053453.9","Thoc7",20.755056,201.781451,37.598139,29.473701,25.091266,40.884527,18.053707,51.190361,45.787436,42.829114,39.646792,30.447875,16.492978,39.97183,32.305569,28.284237,35.171118,85.059215
"ENSMUSG00000053460.8","Ggcx",16.854498,35.635573,25.952956,15.38681,17.220067,40.308342,9.776443,30.574909,10.736182,24.037706,17.593658,25.42081,42.223027,25.66288,14.303335,21.029899,24.274923,20.222531
"ENSMUSG00000053461.9","Hhipl2",0,0,1.966011,0.714179,0,0,0.534613,0,0,0,0.525048,0.877,1.706276,0.55625,0,0,0.235283,0
"ENSMUSG00000053465.6","Hs6st3",0,0,1.369276,0.997709,0,0,1.489035,1.666688,0,1.001447,1.818043,0,0,0,3.382428,0,0.984337,0
"ENSMUSG00000053469.14","Tg",0.136675,0,1.094095,0.915534,1.358298,11.647022,0.413637,0,0.251454,12.908596,0.741293,0,0.467953,0.617866,0.85346,0,3.403016,2.266365
"ENSMUSG00000053470.13","Kdm3a",95.094114,93.046122,86.484006,103.491303,130.720991,48.774495,104.308341,138.832937,47.370697,44.614638,76.284856,73.02184,162.018119,100.486223,106.168895,69.806295,126.982417,67.170237
"ENSMUSG00000053475.5","Tnfaip6",4.220363,0,0,0,0,2.392079,0,4.993519,7.685401,0.666744,2.622603,0,3.706347,0,0,0,0,0
"ENSMUSG00000053477.17","Tcf4",79.801624,134.138789,90.511827,100.794066,218.874022,141.726891,118.315254,157.358238,32.61796,131.25943,97.830805,173.184014,183.122211,136.083911,127.150666,237.104543,108.048096,102.895554
"ENSMUSG00000053483.13","Usp21",80.590711,36.764948,69.989472,76.36613,164.252864,95.385857,36.375312,88.428342,46.674894,63.782911,93.016392,68.535254,82.313721,80.486318,91.384303,197.95528,66.329973,139.102149
"ENSMUSG00000053490.8","Trim60",3.19186,0,0.841113,2.034799,0,0,5.032305,1.022159,0,1.017898,1.359392,0,0,0,0,2.048644,1.006181,0
"ENSMUSG00000053508.8","Gtsf2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053510.12","Nrd1",83.993247,106.699276,47.449112,51.907035,38.050545,96.437073,63.469484,75.322509,85.488951,74.939166,56.449131,78.544118,79.702374,82.550962,98.774498,61.808739,70.418555,75.401092
"ENSMUSG00000053519.17","Kcnip1",1.028982,0,5.229878,3.161703,15.498359,0,3.342009,0,0.343565,0,3.398864,0,0,0,3.605643,2.222692,0.48986,7.265518
"ENSMUSG00000053522.11","Lgals7",0,0,0,0,0,0,13.794172,0,0,0,2.723806,0,0,0,0,0,0,0
"ENSMUSG00000053536.7","Cstf2t",13.97582,13.005358,17.23554,12.85276,18.360301,9.51672,1.969009,28.248468,14.046399,13.581266,16.065558,18.658078,17.010449,16.435699,17.531029,25.756613,13.47125,8.392536
"ENSMUSG00000053550.13","Shisa7",1.650189,5.239004,1.111017,4.586176,11.013779,2.361096,1.761852,0.770852,9.116845,2.807284,2.707197,1.448847,1.040598,2.715506,6.97726,5.018727,1.509053,0.84473
"ENSMUSG00000053552.14","Ebf4",0,0,0.882142,1.707772,6.4901,0,1.716429,0,0,0,0.388951,0,0,0,1.58467,2.457338,0.754878,0
"ENSMUSG00000053553.11","3110082I17Rik",14.265241,12.046873,21.34235,13.803788,0,22.302047,12.703099,16.514683,19.08278,23.492056,22.071833,14.51264,20.698071,8.691763,24.633362,32.528111,18.091579,8.900057
"ENSMUSG00000053559.13","Smagp",43.412077,25.391937,32.221748,34.137331,61.077297,37.847545,30.863386,42.706902,13.282547,64.364817,38.35916,50.328236,43.694601,42.964453,48.104538,58.606656,47.014649,48.118486
"ENSMUSG00000053560.5","Ier2",1172.107884,985.281721,1541.135802,1439.425098,1784.554468,1841.0259,867.199997,1658.359267,1085.003683,1857.658461,1296.467003,2504.134641,1548.586649,1567.758828,1718.724213,1290.746406,1333.85245,1353.125917
"ENSMUSG00000053565.10","Eif3k",92.889361,151.753509,115.37229,87.168732,61.923613,147.520402,73.283862,60.141483,127.342581,151.494114,106.73282,122.294155,80.304981,101.667044,59.090067,143.105311,84.891172,90.448629
"ENSMUSG00000053574.5","4930563E22Rik",0,0,2.235788,7.225837,0,3.333316,0.911584,0,0,0,1.141718,1.929561,1.816934,0.439791,0.376581,5.331553,3.217434,0
"ENSMUSG00000053580.16","Tanc2",211.598858,164.91424,228.901051,235.931945,249.316968,170.40031,232.512593,196.178281,83.222269,125.349176,192.047159,259.52418,325.833054,256.405338,277.489885,309.031445,285.992243,162.446258
"ENSMUSG00000053581.13","Zfand2a",93.242439,46.079947,59.096662,45.959776,71.599414,43.634057,24.399465,80.774164,27.212583,59.015856,30.820149,45.496256,35.00548,44.843076,41.265148,54.443352,50.554726,28.3625
"ENSMUSG00000053593.10","Fate1",4.21543,0,5.436974,2.41078,0,7.148062,0,0,1.444008,0,0.488378,0,0,0,1.854957,0,0,0
"ENSMUSG00000053600.8","Zfp472",1.724748,0,6.35677,5.77167,1.578462,6.315301,3.630086,0,3.07585,5.547337,7.43153,3.513507,7.551728,6.259439,8.778633,9.308563,4.10768,1.164131
"ENSMUSG00000053604.5","Rpia",22.505597,34.228316,19.749275,12.720212,25.409278,25.379227,23.646656,42.977842,55.343628,65.983727,38.115177,18.047622,20.090294,28.114429,23.014978,23.639505,20.802125,29.500024
"ENSMUSG00000053617.12","Sh3pxd2a",29.507986,22.726334,31.781505,27.092099,11.170441,33.047622,19.212036,40.356681,15.101676,11.802894,28.453076,38.320683,27.844893,34.245337,27.154147,37.551297,28.77844,28.645287
"ENSMUSG00000053624.4","Gykl1",1.354596,4.476983,2.074908,2.718802,0,0,0,0,0,0,0,0,0,0,1.677403,0,0,3.553435
"ENSMUSG00000053626.5","Tll1",1.109307,0,0,1.503711,11.568244,0,1.233309,0,0,0,4.973761,0.026812,0.049615,0,0,1.873418,1.176793,0
"ENSMUSG00000053641.9","Dennd4a",171.848922,204.784371,183.393304,114.034755,115.353579,113.494078,172.878284,118.299119,85.658403,92.822394,124.228214,178.587039,176.707682,169.407471,127.403269,172.833253,162.692632,162.078154
"ENSMUSG00000053644.13","Aldh7a1",20.827282,1.905853,20.920601,20.070497,32.933347,20.446881,3.46247,15.839346,8.374329,25.079638,19.278824,25.869462,23.32197,22.239775,23.660496,41.345642,23.630117,19.170734
"ENSMUSG00000053646.13","Plxnb1",0.35606,0,12.208154,8.461652,1.83738,0,6.717217,0,0.105567,0.594426,1.977617,0.693631,5.703481,4.398908,1.834398,8.094193,1.478235,0
"ENSMUSG00000053647.4","Gper1",1.766842,0,0.888494,1.075094,0,0,10.918018,2.159791,0,0,1.567085,0.052717,0,3.0677,7.395485,0.309415,0,1.084276
"ENSMUSG00000053654.7","Krt42",0,0,1.578422,0,0,0,0,0,0,0,0.226845,0,0,0,0,0,0,3.764413
"ENSMUSG00000053675.8","Tgm5",0,0,2.573108,1.412112,0,0,3.970628,4.706041,0,0,0.285943,0,0,0,1.300245,0,0,0
"ENSMUSG00000053678.7","Defb40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053684.8","BC048403",1.35664,0,5.760258,2.408492,35.965512,4.270306,6.755683,6.052883,3.062342,4.299587,4.388186,1.688022,3.669417,6.691471,31.068949,5.742074,8.370901,1.735296
"ENSMUSG00000053687.15","Dpep2",6.865664,0,5.075726,5.400761,19.180056,3.980484,10.270608,0,0,2.616515,3.21395,0.645017,0,0.098139,4.095948,0,3.759854,0
"ENSMUSG00000053693.16","Mast1",14.754622,9.735602,20.276952,11.87993,4.287234,2.61236,15.099177,3.28902,4.491872,21.119224,9.458411,16.915308,11.278987,11.723927,20.41738,7.801993,14.564948,23.887201
"ENSMUSG00000053695.3","Defb37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053702.16","Nebl",2.073233,0,2.422373,4.14954,0,0,9.501136,3.634051,1.114606,0,3.490758,0,0,0,2.755532,0,0.586175,7.012514
"ENSMUSG00000053706.2","B430305J03Rik",2.038251,0,2.181424,2.154895,3.931915,11.508605,3.236326,11.559201,4.076137,4.735972,5.321973,2.592493,6.264816,4.381237,3.206046,3.297436,2.844684,2.173822
"ENSMUSG00000053716.9","Dusp7",38.019359,59.577278,99.234361,80.784719,94.201386,71.668429,71.33606,92.292084,45.488659,83.419506,102.900459,111.844615,116.881923,106.439552,107.482052,132.066928,79.372777,94.564103
"ENSMUSG00000053719.10","Klk1b26",0,0,0,0.844459,0,0,0,0,0,0,1.02594,0,0,0,0,0,0,0
"ENSMUSG00000053720.4","Vmn2r43",0.425235,0,0,0,5.191907,0,0,0,0,0,0.476347,0,0,0,0.35244,0,0.375458,0
"ENSMUSG00000053729.4","Spinkl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053730.15","Tmem39b",12.727106,18.467677,27.521488,21.200123,47.648781,19.311509,23.038568,12.190843,9.979732,14.067504,18.019381,15.160734,39.356866,35.825437,14.4208,15.310073,15.992727,29.366863
"ENSMUSG00000053742.8","Gm5114",0,0,1.461328,3.735656,0,2.287867,2.035914,0,0,0,1.471615,0.091401,0,0,0,0,0.349508,0.296909
"ENSMUSG00000053746.8","Ptrh1",0,34.078427,2.865587,1.326364,0,4.062652,0,0,0,4.992434,2.566236,0,0,6.291033,0,0,0.689736,0
"ENSMUSG00000053747.9","Sox14",0.201147,0,0.370166,0.538386,0,0,0,0,0.23928,1.079083,0.817503,0,0,0,0,4.271135,0,0
"ENSMUSG00000053754.14","Chd8",47.374302,81.716925,55.873811,82.874452,396.557119,100.561016,80.462065,57.137307,46.354527,70.988872,89.461656,133.305639,89.555558,94.507843,150.942719,114.190525,119.153535,69.636882
"ENSMUSG00000053765.4","Oas1f",0,0,0,1.565694,38.48111,0,1.749138,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053768.13","Chchd3",31.738629,117.67553,29.876918,33.209352,2.699539,51.14755,36.025327,24.784767,49.004994,9.698195,18.028936,26.80131,22.912819,29.477463,26.004903,38.46813,32.441215,11.226811
"ENSMUSG00000053769.5","Lysmd1",12.316574,18.699935,14.817178,13.967776,35.22572,17.252449,10.801928,5.824092,11.59227,8.481846,19.609056,18.770246,18.28114,18.519279,17.202386,11.53966,12.222752,10.006743
"ENSMUSG00000053773.5","Rdh8",0.932381,0,0,0,0,0,0.927885,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053774.9","Ubxn7",15.015318,134.053636,17.013399,13.534047,12.710031,9.35158,12.246683,114.812811,13.531592,12.824341,18.20398,16.668242,12.611526,20.822793,14.960991,11.817315,19.622252,30.922843
"ENSMUSG00000053783.5","1700016K19Rik",0,0,0,1.382689,0,0,1.529634,0,0,0,2.520475,0,0,0,3.794585,0,0.6776,0
"ENSMUSG00000053790.3","Defb38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053797.10","Krt16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053799.8","Exoc6",22.261406,38.959814,28.709505,22.244718,33.175942,41.001487,25.817621,34.731847,31.758848,30.970545,35.88191,25.926373,32.534735,33.838206,21.403812,18.686686,30.394954,29.598724
"ENSMUSG00000053801.18","Grwd1",11.484888,7.041907,9.57272,8.570624,0.541249,16.917685,1.987289,14.821093,6.570868,7.409234,15.736796,15.424532,9.765891,11.573243,7.93321,10.53496,9.920479,9.932745
"ENSMUSG00000053815.5","Olfr744",0.239564,0,0.440053,2.760646,0,0,1.435663,0,0,2.229134,0.384234,0,0,0,0,12.094738,0.625585,1.85405
"ENSMUSG00000053819.16","Camk2d",66.842325,69.725739,53.822493,58.010659,87.27995,100.075628,54.020356,46.46417,25.501503,55.274541,68.705794,69.977388,45.453654,66.645546,62.261716,77.869544,76.364412,55.726102
"ENSMUSG00000053820.4","Bcl2a1c",0,0,0,0,0,0,4.215766,0,0,0,0,0,0,4.737798,0,0,0,0
"ENSMUSG00000053825.15","Ppfia2",1.750932,0,0,2.55842,0,1.613303,2.299225,0.876549,0.085297,1.981703,0.949364,0,0,1.108116,0.540814,0,0.460208,0.369775
"ENSMUSG00000053835.17","H2-T24",56.941946,49.389368,23.902628,23.744487,43.686175,28.53986,16.492432,20.345786,27.393285,23.050851,25.765318,20.683051,24.955587,45.262513,24.891271,37.616535,42.835712,26.317835
"ENSMUSG00000053838.14","Nudcd3",26.913499,27.597999,27.649022,30.92953,38.40424,37.250899,34.997929,31.006417,23.894298,29.708673,52.035023,34.421545,33.027871,36.903972,43.474044,46.077251,37.692857,33.049259
"ENSMUSG00000053841.15","Txlna",56.40374,31.793197,80.808707,45.280171,79.326709,66.926029,43.801977,101.317856,70.072257,117.949024,77.500218,73.828492,63.926944,54.898507,91.800069,43.554463,63.348688,63.934928
"ENSMUSG00000053846.5","Lipg",0.785028,0,0.966131,5.843165,0.359172,2.220354,1.990814,0,6.093616,1.05115,2.574078,0.257448,0,0,3.000131,3.017819,0,0
"ENSMUSG00000053852.11","Adgrg4",8.87995,0,0.916744,0.883053,0,0.060068,0.141485,0.315454,0.055448,0.874227,1.162394,0,0,0,0.233542,0,0.310538,0.526687
"ENSMUSG00000053856.7","Dnajc5g",0.823551,0,0,2.937582,0,0.176339,0,0,0,0,0.89218,0,0,0,0,0,0.860377,0
"ENSMUSG00000053861.1","Gm9925",1.288211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053862.6","Slc51b",0,0,0,0,0,0,4.273081,0,0,0,6.512441,0,0,0,0,0,0,0
"ENSMUSG00000053863.3","Mepe",1.517573,0,3.250136,5.413941,0,1.787203,1.514721,0,0,0,2.055299,0,1.963046,0,4.692049,0,3.004202,0
"ENSMUSG00000053868.4","Gm5142",0,0,1.553433,3.475942,0,0,0,0,0,3.564629,1.408799,0,0,0,13.598628,0,0,0
"ENSMUSG00000053870.7","Fpgt",11.312932,0,8.809639,6.14885,7.260957,9.745639,15.505778,1.524603,4.290955,4.575397,9.183975,3.618407,7.709161,12.451251,8.421032,14.342328,9.751839,22.94932
"ENSMUSG00000053873.1","Aym1",0,0,0,0,0,0,0,0,0,0,0.905381,0,0,0,0,2.260329,0,0
"ENSMUSG00000053877.12","Srcap",69.840971,74.299726,55.545871,66.676166,65.928535,29.376351,59.669452,79.203993,47.080026,49.121209,72.098111,77.179794,65.394022,81.716507,92.883897,72.189055,79.55444,48.889842
"ENSMUSG00000053886.4","Sh2d4a",0.535365,0,0.491042,2.395367,0,0,2.24424,0,0.354376,0,1.212327,0,0,0,0,1.435274,0.987135,0
"ENSMUSG00000053896.14","4933409G03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.471229,0
"ENSMUSG00000053897.15","Slc39a8",16.864111,14.596342,10.360013,11.857829,6.300916,21.626655,6.921683,9.426428,6.689937,15.082161,13.796839,9.115263,21.732197,14.820847,9.935947,22.631172,14.569498,7.883034
"ENSMUSG00000053898.12","Ech1",57.850405,126.464625,76.529745,75.877139,68.789636,47.212081,37.682061,86.740688,89.252706,84.433567,60.526584,58.913807,88.085112,77.615981,63.117764,79.114155,61.567271,91.608795
"ENSMUSG00000053907.10","Mat2a",507.541471,563.389962,351.35494,377.841629,402.04576,405.9025,400.443443,378.840557,175.414639,359.274316,255.865551,462.122611,532.871213,706.976968,405.477733,217.697414,500.889088,381.393407
"ENSMUSG00000053909.8","Rhox10",0,0,0,2.646561,0,0,3.880897,0,0,0,0,0,0,0,0.802632,0,0,0
"ENSMUSG00000053914.9","Kdm4d",0.300948,0,1.110353,1.208687,10.294237,0,1.358833,3.943006,0,0,0.611734,0,0.117226,0,0,4.532146,0.99617,0
"ENSMUSG00000053916.4","Nanp",0.627286,0,0,5.871884,0,7.252921,13.743967,3.725145,3.365325,0,5.095555,7.412924,0,4.084791,0,0,4.957576,0
"ENSMUSG00000053929.17","Cyhr1",62.275575,39.901979,66.052899,55.880843,19.557129,67.911149,36.738363,35.618718,34.913385,48.47062,71.397754,59.152506,69.180224,62.034848,71.277711,54.825552,55.751449,72.886397
"ENSMUSG00000053930.13","Shisa6",1.013028,0,0.395278,1.642813,2.078441,2.096195,0.967777,0.359674,0,0.427352,0.390376,0,0.161001,0,0.332815,27.453282,0.070813,0
"ENSMUSG00000053931.11","Cnn3",2.968251,0,0,3.441512,0,8.992552,4.478243,0,0,19.839024,1.968876,1.94483,0.343447,0,4.997227,6.849993,6.107685,0
"ENSMUSG00000053950.10","Adnp2",12.184671,3.896209,10.699795,11.403389,18.797357,12.644331,9.439522,16.847723,12.235188,12.320388,15.692696,15.746535,13.094836,16.348087,12.369356,18.279148,13.371588,12.490197
"ENSMUSG00000053961.7","Ang5",0,0,0,4.955659,0,0,0,0,2.681407,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053963.7","Stum",0.476951,0,6.550999,4.467831,0,1.302182,2.884823,0.402104,0.497948,0.398284,1.2125,0.911052,0.971806,0,2.009012,0,2.540713,1.20876
"ENSMUSG00000053964.17","Lgals4",13.582977,4.277089,11.863533,17.078272,0,19.797091,20.251035,9.777427,25.044761,18.827168,17.855103,9.1156,54.717601,30.423907,12.454544,47.586074,14.628417,0.710421
"ENSMUSG00000053965.10","Pde5a",1.26248,0,0.516965,2.323356,0,1.142003,2.436051,0,0.06618,0.541166,1.963261,0,0.080992,0,0.696437,1.814508,1.506412,3.336061
"ENSMUSG00000053977.13","Cd8a",1.488547,0,2.039039,2.294391,33.099119,1.999384,4.77546,0,0,0.18117,1.551474,0,1.057406,0,0,3.725968,0.717037,3.855716
"ENSMUSG00000053985.10","Zfp14",3.672579,0,4.164323,7.712802,4.893149,11.702138,8.743952,17.289371,3.117315,4.153971,8.870975,5.993894,7.791021,12.057451,8.537202,8.993784,10.258598,6.734833
"ENSMUSG00000054000.5","Tusc1",6.379203,0,1.16735,2.985604,0,11.26868,3.807483,0,3.042429,0,5.440868,9.669313,0,3.262798,0,1.23889,1.260193,2.865682
"ENSMUSG00000054003.13","Tdrd9",0,0,0,0,0,0,0,0,0,1.526182,0.096481,0,0,0,0,0,0.432814,0
"ENSMUSG00000054005.4","Mill1",0,0,2.116175,1.75609,0,0,4.932624,1.102368,0,0,1.733152,0,0,0,2.240163,1.263763,0.217026,0
"ENSMUSG00000054008.9","Ndst1",9.890341,15.957883,19.029266,25.941274,28.627533,41.092061,17.548181,72.21164,33.410761,11.974714,52.120522,32.520183,27.928722,46.824366,28.035155,12.874902,25.129702,30.950208
"ENSMUSG00000054013.6","Tmem179",0,0,0.951785,0.230445,0,0,3.623501,0,0,4.383568,0.139961,0,0,0,0,2.986514,0.683367,0
"ENSMUSG00000054021.6","Sirt5",7.046028,1.676537,3.559999,6.419437,0.385975,3.91605,5.705155,32.369747,3.043906,0,7.335582,7.133986,9.238115,8.142819,1.476596,0,1.509546,0
"ENSMUSG00000054027.8","Nt5dc3",11.960026,25.4426,7.747881,8.141799,9.124781,3.316775,29.576217,43.415943,5.892968,6.637432,9.144345,7.249819,9.46628,9.572892,9.0515,7.463917,7.895929,6.036007
"ENSMUSG00000054033.6","Adam39",0,0,1.796873,1.961776,3.879903,0,1.112616,0,0.183156,0,1.308491,0,0,0,0,2.374166,0,4.508366
"ENSMUSG00000054034.10","Tceal5",0,0,0,0,1.00805,0,5.252941,0,0,0,0.718897,0,0,0,0,0,0,0
"ENSMUSG00000054036.6","Olfr279",1.611953,0,1.356706,4.098952,0,0.611899,1.471522,0.493967,0.086943,0,0.792022,0.071559,0.441995,0,0.731094,0,0,0
"ENSMUSG00000054046.7","Klk13",1.631254,0,6.449897,2.516413,0,0,7.700491,0,0,2.815254,1.718278,0,0,0,0,9.493314,0.307742,0
"ENSMUSG00000054051.7","Ercc6",5.461626,13.960298,10.196511,12.441907,9.083102,11.306991,11.552229,9.314804,6.616579,9.115999,15.474894,9.326961,5.968097,10.424893,14.867839,11.127609,18.4753,9.504514
"ENSMUSG00000054052.5","Rdh19",0.666108,0,1.632794,0.891317,0,0,2.66363,0,0,3.277478,0.721833,0,0,0,2.474969,0,0,0
"ENSMUSG00000054054.3","Olfr309",11.306158,0,0.672998,3.463968,0,5.226618,0,13.657242,0,0,1.277885,0,0,0,6.90115,2.334597,0.672142,0
"ENSMUSG00000054057.2","A930004D18Rik",0.248977,3.718678,0.689818,1.500209,0,0,0.375226,2.513739,0.295734,0,3.965151,0,0,0.625063,0,0,0.164965,0
"ENSMUSG00000054065.12","Pkp3",1.83446,0,0,0.408878,0.697783,0,7.749308,1.907808,2.039636,0,8.068592,0,0,0,1.508737,0,0,0
"ENSMUSG00000054072.12","Iigp1",4.297995,0,3.817673,7.034872,5.799993,8.321284,4.305295,0,0.200899,5.265686,4.625404,1.05332,1.013781,0.052882,0.209821,0,0.729577,2.661519
"ENSMUSG00000054074.9","Skida1",1.169818,0,0.25335,2.315291,0,7.164265,0.543425,0,0,0,0.731909,0.05868,0,0,0,0,0.238751,0
"ENSMUSG00000054079.12","Utp18",24.271862,64.995579,14.0595,27.902299,0.356063,14.591127,30.208694,5.230649,14.51304,27.254415,16.19082,13.308231,16.163586,32.383444,13.45749,17.377677,22.698751,16.454194
"ENSMUSG00000054083.8","Capn12",2.674999,0,0.616346,4.576372,0.382556,0,5.028223,0,3.577498,6.944668,3.669925,3.349207,3.611072,4.081271,3.114014,4.188209,2.654949,3.009364
"ENSMUSG00000054087.11","Fbxw28",0,0,0,0,0,0,0,0,0,0,1.832069,0,0,0,0,0,0,0
"ENSMUSG00000054091.9","1810037I17Rik",43.637231,15.348093,20.607727,33.329294,0,16.268124,12.74482,54.619434,109.326109,61.450044,35.11717,20.516303,24.927557,31.625151,45.007021,9.113654,25.087888,11.368048
"ENSMUSG00000054099.11","Slc25a40",13.151232,20.890565,17.697537,8.104562,7.870952,3.111667,6.116589,1.050886,4.582428,9.211538,5.164578,4.849318,11.80518,4.40514,8.661081,16.171596,6.736359,5.962719
"ENSMUSG00000054102.15","Nlrp9a",0.895199,0,0,0.859589,0,0,0,0,0,0.479958,0.208819,0,0,0,0.888776,0,0,0
"ENSMUSG00000054106.7","Try4",0,0,0,0,0,0,1.822715,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054115.11","Skp2",3.960507,2.508274,8.283633,8.25633,0,0,12.582185,6.063193,3.975042,2.679675,6.09987,5.458918,2.476489,5.128062,0.57343,6.753052,5.42098,0
"ENSMUSG00000054116.1","E130116L18Rik",0,0,5.067112,0,0,54.950672,0,0,0,0,13.580256,0,0,10.61375,0,0,0,0
"ENSMUSG00000054117.8","Zdhhc25",0,0,1.759838,3.429522,0,0,0,0,0,0,0.520822,0,0,0,0,0,0,0
"ENSMUSG00000054128.16","H2-T3",0.784053,0,3.657763,2.098653,0,0,2.726698,0,0,0,0.748769,0,2.88375,1.103491,0,0,1.900768,0
"ENSMUSG00000054134.14","Umodl1",0,0,1.02073,0.951832,0,0,0.50879,0,1.352117,6.11372,2.222485,0,0,0.529982,0,2.726468,0.669461,0
"ENSMUSG00000054136.6","Adm2",0.681844,0,1.246421,0,0,0,0,0,0,0.458948,0.553787,0,0,0,0,0,0,0
"ENSMUSG00000054141.5","Olfr24",2.320685,0,0,0.365843,0,0,10.614558,0,0.933356,0,1.110873,0,0,0,1.697895,0,1.027147,0
"ENSMUSG00000054142.5","Vmn1r236",1.339581,0,2.168592,1.526889,0,0,0.996755,0.88929,0.391164,0,2.89761,0,2.883591,0,4.06092,0,0.087542,0
"ENSMUSG00000054146.8","Krt15",0.499811,0,1.376464,0.334333,11.418876,0,0.748423,0,0,3.35601,1.421536,0,0,0,0,0,0,0
"ENSMUSG00000054150.12","Syne3",0.997785,0,0.879278,0.673344,1.935155,0.076431,2.947399,2.069542,7.659469,0.512981,3.111607,0.099978,0,0.642553,1.148569,0,0.611178,1.210097
"ENSMUSG00000054156.8","Gm4894",0.896051,1.780348,0,2.158843,0,0,1.615948,0,0,0,1.456877,0,0,0,0.667212,0,0,0
"ENSMUSG00000054160.2","Nkx2-4",0,0,2.257081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
