"","geneid_symbol","PVN_naive1","PVN_naive2","PVN_naive3","PVN_3A1_b1","PVN_3A2","PVN_3A3_b1","logFC","logCPM","PValue","FDR"
"ENSMUSG00000047423.10","AI837181",159,130,62,61,190,604,0.819368326513959,0.499234013053895,0.77104883160871,1
"ENSMUSG00000047428.14","Dlk2",10,1,0,10,13,0,-1.10043134945977,0.0879319149062496,0.77106823321875,1
"ENSMUSG00000047434.14","Xxylt1",38,84,11,53,153,366,0.360707193845886,2.21486558201348,0.771126115820946,1
"ENSMUSG00000047441.4","Antxrl",0,1,0,9,2,0,-0.697194464950288,0.898150553981158,0.771172924581632,1
"ENSMUSG00000047443.14","Erfe",0,1,0,0,6,5,-0.152112854896368,4.0121763642857,0.771299624953056,1
"ENSMUSG00000047444.3","Olfr139",4,1,17,0,20,0,0.087178015632642,5.79727121453115,0.771376658800633,1
"ENSMUSG00000047446.18","Arl4a",6,25,5,30,44,101,0.710899369517802,0.85607413788199,0.77142822656295,1
"ENSMUSG00000047454.12","Gphn",32,50,53,36,118,179,-0.0782822276248929,7.31321238287253,0.771451773012532,1
"ENSMUSG00000047459.14","Dynlrb1",61,100,51,148,185.999,232,-0.101866008182308,5.47652689889836,0.771455879771112,1
"ENSMUSG00000047462.9","Gpr141b",3,2,12,0,18,1,0.0889654731879892,8.25347623377119,0.771636405086506,1
"ENSMUSG00000047466.10","8030462N17Rik",82,139,43,126,275,604,0.475651557746252,1.97177756756345,0.771665769062015,1
"ENSMUSG00000047473.14","Zfp30",7,36,28,21,68,124,-0.0840327525234615,8.07974394184426,0.771689270139826,1
"ENSMUSG00000047492.5","Inhbe",16,2,0,0,14,10,0.655841784996792,1.12818504818719,0.771756267413448,1
"ENSMUSG00000047495.15","Dlgap2",8,2,7,5,1,0,0.0752201966974902,7.04215670756798,0.771772967572322,1
"ENSMUSG00000047497.10","Adamts12",0,4,4,0,19,0,-0.423643546743903,2.56936489942043,0.771773051590271,1
"ENSMUSG00000047501.3","Cldn4",0,0,0,0,11,1,0.122897880152139,4.63179400156943,0.771827245730968,1
"ENSMUSG00000047507.12","Baiap3",0,1,4,0,16,33,-0.788252885630017,0.649845604169913,0.77183250033507,1
"ENSMUSG00000047511.6","Olfr1396",0,1,0,6,16,0,0.747227233552899,1.18571217060514,0.771899564791537,1
"ENSMUSG00000047514.6","Tspyl1",234,198,68,224,389,924,0.182047336858783,3.91998992779469,0.771944639981034,1
"ENSMUSG00000047515.8","BC049715",11,8,0,28,49,49,-0.745032533027636,0.603567623674538,0.771967137026385,1
"ENSMUSG00000047517.12","Dmbt1",4,7,6,0,27,0,-0.292183886937717,2.76476427945152,0.771982521645427,1
"ENSMUSG00000047518.3","Slfnl1",0,2,0,2,3,0,0.203966702363488,3.41797282734774,0.771993703272566,1
"ENSMUSG00000047528.13","Flacc1",4,1,0,0,2,0,-0.552925162334293,1.87176876461023,0.772079012168912,1
"ENSMUSG00000047531.9","Rtp2",11,0,1,0,2,0,0.821419961737094,1.26863592410974,0.772090204413046,1
"ENSMUSG00000047534.17","Mis18bp1",19,7,5,22,32,5,0.31445933711786,2.45541568038821,0.772111430524337,1
"ENSMUSG00000047539.9","Fbxo28",142,121,75,62,216,566.001,0.847041663964124,0.536257814757172,0.77215186823232,1
"ENSMUSG00000047544.7","Olfr616",0,5,2,0,1,0,0.711155058025564,-0.252122394536518,0.772268409696493,1
"ENSMUSG00000047547.14","Cltb",64,99,34,85,136,391.999,-0.123897843930689,4.53784657677518,0.772276026224092,1
"ENSMUSG00000047554.14","Tmem41b",115,127.999,26,94,178.001,359.001,-0.801672857933175,0.810504426020319,0.772540045394252,1
"ENSMUSG00000047557.2","Lxn",5,9,13,5,21,95,0.797277854843863,0.0791365586529214,0.772603419708628,1
"ENSMUSG00000047565.5","Acot10",8,4,0,0,1,0,0.719523674581105,1.17571929476439,0.772620774982732,1
"ENSMUSG00000047583.9","Tyw3",33,23,19,18,38,50,-0.482171497778612,1.88337225675805,0.772634921645213,1
"ENSMUSG00000047586.4","Nccrp1",8,3,5,0,5,0,-0.115588680256271,5.02422279507178,0.772794393834513,1
"ENSMUSG00000047591.5","Mafa",0,3,0,0,20,21,-0.482879315765527,1.92766670253355,0.772869030366702,1
"ENSMUSG00000047592.17","Nxpe5",5,2,0,7,16,1,0.554370715310899,1.55971910566316,0.772896157823594,1
"ENSMUSG00000047594.4","Olfr1122",5,1,1,0,10,0,0.923645309428577,-0.0251811540406274,0.772990719812708,1
"ENSMUSG00000047603.9","Zfp235",49,30,6,37,83.999,29,-0.242887808607142,2.89965411810863,0.772991903645947,1
"ENSMUSG00000047604.3","Frat2",31,11,1,21,77,134,0.0773429529095373,7.61000251431986,0.772997529117869,1
"ENSMUSG00000047606.4","Ankrd34c",2,4,0,0,13,1,-0.170775391767555,3.64137545647903,0.773027701657983,1
"ENSMUSG00000047613.10","A430005L14Rik",27,21,19,8,48,99,0.189134150661478,3.62508263187185,0.773057985564041,1
"ENSMUSG00000047617.11","Paxx",61,23,9,20,54,159,0.0864219088769848,6.62409408657876,0.773084131709206,1
"ENSMUSG00000047619.5","Ddi1",0,13,5,26,21,0,0.195534370495163,3.46462515654653,0.773098178622524,1
"ENSMUSG00000047626.4","Olfr791",0,2,2,0,2,0,0.0808836493363029,6.68295799382194,0.773142720337512,1
"ENSMUSG00000047631.4","Apof",0,1,0,1,4,0,-0.116509055969868,4.97962013880748,0.773143768396125,1
"ENSMUSG00000047632.11","Fgfbp3",0,0,1,9,9,0,-0.561085386095581,1.62093511209316,0.773213930130667,1
"ENSMUSG00000047635.6","2810006K23Rik",12,33,29,28,39,163,-0.113787182936896,4.87085208731972,0.773312945875958,1
"ENSMUSG00000047636.3","Cdcp2",0,4,0,0,1,4,0.380722820169947,2.17634853486844,0.773422761760621,1
"ENSMUSG00000047638.15","Nr1h4",0,1,0,0,7,2,0.73678685224438,0.983405687337259,0.773443467124962,1
"ENSMUSG00000047648.13","Fbxo30",47,149,111,131,159,388,0.10854849543599,5.56415460507865,0.773573081849821,1
"ENSMUSG00000047649.9","Cd3eap",95,69,65,121,104,283,-0.176301766191481,3.7265399592448,0.773581071275399,1
"ENSMUSG00000047654.6","Tssk6",16,0,0,32,9,34,-0.93692229532863,0.134196903445701,0.773586381204166,1
"ENSMUSG00000047655.2","Vmn1r74",18,2,0,0,14,0,0.113659880901329,8.60200885823517,0.77359587212341,1
"ENSMUSG00000047656.9","Trpt1",1,9,5,9,11,27,-0.168259186229462,3.64913058234514,0.773610332903118,1
"ENSMUSG00000047669.8","Msl3l2",42,13,9,45,41,86,-0.0821529876386459,7.33478075139649,0.773614719116631,1
"ENSMUSG00000047671.8","Tctex1d4",30,41,8,43,34,137,-0.0947186767377059,5.3211714642886,0.77377772291155,1
"ENSMUSG00000047675.15","Rps8",381.771,710.672,382.884,653.904,943.75,2359.539,0.701407921017421,1.20267217277429,0.773867983577253,1
"ENSMUSG00000047678.1","Gpr82",0,3,0,0,11,16,-0.0867730104276048,7.28049381888129,0.773956708963545,1
"ENSMUSG00000047686.9","Rtl3",5,0,0,14,2,0,-0.993127105799606,-0.0585643355991837,0.77411049842934,1
"ENSMUSG00000047694.12","Yipf6",85,188,66,77,228,448,-0.732219021104572,0.96276484125372,0.774134687938816,1
"ENSMUSG00000047696.16","Ccdc144b",7,9,2,15,25,0,-0.414854315280261,2.1652126792323,0.774158508564562,1
"ENSMUSG00000047702.2","Olfr1388",0,5,0,18,8,0,-1.07010327188676,-0.0227407162956996,0.774173836608952,1
"ENSMUSG00000047710.8","Champ1",175,139,62,130,263,891,0.103592151055763,5.58513614640019,0.77417391062947,1
"ENSMUSG00000047712.8","Ust",27,52,21,66,103,267,0.495831163688317,1.44629894625191,0.774176797641935,1
"ENSMUSG00000047714.14","Ppp1r2",215,297,105,341,367,1063.991,-0.107099148040003,5.23195623295553,0.774183353291329,1
"ENSMUSG00000047716.4","Olfr736",7,2,0,0,10,0,0.0934040376794885,5.82063656793737,0.774208003076845,1
"ENSMUSG00000047719.2","Ubiad1",55,28,32,35,95,302,-0.654631947759293,1.03174401524234,0.774333846269477,1
"ENSMUSG00000047721.8","Bola2",86,88,55,72,157,343,0.0879175496621365,6.08092443781686,0.774359430428488,1
"ENSMUSG00000047730.17","Fcgbp",8,5,5,9,36.999,0,-0.915057695663155,0.790298086035672,0.774387517726884,1
"ENSMUSG00000047731.17","Wbp1l",445,528,318,400.999,938,1979.999,-0.0892454618607528,6.76350839942795,0.774405207555132,1
"ENSMUSG00000047735.14","Samd9l",25,30,16,185,235,150,-0.0805756677820611,8.91305904484911,0.774533555613143,1
"ENSMUSG00000047746.14","Fbxo40",8,7,9,0,23,12,0.0920697152628649,6.92450361168556,0.774568922504599,1
"ENSMUSG00000047747.10","Rnf150",97.999,157,82,107,322,677,-0.720387747547229,1.15236016413517,0.774650954410827,1
"ENSMUSG00000047749.2","Zc3hav1l",23,24,34,5,37,54,0.0830344014883725,6.86653245216059,0.774685145852181,1
"ENSMUSG00000047757.17","Fancb",0,11,1,0,19,12,0.0906546457057597,5.59981399020169,0.774711593299305,1
"ENSMUSG00000047759.6","Hs3st3a1",2.641,3.238,0,0,11.981,2.259,1.0973424066429,0.130853945346568,0.774737545645333,1
"ENSMUSG00000047766.15","Lrrc49",17,10,2,4,18,17,0.0854565543427563,6.40948373386406,0.774776159633213,1
"ENSMUSG00000047767.17","Atg16l2",83,112,9,122,198.998,375,-0.089480045440316,6.22172715397801,0.775053343862554,1
"ENSMUSG00000047773.15","Ankfn1",0,2,12,0,9,0,0.106290138307149,4.98527855320122,0.775089907498646,1
"ENSMUSG00000047777.9","Phf13",108,162,71,24,162,358,-0.880973203334915,0.0559321266115191,0.775096588823407,1
"ENSMUSG00000047786.12","Lix1",18,8,10,4.453,34,45,-0.880973203334915,0.0559321266115191,0.775096588823407,1
"ENSMUSG00000047787.8","Flrt1",4,8,0,10,27,5,-0.880973203334915,0.0559321266115191,0.775096588823407,1
"ENSMUSG00000047789.5","Slc38a9",204,277,152,243,447,1049,-0.151774871644936,3.93473452162106,0.775103392692897,1
"ENSMUSG00000047793.13","Sned1",28,18,4,24,48,108.001,0.0822368480521553,6.17815477976035,0.775133080126723,1
"ENSMUSG00000047794.6","Olfr685",8,4,0,13,15,0,-0.91837100583228,0.467423293373562,0.775187696820145,1
"ENSMUSG00000047798.15","Cd300lf",4,17,37,95,281,163,-0.661353369812771,0.914953855247992,0.775211310003083,1
"ENSMUSG00000047804.15","Akap10",179,185,93,193,416.001,773,0.81522808540571,0.439021973860749,0.775247301557066,1
"ENSMUSG00000047810.9","Ccdc88b",906,1002,569,1334,2238.001,5665,0.81522808540571,0.439021973860749,0.775247301557066,1
"ENSMUSG00000047821.16","Trim16",25,12,14,33,41,41,0.0766666572453004,6.64742213104468,0.77536556457711,1
"ENSMUSG00000047824.13","Pygo2",169,345.999,204,429.001,407,1871.001,-0.321693358912357,2.42314274239958,0.775399594436271,1
"ENSMUSG00000047832.9","Cdca4",92,73,40,66,170,299,-0.0992702950899548,5.52964675989586,0.775410195303695,1
"ENSMUSG00000047842.7","Diras2",1,2,0,0,18,0,0.110869666493633,4.92612057077312,0.775438360404982,1
"ENSMUSG00000047843.16","Bri3",64,86,68,157,250,567,-0.647786593312756,1.00080714214538,0.775630287498117,1
"ENSMUSG00000047854.5","Stx19",3,17,25,1,10,118,-0.0846737071541581,6.2154427981066,0.775636496312177,1
"ENSMUSG00000047866.18","Lonp2",135,195,108,191,324,682.001,0.0881102906176776,5.91324930177571,0.775697320939495,1
"ENSMUSG00000047867.11","Gimap6",95,156,93,173.001,291,1100,-0.419568103577447,2.08410212146205,0.775724214335077,1
"ENSMUSG00000047875.6","Gpr157",178,190,90,239,504,858,-0.811356164757903,-0.0111687895281683,0.775734914298776,1
"ENSMUSG00000047878.13","A4galt",2,6,4,0,31,12,-0.751833856927842,1.00824553855108,0.775807591906232,1
"ENSMUSG00000047879.17","Usp14",97,166.001,64,97,242,740,-0.733573822562643,0.639607241146858,0.775822111266812,1
"ENSMUSG00000047880.15","Cxcr5",9,2,0,19,6,0,0.0767527779623615,7.26099384618033,0.775968445042645,1
"ENSMUSG00000047881.14","Rell1",33,20,61,78,99,121,0.691713732211909,0.302626307966982,0.775986985284615,1
"ENSMUSG00000047888.10","Tnrc6b",568,627.999,238,573.999,1174,3111,-0.0845980199336666,6.11263452116624,0.776151574338639,1
"ENSMUSG00000047904.6","Sstr2",0,4,0,8,13,0,-0.254348837745574,3.16534104183157,0.776181824213694,1
"ENSMUSG00000047907.11","Tshz2",11,8,0,37,23,1,-0.766981914629487,0.835920986499932,0.776232099223625,1
"ENSMUSG00000047909.11","Ankrd16",82,115,102,144.001,305.001,555,-0.174870629287116,3.56605093407817,0.776298822394819,1
"ENSMUSG00000047910.6","Pcdhb16",1,2,6,0,9,0,-0.25472709739848,3.02224194860696,0.776421508439989,1
"ENSMUSG00000047911.6","Npm2",16,3,0,0,9,1,0.139324534027859,4.78669606945295,0.776467196077938,1
"ENSMUSG00000047921.17","Trappc9",154,217,107,169,333,849,-0.0820432467913195,7.02153390441693,0.776726073759411,1
"ENSMUSG00000047945.6","Marcksl1",851,2926,1649,3213,1520,18139,-0.814254666001493,0.373169968545297,0.776752897102529,1
"ENSMUSG00000047959.4","Kcna3",15,27,1,35,66,254,-0.0733292328143162,7.52816797221945,0.776816008961763,1
"ENSMUSG00000047963.7","Stbd1",10,25,3,30,28,53,-0.816988242495959,0.934636571504621,0.776912928681838,1
"ENSMUSG00000047969.5","Olfr1093",1,2,0,0,3,0,0.154536891015755,4.2249335655664,0.776976285298119,1
"ENSMUSG00000047976.4","Kcna1",7,1,0,0,8,0,0.261962588671443,2.86146711723334,0.77699790166936,1
"ENSMUSG00000047977.3","Synb",16,17,13,10,20,0,0.0818755741940982,6.2356290376463,0.777053973786382,1
"ENSMUSG00000047986.12","Palm3",0,5,5,0,10,0,0.0764264747254124,6.45736023990925,0.777239263491911,1
"ENSMUSG00000047989.11","Ino80c",72,81,42,82,128,324,0.109107624156951,4.83960883734981,0.777280110537917,1
"ENSMUSG00000047992.11","Dipk1c",2,0,2,0,15,0,-0.831184915703566,0.438552892870351,0.777285464084863,1
"ENSMUSG00000047996.16","Prrg1",5,7,0,0,14,3,0.149516546850698,4.06712759243347,0.777327299345665,1
"ENSMUSG00000048000.15","Gigyf2",263,324,98.999,282.999,506,1266,0.08578053443296,5.85153672403538,0.777383593713963,1
"ENSMUSG00000048007.4","Timm8a1",4,15.011,18,17,25.718,82.637,-0.72121477710743,0.835338785074924,0.777395711562782,1
"ENSMUSG00000048012.19","Zfp473",15,33,1,35,52,78,0.279169380618584,2.78644729343735,0.777575295941012,1
"ENSMUSG00000048022.11","Tmem229a",21,9,0,14,42,4,-0.83602172495921,0.775316936234235,0.777582593182208,1
"ENSMUSG00000048027.9","Rgmb",360,253,105,237,571,979,0.266264274138277,2.7006069817994,0.77766311770127,1
"ENSMUSG00000048029.10","Eno4",0,13,0,10,12,20,-0.808344885123234,-0.0469956169449845,0.777676969751938,1
"ENSMUSG00000048031.15","Fcrl5",1,2,7,9,18,0,0.0745830595754404,7.88566419137444,0.777690765666523,1
"ENSMUSG00000048038.8","Ccdc187",4,12,0,7,56,0,0.597851986757891,1.61310915759883,0.777693401802345,1
"ENSMUSG00000048039.8","Isg20l2",78,132,101,109,154,456,-0.859075096657717,0.00121584014273729,0.777712287460639,1
"ENSMUSG00000048047.3","Zbtb33",55,103,77,68,167,492,-0.859075096657717,0.00121584014273729,0.777712287460639,1
"ENSMUSG00000048058.17","Ldlrad3",0,6,0,10,10,5,0.0790160620617637,6.35111308192699,0.777741201575407,1
"ENSMUSG00000048062.4","Fpr-rs4",0,1,2,0,1,0,-0.408691176831455,2.200054490248,0.777780398568622,1
"ENSMUSG00000048070.4","Pirt",9,2,0,0,23,0,-0.11473925543471,4.87818009540382,0.77778841544226,1
"ENSMUSG00000048076.14","Arf1",629,1167,618,1220,1646,4173,-0.0893761709917139,5.49319639425395,0.777807529848839,1
"ENSMUSG00000048078.16","Tenm4",9,25,14,9,63,0,0.624478254565218,1.25949272579877,0.777853204427183,1
"ENSMUSG00000048080.2","Olfr731",0,3,14,0,16,0,-0.78471366129564,0.365498366600218,0.777891687088133,1
"ENSMUSG00000048087.6","Gm4737",5,4.937,0,0,3.854,1.068,-0.0989872277372332,5.09439327866467,0.778002093930366,1
"ENSMUSG00000048096.7","Lmod1",2,13,0,0,5,15,-0.682903406489296,1.19202622678223,0.77804351481244,1
"ENSMUSG00000048100.13","Taf13",30,176,101,227,104,535.144,-0.244601838009539,3.22925977985966,0.778072609706035,1
"ENSMUSG00000048101.6","Olfr19",0,3,0,2,2,0,0.0770272311062717,7.64372283374655,0.778214719292643,1
"ENSMUSG00000048108.13","Tmem72",52,78,48,31,133,63,-0.139637629308598,4.28071454744954,0.778259504505678,1
"ENSMUSG00000048109.10","Rbm15",178,246,59,203,440,1004,-0.0918393711991087,5.66140151569169,0.778262853489364,1
"ENSMUSG00000048118.17","Arid4a",260.001,580,321,480,873.001,2162,-0.0773262802792963,7.82984844459668,0.778292998663757,1
"ENSMUSG00000048120.16","Entpd1",1800,2512,1279,1724,4144,9423,-0.730816144257551,1.11050924720559,0.778324604624577,1
"ENSMUSG00000048126.16","Col6a3",202.001,143,66,116,277,372,0.169713422705758,3.74681628022918,0.778339579618167,1
"ENSMUSG00000048142.9","Nat8l",87,81,56,42,228,379,-0.0765255676027799,6.71733853773596,0.778445580507454,1
"ENSMUSG00000048148.18","Nwd1",26,24,18,5,52,17,-0.129183724606449,4.95329812331422,0.778559826650776,1
"ENSMUSG00000048153.6","Olfr49",8,3,8,8,15,2,0.767850684393068,0.89010021609327,0.778596875433647,1
"ENSMUSG00000048154.17","Kmt2d",1387.999,2107.999,1006,1506,3851,9471.854,-0.17360745802241,3.80710981866509,0.778647428956195,1
"ENSMUSG00000048163.13","Selplg",6291,6952,3343,6263,11621,30903,0.352354602186525,2.25525164839717,0.778677810918863,1
"ENSMUSG00000048170.14","Mcmbp",121,227,69,265,383,696,0.120646094900378,5.08791826119052,0.778687607867862,1
"ENSMUSG00000048174.2","Tmem81",9,17,11,5,36,22,-0.173092101762263,3.73914360503582,0.778877100199234,1
"ENSMUSG00000048175.13","Asb8",44,25,7,17,109,160,-0.524047821951669,1.95160161415426,0.778925097237033,1
"ENSMUSG00000048186.14","Bend7",1,1,0,0,10,0,0.204461188576825,3.33182421125448,0.778932381636774,1
"ENSMUSG00000048191.15","Muc6",6,21,24,15,84,39,-0.462249082242219,1.9719842682254,0.778934851828432,1
"ENSMUSG00000048200.12","Cracr2b",96,56,25,63.999,191,344,0.252224896462253,2.86294128929078,0.778972939765631,1
"ENSMUSG00000048216.13","Gpr85",19,0,1,0,8,0,-0.612459383553347,0.440453091768618,0.779009110724175,1
"ENSMUSG00000048217.11","Nags",0,2,0,3,13,0,0.105248273959929,5.21850047839736,0.779070608226042,1
"ENSMUSG00000048222.3","Mfap1b",102.673,181.064,124.653,188.03,288.514,879.237,0.07840970944247,6.70340427237057,0.779133130789584,1
"ENSMUSG00000048226.5","Olfr1212",0,0,0,8,4,0,0.31762966658776,2.34214640780012,0.779207818278539,1
"ENSMUSG00000048230.6","Fbxo43",3,3,0,8,5,0,0.0810052295738777,6.38154723152352,0.779209235318181,1
"ENSMUSG00000048232.12","Fbxo10",22,71,10,92,146,325,0.247139475221607,3.07875513850318,0.779227648622299,1
"ENSMUSG00000048234.13","Rnf149",145.923,208.331,94.41,162.51,404.426,810.683,0.105877414357923,5.19849414282379,0.779298822309918,1
"ENSMUSG00000048240.14","Gng7",11,27,32,12,22,80,-0.12166209704483,4.73136824660408,0.779303982293458,1
"ENSMUSG00000048249.14","Crebrf",245,240,134,185,404,806,-0.0927161530674957,5.9540073757906,0.779329939676807,1
"ENSMUSG00000048251.15","Bcl11b",20,11,0,3,17,0,0.459824528547746,1.86968041370705,0.779340557238831,1
"ENSMUSG00000048264.16","Dip2c",48,94,82,38,103,354,0.118034938501231,4.60010196014759,0.779347264990796,1
"ENSMUSG00000048271.14","Rbm33",465.001,718,352.999,627,1238.001,2772.999,0.541744055674958,1.55008785481452,0.779378516841574,1
"ENSMUSG00000048277.15","Syngr2",452,678,388,724.001,1089.001,3110,-0.202275848728733,3.22844247729088,0.779432222694797,1
"ENSMUSG00000048279.19","Sacs",35,38,40,33,87,126,-0.249429489316369,2.76882858064489,0.779518890745994,1
"ENSMUSG00000048280.18","Zfp738",93,71.264,55,85,190.647,337.344,0.0948302132418359,5.86058013664742,0.779640135013263,1
"ENSMUSG00000048284.4","Tas2r126",0,0,0,19,5,0,-0.0900005235088512,5.84474166778275,0.779652557350927,1
"ENSMUSG00000048285.9","Frmd6",13,15,32,20,44,100,0.0871541295358665,5.82329875613596,0.779709241046286,1
"ENSMUSG00000048292.3","Olfr1417",8,2,2,0,10.235,0,0.99021259995043,0.0374143987650794,0.779712438804323,1
"ENSMUSG00000048307.8","Ankrd46",65,88,77,77,240,500,0.0807991659721051,8.21812947658733,0.779924516629986,1
"ENSMUSG00000048310.8","Pskh1",95,121,40,77,173,558,0.793829020229758,0.427994372518777,0.779933443594533,1
"ENSMUSG00000048327.6","Ckap2l",3,83,55,24,67,307,-0.0785263356234893,8.48334791564444,0.779967166706132,1
"ENSMUSG00000048329.7","Mfsd6l",19,2,0,6,12,1,0.0937266662099349,6.22142797657249,0.780009445182953,1
"ENSMUSG00000048330.14","Ric3",99,37,16,51,193.001,338,0.757400289496729,0.40916076886324,0.780035129101541,1
"ENSMUSG00000048332.13","Lhfp",8,6,12,22,26,0,-0.68999591494848,1.04328404457037,0.780124356311731,1
"ENSMUSG00000048337.3","Npy4r",0,3,5,17,6,0,-0.916040508183492,0.442168160055674,0.780186073351551,1
"ENSMUSG00000048351.14","Coa7",24,12,12,41,57,74,-0.0783485264595873,7.22457772204923,0.780198793898215,1
"ENSMUSG00000048371.8","Pdp2",95,175,105,94,120,676,-1.13625874304213,-0.0452488716556739,0.780208017821282,1
"ENSMUSG00000048373.8","Fgfbp1",2,3,0,0,10,0,0.0762787354519407,8.66755702123007,0.780316483168176,1
"ENSMUSG00000048376.6","F2r",0,4,6,0,6,13,0.146542006449001,4.59546633598182,0.780365052636796,1
"ENSMUSG00000048377.7","Foxi2",1,3,0,0,8,0,-0.0859298606800801,5.59434712261988,0.780420449981345,1
"ENSMUSG00000048378.2","Olfr1394",14,4,3,0,24,0,-0.0891106496644926,5.59798971806484,0.780465186371141,1
"ENSMUSG00000048379.9","Socs4",123,170,71,172,272,762,-1.08721752212027,-0.0332900187807207,0.780606542714777,1
"ENSMUSG00000048385.9","Scrt1",47,3,18,0,11,0,-1.08721752212027,-0.0332900187807207,0.780606542714777,1
"ENSMUSG00000048388.3","Fam171b",10,2,4,0,21,0,-1.08721752212027,-0.0332900187807207,0.780606542714777,1
"ENSMUSG00000048402.14","Gli2",7,2,0,2,18,0,-0.113423481364241,4.5980559250219,0.780739930416739,1
"ENSMUSG00000048410.17","Zfp407",119,144,55,132,206.001,555,-0.103051584404992,4.98611867961321,0.780777003113323,1
"ENSMUSG00000048411.4","Gm597",0,3,0,2,9,0,0.185351549647288,3.73364633895718,0.780888896081142,1
"ENSMUSG00000048416.15","Mlf1",0,9,5,0,0,33,0.375855460757536,2.22647223135049,0.78091304673621,1
"ENSMUSG00000048424.17","Ranbp3l",6,8,8,19,23,49,0.0796715632377063,10.2989279134537,0.780924807779874,1
