"","geneid_symbol","PVN_naive1","PVN_naive2","PVN_naive3","PVN_3A1_b1","PVN_3A2","PVN_3A3_b1","logFC","logCPM","PValue","FDR"
"ENSMUSG00000046186.8","Cd109",0,1,0,0,26,18,0.589077806303002,1.41648598685225,0.760017044505723,1
"ENSMUSG00000046196.4","Ttc39d",0,1,0,20,6,10,0.706296751689822,-0.587991188414464,0.760030209350268,1
"ENSMUSG00000046201.9","Scaf8",245,432,144,272,571.939,1469.902,0.108033939386149,5.15379611312751,0.760108202958023,1
"ENSMUSG00000046204.14","Pnma2",16,7,0,0,30,15,-0.97245786349084,-0.559267557635651,0.760171457359573,1
"ENSMUSG00000046207.14","Pik3r6",135,172,113,241,339.001,702,-0.161805508599491,3.86131546688481,0.760194263756479,1
"ENSMUSG00000046223.10","Plaur",49,131,79,599,583,893,-0.487140793332842,2.13755584075948,0.760210259496537,1
"ENSMUSG00000046229.10","Scand1",106,69,39,147,246,383,0.259525250849502,2.9904643739153,0.760311039535229,1
"ENSMUSG00000046230.11","Vps13a",45.001,139,67,86,157.001,708,0.770990203022382,0.865265064276316,0.760319133209478,1
"ENSMUSG00000046240.8","Hepacam",0,0,0,1,8,0,-0.0979868442580816,6.53265090344699,0.760338278194269,1
"ENSMUSG00000046242.8","Nme9",0,0,0,0,4,11,-0.0897039340228451,6.40041450464751,0.760361236842595,1
"ENSMUSG00000046245.13","Pilra",36,49,26,135,198,361,-1.0228541488224,-0.666224295070995,0.760418570589403,1
"ENSMUSG00000046258.4","Adam29",3,1,4,0,10,2,0.152471710347604,4.63278129418057,0.760432457472694,1
"ENSMUSG00000046259.2","Sprr2h",0,0,0,1,2,0,-0.404067196240859,2.63472820311293,0.76046006230743,1
"ENSMUSG00000046262.14","C87977",0,0,0,1,19,0,-0.951620477727259,0.381850877581457,0.760465857330314,1
"ENSMUSG00000046269.17","Usp27x",17,14,4,8,51,52,-0.181127385901604,3.84682970467387,0.760469365412469,1
"ENSMUSG00000046272.4","Olfr1444",0,7,6,3,4,0,0.207948882225858,3.56751312301861,0.760518011939784,1
"ENSMUSG00000046275.2","Trarg1",10,4,0,0,14,0,-0.0812300321651762,8.33929696005269,0.760618171350298,1
"ENSMUSG00000046280.9","She",33,12,5,6,43,31,-0.246698513493463,3.25385837945769,0.760642569054221,1
"ENSMUSG00000046295.13","Ankle1",0,1,0,9,24,42,0.0887339484795938,7.4274095692527,0.760761148583648,1
"ENSMUSG00000046300.4","Olfr1412",0,3,6,9,15,0,-1.02487942042111,0.302473715298716,0.760877304025927,1
"ENSMUSG00000046311.13","Zfp62",333,415.999,263,369,568,1847.001,-0.517502956028442,1.6094509538117,0.760888084477272,1
"ENSMUSG00000046312.4","Myorg",0,2,0,0,16,38,0.109665458465984,5.54335985715593,0.760933707500692,1
"ENSMUSG00000046314.16","Stxbp6",17,8,2,1,10,0,-0.718453753800497,0.765123658298653,0.760974472500557,1
"ENSMUSG00000046318.16","Ccbe1",7,5,17,7,42.999,0,-0.844403152466821,0.306253567709169,0.761028979908375,1
"ENSMUSG00000046324.12","Ermp1",75,109.999,61,70,203.001,258,-0.844403152466821,0.306253567709169,0.761028979908375,1
"ENSMUSG00000046329.14","Slc25a23",72,103.999,43,108,156.999,341,-0.510841820788936,2.3753352497539,0.761368307571214,1
"ENSMUSG00000046330.10","Rpl37a",214.619,398.774,238.85,347.837,475.655,1411.831,0.0801645876334275,7.96199399053665,0.761392365161104,1
"ENSMUSG00000046337.17","Fam178b",0,1,0,21,4,0,-0.143031054349121,4.31432636133665,0.761409159392528,1
"ENSMUSG00000046351.11","Zfp322a",17,18,22,2,60,77,0.179373601271326,4.17691927811251,0.761447608099442,1
"ENSMUSG00000046364.14","Rpl27a",169,394.959,212.001,276.699,465.091,1277.141,0.421801807507615,1.97227927603299,0.761507619284919,1
"ENSMUSG00000046367.10","Mgat4e",0,3,8,0,9,0,-0.860929875585758,0.898385946175772,0.761545005947724,1
"ENSMUSG00000046380.3","Jrk",16,14,15,35,42,137,-0.994207707187425,0.465522502712063,0.761577995935938,1
"ENSMUSG00000046396.7","Olfr609",3,3,0,0,8,0,-0.124347525586806,5.19121463088874,0.761655183280174,1
"ENSMUSG00000046404.5","Yod1",27,59,32,50,117,184,-0.882298246533309,0.90674748878912,0.761666789196677,1
"ENSMUSG00000046408.15","1700067K01Rik",5,1,0,15,3,40,0.451910761656766,2.08287748675962,0.761706776715204,1
"ENSMUSG00000046410.10","Kcnk6",741,1054,396,697,1859,4452,-0.346028922629728,2.66688940365326,0.761778051908619,1
"ENSMUSG00000046417.14","Lrrc75a",38,50,33,75,128,140,-0.879940541225212,0.317166245600552,0.761783521788242,1
"ENSMUSG00000046432.12","Bex3",19,20,11,43,24,49,0.639124122013054,1.40985431015464,0.761823069627926,1
"ENSMUSG00000046434.16","Hnrnpa1",895.924,2115.941,893.967,1408.111,2109.021,6686.663,-0.900540037246924,0.676935931713997,0.761844501829503,1
"ENSMUSG00000046441.5","Cmtr2",40,24,33,32,60,168,-0.0854848922569435,6.07980182205091,0.761871402430449,1
"ENSMUSG00000046442.4","Ppm1e",39,67,6,14,90,156,-0.502477065467984,1.67633186247366,0.762005070257176,1
"ENSMUSG00000046447.3","Camk2n1",132,282,159,188,349,1170,-1.04640995023824,0.29128584104329,0.762070427950439,1
"ENSMUSG00000046449.15","Nexmif",0,8,9,0,11,0,0.922199804350778,0.706379262951759,0.762074763733906,1
"ENSMUSG00000046450.3","Olfr71",4,2,0,0,9,0,0.525759562265113,1.88366908788644,0.762199166892025,1
"ENSMUSG00000046456.14","Tmem150b",17,6,0,0,22,17,0.368699481365607,2.38865141783851,0.762217492928223,1
"ENSMUSG00000046460.15","Sh2d7",1,0,9,3,9,4,0.0938159306083064,6.99286375813567,0.762366801628947,1
"ENSMUSG00000046480.6","Scn4b",0,5,14,3,15,1,0.727474109285996,1.19033834635544,0.762455305664539,1
"ENSMUSG00000046486.4","Olfr231",0,0,0,14,16,0,-0.439273366143741,2.07011412731509,0.762455319920176,1
"ENSMUSG00000046493.5","Olfr1352",5,3,0,0,8,0,-0.130129106359744,4.86336590859366,0.762490500661565,1
"ENSMUSG00000046500.8","Tafa4",6,6,0,0,6,0,0.715755608444345,0.577913245995825,0.762507828428115,1
"ENSMUSG00000046516.10","Cox17",22,17,9,25,47,86,-0.117122814183563,4.8324048403783,0.762607720171682,1
"ENSMUSG00000046519.15","Golph3l",98,73,62,47,99,239.844,-0.575042908799552,1.51626037317524,0.76260806483759,1
"ENSMUSG00000046523.5","Kctd4",0,1,0,0,23,1,0.91850929863794,-0.479242214276456,0.76264361003803,1
"ENSMUSG00000046532.8","Ar",10,1,3,0,25,2,0.088555734103606,6.5780408708925,0.762803561991551,1
"ENSMUSG00000046541.9","Zfp526",51,42,43,32,137,174,-0.552631348195261,1.33894102005609,0.762844301085254,1
"ENSMUSG00000046546.3","Fam43a",48,141,178,138,67,1313,0.773321962104479,-0.549803508374585,0.762867560483616,1
"ENSMUSG00000046556.7","Zfp319",158,174,62,187,358,638,0.255857843991545,3.08097401865802,0.762882014437127,1
"ENSMUSG00000046562.5","Unc119b",132,167,68,88,247,806,-0.733543007277288,0.725471366530618,0.763105953930545,1
"ENSMUSG00000046567.10","4930430F08Rik",11,34,7,21,48,63,0.118939613031949,4.88598526991652,0.763116669549251,1
"ENSMUSG00000046572.10","Zfp518b",45,49,66,57,77,107,-0.0866675859125591,6.36803711436984,0.763148443581922,1
"ENSMUSG00000046573.7","Lyrm4",8,14,23,12,31,48,0.435446973990857,2.62588486095023,0.763213816733329,1
"ENSMUSG00000046574.8","Prr12",340,433,171,372,927,2468,-0.591705112339205,1.48606617592559,0.763233847491598,1
"ENSMUSG00000046589.7","Lrrc8e",16,4,0,0,8,0,-0.0895354308211875,6.88885282727302,0.763242622894952,1
"ENSMUSG00000046591.10","Ticrr",28,9,21,34,62,17,0.0879517655918156,5.91703776764939,0.763268266148158,1
"ENSMUSG00000046598.15","Bdh1",0,7,5,0,6,0,-0.16784938254008,3.76497817853371,0.76331455179318,1
"ENSMUSG00000046603.16","Tcaim",26,35,11,36,46,93,0.0830119426869251,8.26259374304684,0.763331414085888,1
"ENSMUSG00000046605.14","B3gntl1",27,53,17,25,103,295,-0.0867733163656174,6.17908940129462,0.763402127821032,1
"ENSMUSG00000046607.6","Hrk",13,1,14,9,18,0,-1.23663792094607,-0.633229981265456,0.763415063535831,1
"ENSMUSG00000046610.15","Oacyl",0,4,0,0,7,1,0.998657808692366,0.0993108656262417,0.763454175924363,1
"ENSMUSG00000046618.7","Olfml2a",0,4,16,0,14,0,-0.0808571625551751,7.02576947159068,0.763466372228395,1
"ENSMUSG00000046634.12","Pkd1l1",1,2,3,0,7,0,-0.100291974843096,5.56299934613405,0.76348612374996,1
"ENSMUSG00000046637.3","Ttc34",7,1,5,0,13,0,-0.0806551271243223,8.12939974786586,0.763506824612519,1
"ENSMUSG00000046643.2","Olfr218",0,3,0,4,6,0,-0.119413031676019,4.76025085567356,0.76368951474943,1
"ENSMUSG00000046650.4","Olfr1440",8,13,16,0,24.001,0,0.630421348654525,1.44167055793354,0.763698821757788,1
"ENSMUSG00000046658.16","Zfp316",99,104,48,77,205.001,617,0.0914490702672651,6.0465090066285,0.763704320550451,1
"ENSMUSG00000046667.14","Rbm12b1",149.043,63.398,0,59.392,98.128,213.91,0.441351350336132,1.94933905126474,0.763791112513683,1
"ENSMUSG00000046668.9","Cxxc5",511,611,258,672.001,944.999,2526,0.338454693896114,2.69312087807343,0.763875817016927,1
"ENSMUSG00000046671.18","Mtfr1l",316,278,145,233.999,405.001,1334,-0.911611517316873,0.658644716236587,0.763946247696973,1
"ENSMUSG00000046675.7","Tmem251",17,66,20,91,103,285,0.669364445688527,1.27330935655077,0.763973417377444,1
"ENSMUSG00000046679.16","C87436",66,59,38,50,129,309,1.03713381362187,0.0991994021499415,0.764008605633025,1
"ENSMUSG00000046688.14","Tifa",295,316,222,241,588.001,1407.999,0.98912814122334,0.0993382777681315,0.764017280488276,1
"ENSMUSG00000046691.14","Chtf8",192,262.775,0,261,375.798,911,0.98912814122334,0.0993382777681315,0.764017280488276,1
"ENSMUSG00000046694.6","Tent5b",12,0,0,18,17,19,-0.110310939630092,6.32178915211701,0.764043727620168,1
"ENSMUSG00000046707.9","Csnk2a2",134.001,208.999,100,182,436.001,886.999,-0.662845843609824,0.744576899705408,0.76412385124428,1
"ENSMUSG00000046709.18","Mapk10",30,7,0,20,25,0,-0.944281992075284,-0.675947174899012,0.764147006262028,1
"ENSMUSG00000046711.16","Hmga1",172.053,206.7,78.702,208.602,321.993,998.17,0.0885188332157445,6.26364795594664,0.764153546568891,1
"ENSMUSG00000046714.7","Foxc2",0,0,0,9,9,0,0.919990682310361,0.814349142783792,0.764243418930534,1
"ENSMUSG00000046716.7","Vmn1r67",0,0,0,6,5,0,-0.220492606505543,3.68189887749959,0.764250133618454,1
"ENSMUSG00000046718.8","Bst2",80,121,60,145,134,415,0.987508377709208,-0.222912841778819,0.764259259499232,1
"ENSMUSG00000046722.14","Cdc42se1",327,554.999,273,554,815.001,2125,-0.179272590535987,3.87258735766265,0.764376140605935,1
"ENSMUSG00000046727.13","Cystm1",3,5,0,4,19,20,0.147002109715684,4.30912886707405,0.764391226087463,1
"ENSMUSG00000046731.5","Kctd11",32,60,63,45,120,299,0.966281703375429,-0.48325479616932,0.764432633290735,1
"ENSMUSG00000046743.6","Fat4",46,17,10,14,80,0,0.0817195635142833,7.15233956046957,0.764487806435932,1
"ENSMUSG00000046748.8","Tmem45a2",1,2,2,29,24,0,0.169561360979222,3.82991683385062,0.764513867230853,1
"ENSMUSG00000046753.10","Ccdc66",110,101,47,60,198,390,0.1075249147989,5.08008918599902,0.764553328882279,1
"ENSMUSG00000046756.10","Mrps7",58,39,25,25,101,246,0.142419080795814,4.78575178828861,0.764596844538364,1
"ENSMUSG00000046761.13","Fam83h",10,26,25,39,61,199,-0.623162585199352,1.41381987607036,0.764598147440248,1
"ENSMUSG00000046768.13","Rhoj",4,10,0,19,12,2,0.3951448172843,2.52211670157523,0.764616676426945,1
"ENSMUSG00000046785.8","Epm2aip1",26,60,39,21,117,189,-0.703834815876168,0.89107570563151,0.764644161564235,1
"ENSMUSG00000046790.7","Olfr1341",2,5,0,8,22,0,0.129282228338393,4.61059794250188,0.764657168390083,1
"ENSMUSG00000046791.8","Riox1",53,54,11,109,229,365,-0.176414452108718,3.76422695491829,0.764658678338484,1
"ENSMUSG00000046792.8","Zfp787",168,146,79,101.001,253.999,790,-0.62339021105334,1.10498474284662,0.764666423740493,1
"ENSMUSG00000046793.8","Gpr61",0,0,0,10,17,12,-0.113663615734727,5.36750570911004,0.764779587913647,1
"ENSMUSG00000046794.9","Ppp1r3b",100,319,237,249,423,1646,0.888304463044429,0.149952366244321,0.764834667770057,1
"ENSMUSG00000046798.14","Cldn12",5,14,15,1,41,58,0.117313830280151,4.79213775942612,0.764842253261022,1
"ENSMUSG00000046805.10","Mpeg1",4993,8026,3725,4429,9421,25756,0.0825459273353309,8.23441863663458,0.76489475048929,1
"ENSMUSG00000046806.13","Cyren",51,87,51,98,191,268,0.307805765671009,2.64694052771453,0.765066161063721,1
"ENSMUSG00000046807.10","Lrrc75b",0,1,8,0,30,13,-0.708146369286982,1.19510666480561,0.765121648434061,1
"ENSMUSG00000046811.3","Gltpd2",3,0,0,0,7,5,-0.123881003553952,4.9447339105542,0.765126084266587,1
"ENSMUSG00000046818.7","Ddit4l",0,1,0,2,5,0,-0.209883938200244,3.62388100986539,0.765130785489414,1
"ENSMUSG00000046822.14","Slc39a3",148,135,73,84,278,619,-0.783981310050975,0.48638036551065,0.765208727869892,1
"ENSMUSG00000046826.7","Fam187b",0,6,4,11,15,0,-0.112637385655022,5.18751704261012,0.765227833661895,1
"ENSMUSG00000046828.3","Mettl21e",4,0,1,0,1,0,0.144770495681902,4.45837481297609,0.765279544551921,1
"ENSMUSG00000046834.7","Krt1",0,3,0,10,7,0,0.0958387116197695,5.52795171565508,0.765315591822456,1
"ENSMUSG00000046836.13","Brox",193.001,381.001,189,263,524.954,1410.271,0.712787900620826,1.24502064158091,0.765388158539405,1
"ENSMUSG00000046841.5","Ckap4",95,132,63,390,692,1021,0.089294205603394,5.80623511712097,0.765442381985065,1
"ENSMUSG00000046844.6","Vat1l",3,46,6,0,27,22,0.239379520655549,3.28337887880204,0.765513078932159,1
"ENSMUSG00000046846.4","Spesp1",20,7,0,9,13,0,0.921295089058641,0.0365312973341842,0.765540138688728,1
"ENSMUSG00000046854.16","Pip5kl1",3,2,0,0,4,0,-0.0946692103753628,5.71366628729715,0.765551894774234,1
"ENSMUSG00000046856.13","Gpr1",5,2,0,0,3,0,-0.734028474510562,1.56985274100272,0.765595426509474,1
"ENSMUSG00000046861.9","Hectd3",101,185,83,93,416,855,0.0967186599380412,5.28338320933434,0.765617969374426,1
"ENSMUSG00000046862.14","Pramef8",75,107,14,101,134,450,0.0788843200677752,7.70873914464102,0.765638498167524,1
"ENSMUSG00000046865.7","Fbl",170.886,242.367,145.981,167.803,347.658,938.382,0.502806146301581,2.12892008967252,0.765672167698118,1
"ENSMUSG00000046873.18","Mbtps2",150,130,43,152,271.579,473.014,-0.199206176000427,3.55370796868419,0.765710921290005,1
"ENSMUSG00000046876.16","Atxn1",81,147,47,151,264,463,-0.098818106284824,5.75997573468683,0.765773491594884,1
"ENSMUSG00000046879.7","Irgm1",106,118,51,136,227,411,0.485970214176385,1.56679268519105,0.765818524566503,1
"ENSMUSG00000046881.7","Olfr374",6,6,8,20,48,0,0.082021231324795,7.38171961858081,0.765883228861256,1
"ENSMUSG00000046886.6","Zfp474",0,0,9,1,1,0,0.0879869993606362,8.87113375516002,0.765945876227477,1
"ENSMUSG00000046897.17","Zfp740",530,646.001,279,436,1215.001,2547.999,0.0902140651086459,5.70051593368951,0.765955841046198,1
"ENSMUSG00000046908.5","Ltb4r1",3,2,8,202,208,180,-0.133767891386093,4.54770242537625,0.765975242523661,1
"ENSMUSG00000046909.9","Tefm",2,19,0,19,42,31,0.0938133256424926,6.67585496696529,0.766025490722873,1
"ENSMUSG00000046916.9","Myct1",9,0,0,11,1,0,0.0981883055154197,5.54218977749586,0.766097960944575,1
"ENSMUSG00000046924.4","Vmn1r179",0,3,8,8,19,0,-0.859084353354085,0.530590583946322,0.766101216764483,1
"ENSMUSG00000046932.2","Vmn1r193",19,4,8,10,14,0,0.927707902290954,0.079456300942781,0.766114899572418,1
"ENSMUSG00000046934.5","Csl",10,2,0,0,3,0,0.152356221059579,4.13736295418889,0.766155538588994,1
"ENSMUSG00000046947.12","Adck2",70,98.999,59,81,190,532,-0.606989424689215,1.37950666540717,0.766161599627269,1
"ENSMUSG00000046949.16","Nqo2",14,36,42,67,77,134,0.0820138348033402,6.94335194569769,0.766207287138563,1
"ENSMUSG00000046959.16","Slc26a1",0,2,0,0,15,37,0.0859664671301994,7.63574927694485,0.766212111678971,1
"ENSMUSG00000046961.8","Gpr156",0,0,3,18,4,0,0.114915788436245,5.58701767633798,0.76632743553538,1
"ENSMUSG00000046962.16","Zbtb21",67,168,96,188,225,523.001,-0.167675699304621,3.86259831721571,0.766329712703736,1
"ENSMUSG00000046971.7","Pla2g4f",0,9,0,6,27,1,0.0883771635725739,8.2204100398098,0.766348040370497,1
"ENSMUSG00000046982.11","Tshz1",92,107,29,103,193,435,-0.820394554479403,0.184318085513608,0.766394031545361,1
"ENSMUSG00000046985.11","Tapt1",111,131,77,145.999,259.001,609,-0.421714431143865,2.0822962082253,0.766480445752114,1
"ENSMUSG00000046991.12","Wdr27",7,7,3,0,7,1,0.0816456467945713,9.21528069317091,0.766569570097271,1
"ENSMUSG00000046994.9","Mars2",15,22,1,26,53,39,0.277860091769495,2.80338752347243,0.766589244918225,1
"ENSMUSG00000046997.5","Spsb4",4,2,5,0,7,0,0.145303056724135,4.16521787780359,0.766636420733814,1
"ENSMUSG00000047003.15","Zfp41",63,43,7,36,98,38,-0.447875571575526,2.26428207068446,0.766644828849924,1
"ENSMUSG00000047013.15","Fbxo41",5,2,0,0,5,0,0.749815522528349,0.683246579953403,0.766648148077041,1
"ENSMUSG00000047014.7","Catsperb",0,1,13,0,1,0,0.104920964712285,5.04031193648418,0.766658857732729,1
"ENSMUSG00000047021.14","Cfap65",6,12,0,0,3,0,-0.993749798779057,0.171843146007836,0.76669437736069,1
"ENSMUSG00000047022.18","Mipol1",9,21,13,0,44.382,98.999,-0.858670882139385,0.311834835305604,0.766827919512717,1
"ENSMUSG00000047030.15","Spata2",74,206,103,200.001,285,715,-0.0822540458259385,7.69724734235453,0.766854139041157,1
"ENSMUSG00000047031.5","Vmn1r68",1,8,10,0,26,0,-0.284028455525315,2.59544337959688,0.766948993967045,1
"ENSMUSG00000047034.10","Ankrd33",6,1,0,0,4,0,-0.0805710307192926,7.43653688319988,0.766956418213925,1
"ENSMUSG00000047036.8","Zfp445",416.001,486,199,434,858,1696,-0.804195408382102,0.737642408495716,0.767004717440824,1
"ENSMUSG00000047037.5","Nipa1",31,32,18,20,58,112,0.151797216477941,4.46869777106543,0.767061039798522,1
"ENSMUSG00000047040.9","Prr15l",0,2,0,29,2,1,-0.0802100754709038,8.10996555350511,0.767146350217561,1
"ENSMUSG00000047044.7","D030056L22Rik",27,26,13,20,25,108,0.11131934128647,5.27165651140194,0.767148575085782,1
"ENSMUSG00000047045.17","Tmem164",176.001,179.999,125,167,477,1153,0.288068371901548,2.58727542948661,0.767179689801752,1
"ENSMUSG00000047048.4","Olfr432",7,3,0,0,7.072,0,0.102120386287483,5.73827762804349,0.767302540018132,1
"ENSMUSG00000047053.5","Teddm1a",0,0,0,0,7,6,0.425331296252007,2.24942465569894,0.767429937412667,1
"ENSMUSG00000047067.7","Dusp28",12,8,5,1,8,9,-0.213519894888535,3.50650516634316,0.767443763317471,1
"ENSMUSG00000047084.8","Ngrn",16,25,1,29,45,108,0.294688634180926,3.00576518914219,0.767468723791802,1
"ENSMUSG00000047090.13","Tmem198b",73,91,43,77,155,344,-0.164413513441619,3.91169590679126,0.767479954362087,1
"ENSMUSG00000047094.9","Ofcc1",0,0,0,7,7,0,-0.145832874452533,4.14886323651626,0.767596688779445,1
"ENSMUSG00000047098.18","Rnf31",222,335,133,197.001,464,919.483,0.224382893948362,3.21936745765217,0.767600246614716,1
"ENSMUSG00000047108.4","Dnajb7",0,3,0,0,7,39,0.102822931743194,9.23602928978046,0.767609432972527,1
"ENSMUSG00000047109.13","Cldn14",5,0,0,9,16,0,-0.151552474630065,4.24387366535294,0.767691419297167,1
"ENSMUSG00000047115.15","Fam221a",18,4,0,3,7,31,0.939395982923483,0.851375823489457,0.767731972548868,1
"ENSMUSG00000047117.13","Ankdd1b",0,7,0,0,9,38,0.106013688421692,5.52852053120768,0.767737624061557,1
"ENSMUSG00000047123.8","Ticam1",76,166,85,129,290,843,-0.115091189034349,8.94910453199125,0.767791169862493,1
"ENSMUSG00000047126.17","Cltc",2264,3703,1824,2085.999,4286,11050,-0.0858846491895227,6.35646966980048,0.767871726521303,1
"ENSMUSG00000047139.9","Cd24a",0,9,36,348,439,202,0.0831256227105566,6.9449929620467,0.767955064685646,1
"ENSMUSG00000047141.5","Zfp654",83,158,89,136,276,490,-0.101236854568331,5.35384988928597,0.76804795664563,1
"ENSMUSG00000047143.3","Dmrta2",0,4,0,8,11,6,-0.760838208831796,0.94030359836839,0.768186341047,1
"ENSMUSG00000047146.17","Tet1",32,74,18,70,108.001,192,0.137802980620807,4.65794534445914,0.768217055275396,1
"ENSMUSG00000047150.8","1700001C19Rik",15,9,6,1,12,89,-0.957233435669528,0.130732914991665,0.768234455140935,1
"ENSMUSG00000047153.4","Khnyn",444,781,249,575,991,2795,0.0836013703043331,6.64913333660054,0.768247368815229,1
"ENSMUSG00000047155.13","Cyp4x1",7,3,0,7,1,0,-0.107712970559362,5.41273943814799,0.768247416896185,1
"ENSMUSG00000047180.8","Neurl3",407,1520,583,741,888,5055,-0.163699388539326,3.80331186351649,0.768326362929454,1
"ENSMUSG00000047181.12","Samd14",0,8,0,10,5,13,-0.412453714571711,1.89029340520014,0.768334414783234,1
"ENSMUSG00000047182.6","Irs3",5,5,0,6,13,9,-0.120318764977658,4.73973273564183,0.768397135903065,1
"ENSMUSG00000047187.9","Rab2a",86,274,97,196,428,940,-0.0912882262404221,5.78063688221878,0.768412002553174,1
"ENSMUSG00000047193.16","Dync2h1",22,32,14,15,63,79,0.952155543187,0.331496182904562,0.768497131695028,1
"ENSMUSG00000047203.3","Vmn1r54",0,0,0,7,18,0,-0.137656638637656,4.74425495477499,0.768510458183456,1
"ENSMUSG00000047205.12","Dusp18",43,133,21,212,231,1305,-0.11409407354437,4.85955344218736,0.768592988470776,1
"ENSMUSG00000047207.3","Olfr1495",0,0,0,10,7,0,-0.722215941293575,0.50152503138628,0.768618361009293,1
"ENSMUSG00000047213.14","Ythdf3",377,594,231,478,856,2089,0.0828226128375299,6.81024887649281,0.768623630527269,1
"ENSMUSG00000047215.14","Rpl9",351.915,605.978,343.484,673.975,881.877,1859.748,-0.157537637320557,3.99140608641989,0.7687937588483,1
"ENSMUSG00000047220.5","Ccdc36",8,19,30,6,37,21,0.100763016129052,5.35561517696996,0.76880723490842,1
"ENSMUSG00000047221.5","Fam185a",43,38,14,52,69,106,-0.633407905602734,1.51038414963997,0.768823783130822,1
"ENSMUSG00000047225.8","Olfr684",0,3,16.358,0,7,0,0.767784631086613,0.493233579923379,0.768855325318404,1
"ENSMUSG00000047227.5","Gm527",0,0,0,0,5,28,0.325165802273697,2.5962986774725,0.76886340361131,1
"ENSMUSG00000047228.9","A2ml1",0,4,7,0,4,0,0.923670969746233,0.13614059894695,0.768871189450429,1
"ENSMUSG00000047230.6","Cldn2",6,25,0,0,9,3,0.117876447067147,7.91610557817426,0.768889282663909,1
"ENSMUSG00000047238.4","Mageh1",0,2,25,21,10,35,-0.12238368595042,4.63028113365377,0.768901503738271,1
"ENSMUSG00000047242.14","Taf9b",13,12,23,37,28,77,-0.673431362158235,0.128760545279211,0.768946669434821,1
"ENSMUSG00000047246.7","H2bc6",11.189,5.308,4.049,0,18.977,33.041,-0.711750086467416,1.07936507115981,0.769004968326604,1
"ENSMUSG00000047248.20","C2cd3",156,315,167,222,399,1260,-0.895746243565813,0.122364678593877,0.769083386931362,1
"ENSMUSG00000047250.13","Ptgs1",2123,2472.999,1243,1573,3632,10337.001,-0.0853287546007288,6.68185984426094,0.76927778086236,1
"ENSMUSG00000047257.13","Prss45",7,6,0,0,1,0,-0.13408228116597,4.163955829743,0.769287874226959,1
"ENSMUSG00000047259.3","Mc4r",9,7,0,21,19,0,-0.0914518526382442,5.91906280912252,0.769299427546329,1
"ENSMUSG00000047260.4","Emc6",55,62,18,78,102,279,-0.680138005268788,1.0196983695041,0.769326997921174,1
"ENSMUSG00000047264.8","Zfp358",53,65,47,62,107,263,0.29282214279495,2.78093447979324,0.769387152174675,1
"ENSMUSG00000047281.3","Sfn",0,9,8.29,8,20.4,18,0.0800848496810138,6.24461195015895,0.769420571837926,1
"ENSMUSG00000047284.14","Neurl4",321,335,169.999,338,687.001,1529.001,0.135071934341361,4.60022970000297,0.76943428641144,1
"ENSMUSG00000047286.7","Olfr370",20,1,0,0,12,0,-0.181206724978729,3.57952981830393,0.769485817898762,1
"ENSMUSG00000047298.3","Kcnv2",8,4,0,0,25,0,-0.119518603326448,4.44476651474637,0.769567378079237,1
"ENSMUSG00000047307.2","Pcdhb13",0,0,0,6,4,0,-0.179680636183933,3.48003899361651,0.769650000960075,1
"ENSMUSG00000047330.8","Kcne4",0,2,0,5,7,1,-0.766573693749127,1.12379657034379,0.769681271280657,1
"ENSMUSG00000047342.17","Zfp286",17,22,0,29,48,59,0.164602918951802,3.85307539274714,0.769783352668284,1
"ENSMUSG00000047343.4","Mettl21c",0,14,5,0,25,32,0.179796005564426,3.90211429279506,0.769873367871195,1
"ENSMUSG00000047352.6","Olfr976",4,2,0,0,10,0,0.104090361990724,5.15416106074958,0.769893690212201,1
"ENSMUSG00000047361.16","Gm973",0,4,2,0,11,0,-0.974189671366558,0.190578793632623,0.769974142071162,1
"ENSMUSG00000047368.4","Abhd17b",48,50,39,59,146,309,0.107812761154077,5.18163647587505,0.770200290551969,1
"ENSMUSG00000047369.17","Dnah14",29,21,30,9,49,71,-0.51033760496189,2.03617394085837,0.770271402026781,1
"ENSMUSG00000047371.7","Zfp768",65,69,26,63,96,397,0.824914415079093,0.135188514798522,0.770328330912109,1
"ENSMUSG00000047379.7","B4gat1",0,106,59,102,242.127,504.748,0.200871217180113,3.38753808332707,0.770592865339563,1
"ENSMUSG00000047388.10","Atmin",295,281,111,302,508,954,0.587102891112966,1.61045702233902,0.770640032957647,1
"ENSMUSG00000047394.9","Odf3b",11,2,0,0,1,0,0.614855372563414,1.5367293117908,0.77068271445243,1
"ENSMUSG00000047407.17","Tgif1",533,1581.001,732.001,942,1262.001,4931.998,-0.114711972844168,4.95711682924799,0.770697201636832,1
"ENSMUSG00000047409.13","Ctdspl",28,31,44,12,62,81,0.613707437159643,1.32183533485225,0.770700221524361,1
"ENSMUSG00000047412.16","Zbtb44",171,137,44,92.999,236,432,0.71626867511859,1.13761225840513,0.770748658256686,1
"ENSMUSG00000047414.6","Flrt2",13,15,0,0,40,0,-0.0918514303646354,6.51814132209322,0.77074986286078,1
"ENSMUSG00000047415.12","Gpr68",13,25,10,48,50,94,0.105542354646557,5.42775964936377,0.770829506183921,1
"ENSMUSG00000047417.18","Rexo1",184,425,230,394,739,2071,0.0769202032945869,7.73431278605448,0.770884929989614,1
"ENSMUSG00000047419.5","Cmya5",150,108,56,145,172,695,-0.818440805014336,0.726537902455889,0.770943714256947,1
